#def REPORTPATH=$/PORITE/sspopor3
#def :end
"billto1";"billto2";"billto3";"billto4";"billto5";"billto6";"po_nbr";"po_rev";"po_ord_date";"po_vend";"poship";"vendor1";"vendor2";"vendor3";"vendor4";"vendor5";"vendor6";"shipto1";"shipto2";"shipto3";"shipto4";"shipto5";"shipto6";"vdattn";"po_confirm";"vend_phone";"po_buyer";"po_contact";"po_cr_terms";"po_shipvia";"terms";"po_fob";"po_rmks";"vatreg";"l_tx_misc1";"l_tx_misc2";"l_tx_misc3";"pod_line";"pod_part";"tax_flag";"pod_due_date";"qty_open";"pod_um";"pod_pur_cost";"ext_cost";"po_so_nbr";"pod_sod_line";"pod_rev";"discdesc";"pod_site";"pod_vpart";"pod_type";"mfgr";"mfgr_part";"desc1";"desc2";"pod_wip_lotser";"c-cn-contract";"nontaxable_amt";"taxable_amt";"po_curr";"lines_total";"tax_date";"tax_total";"order_amt";"ship_phone";"ship_fax";"vend_phone";"vend_fax"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"080118A1";0;08/04/03;"OA001";"PDC";"台湾保来得股份有限公司";"台湾省苗栗县竹南镇大埔里8邻";"中 埔街3号";"台湾";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"卢先生";yes;"00886-37581121";"A00094";"";"M60";"";"月结60天";"";"";"";"";"";"";11;"HAB117F";"Y";08/03/14;0;"EA";.25;0;"";0;"";"";"PDC";"";"";"";"";"锁定环-（16800PCS）-C420 743/HAB117F";"";"";"合同: 寄售库存";0;0;"USD";0;08/04/03;0;0;"0769-83133077";"0769-83133377";"00886-37581121";"00886-222695566"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"080118A1";0;08/04/03;"OA001";"PDC";"台湾保来得股份有限公司";"台湾省苗栗县竹南镇大埔里8邻";"中 埔街3号";"台湾";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"卢先生";yes;"00886-37581121";"A00094";"";"M60";"";"月结60天";"";"";"";"";"";"";12;"HAB139F";"Y";08/03/27;0;"EA";.523;0;"";0;"";"";"PDC";"";"";"";"";"垫片 HAB139F ";"";"";"合同: 寄售库存";0;0;"USD";0;08/04/03;0;0;"0769-83133077";"0769-83133377";"00886-37581121";"00886-222695566"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"080118A1";0;08/04/03;"OA001";"PDC";"台湾保来得股份有限公司";"台湾省苗栗县竹南镇大埔里8邻";"中 埔街3号";"台湾";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"卢先生";yes;"00886-37581121";"A00094";"";"M60";"";"月结60天";"";"";"";"";"";"";13;"HAB146F";"Y";08/03/27;0;"EA";.883;0;"";0;"";"";"PDC";"";"";"";"";"轴-（1741PCS）-HAB146F ";"";"";"合同: 寄售库存";0;0;"USD";0;08/04/03;0;0;"0769-83133077";"0769-83133377";"00886-37581121";"00886-222695566"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"080118A1";0;08/04/03;"OA001";"PDC";"台湾保来得股份有限公司";"台湾省苗栗县竹南镇大埔里8邻";"中 埔街3号";"台湾";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"卢先生";yes;"00886-37581121";"A00094";"";"M60";"";"月结60天";"";"";"";"";"";"";14;"HAB138F";"Y";08/03/27;0;"EA";.847;0;"";0;"";"";"PDC";"";"";"";"";"轴-HAB138F ";"";"";"合同: 寄售库存";0;0;"USD";0;08/04/03;0;0;"0769-83133077";"0769-83133377";"00886-37581121";"00886-222695566"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"080118A1";0;08/04/03;"OA001";"PDC";"台湾保来得股份有限公司";"台湾省苗栗县竹南镇大埔里8邻";"中 埔街3号";"台湾";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"卢先生";yes;"00886-37581121";"A00094";"";"M60";"";"月结60天";"";"";"";"";"";"";15;"hab139F";"Y";08/04/03;0;"EA";47.58;0;"";0;"";"";"PDC";"";"";"";"";"垫片 HAB139F ";"";"";"合同: 寄售库存";0;0;"USD";0;08/04/03;0;0;"0769-83133077";"0769-83133377";"00886-37581121";"00886-222695566"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"080118A1";0;08/04/03;"OA001";"PDC";"台湾保来得股份有限公司";"台湾省苗栗县竹南镇大埔里8邻";"中 埔街3号";"台湾";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"卢先生";yes;"00886-37581121";"A00094";"";"M60";"";"月结60天";"";"";"";"";"";"";16;"HAB138F";"Y";08/04/03;0;"EA";.9;0;"";0;"";"";"PDC";"";"";"";"";"轴-HAB138F ";"";"";"合同: 寄售库存";0;0;"USD";0;08/04/03;0;0;"0769-83133077";"0769-83133377";"00886-37581121";"00886-222695566"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"80401B01";0;08/04/01;"SI022";"PDC";"高洁清洁设备有限公司";"东莞市东城中路恒泰大厦403室";"中国";"";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"林先生";yes;"0769-22207076";"A00158";"";"M60";"";"月结60天";"";"";"";"";"";"";1;"大号垃圾袋";"Y";08/04/03;1200;"EA";.45;540;"";0;"";"";"PDC";"";"M";"";"";"物料无库存";"";"";"合同: 寄售库存";0;1590;"CNY";1590;08/04/03;0;1590;"0769-83133077";"0769-83133377";"0769-22207076";"0769-22663633"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"80401B01";0;08/04/01;"SI022";"PDC";"高洁清洁设备有限公司";"东莞市东城中路恒泰大厦403室";"中国";"";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"林先生";yes;"0769-22207076";"A00158";"";"M60";"";"月结60天";"";"";"";"";"";"";2;"中号垃圾袋 加厚";"Y";08/04/03;1000;"EA";.7;700;"";0;"";"";"PDC";"";"M";"";"";"物料无库存";"";"";"合同: 寄售库存";0;1590;"CNY";1590;08/04/03;0;1590;"0769-83133077";"0769-83133377";"0769-22207076";"0769-22663633"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"80401B01";0;08/04/01;"SI022";"PDC";"高洁清洁设备有限公司";"东莞市东城中路恒泰大厦403室";"中国";"";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"林先生";yes;"0769-22207076";"A00158";"";"M60";"";"月结60天";"";"";"";"";"";"";3;"小号垃圾袋";"Y";08/04/03;3500;"EA";.1;350;"";0;"";"";"PDC";"";"M";"";"";"物料无库存";"";"";"合同: 寄售库存";0;1590;"CNY";1590;08/04/03;0;1590;"0769-83133077";"0769-83133377";"0769-22207076";"0769-22663633"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"80401B02";0;08/04/01;"SM015";"PDC";"永盛印刷厂";"大朗镇";"中国";"";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"叶小姐";yes;"0769-83180866";"A00158";"";"M60";"";"月结60天";"";"";"";"";"";"";1;"加粉/余粉个人日报";"Y";08/04/10;0;"EA";8.5;0;"";0;"";"";"PDC";"";"M";"";"";"物料无库存";"";"";"合同: 寄售库存";0;0;"CNY";0;08/04/10;0;0;"0769-83133077";"0769-83133377";"0769-83180866";"0769-83138288"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"80401B02";0;08/04/01;"SM015";"PDC";"永盛印刷厂";"大朗镇";"中国";"";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"叶小姐";yes;"0769-83180866";"A00158";"";"M60";"";"月结60天";"";"";"";"";"";"";2;"搅拌作业确认票";"Y";08/04/10;0;"EA";5;0;"";0;"";"";"PDC";"";"M";"";"";"物料无库存";"";"";"合同: 寄售库存";0;0;"CNY";0;08/04/10;0;0;"0769-83133077";"0769-83133377";"0769-83180866";"0769-83138288"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"80401B02";0;08/04/01;"SM015";"PDC";"永盛印刷厂";"大朗镇";"中国";"";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"叶小姐";yes;"0769-83180866";"A00158";"";"M60";"";"月结60天";"";"";"";"";"";"";3;"加粉作业票";"Y";08/04/10;0;"EA";5.2;0;"";0;"";"";"PDC";"";"M";"";"";"物料无库存";"";"";"合同: 寄售库存";0;0;"CNY";0;08/04/10;0;0;"0769-83133077";"0769-83133377";"0769-83180866";"0769-83138288"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"80401B02";0;08/04/01;"SM015";"PDC";"永盛印刷厂";"大朗镇";"中国";"";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"叶小姐";yes;"0769-83180866";"A00158";"";"M60";"";"月结60天";"";"";"";"";"";"";4;"回收粉使用跟踪表";"Y";08/04/10;0;"EA";6;0;"";0;"";"";"PDC";"";"M";"";"";"物料无库存";"";"";"合同: 寄售库存";0;0;"CNY";0;08/04/10;0;0;"0769-83133077";"0769-83133377";"0769-83180866";"0769-83138288"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"80401B03";0;08/04/01;"SM015";"PDC";"永盛印刷厂";"大朗镇";"中国";"";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"叶小姐";yes;"0769-83180866";"A00158";"";"M60";"";"月结60天";"";"";"";"";"";"";1;"不合格工程评审单A5";"Y";08/04/10;10;"EA";5;50;"";0;"";"";"PDC";"";"M";"";"";"物料无库存";"";"";"合同: 寄售库存";0;50;"CNY";50;08/04/10;0;50;"0769-83133077";"0769-83133377";"0769-83180866";"0769-83138288"
"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"80401B04";0;08/04/01;"SM015";"PDC";"永盛印刷厂";"大朗镇";"中国";"";"";"";"东莞保来得粉末冶金有限公司";"东莞市大朗镇洋坑塘";"中国";"";"";"";"叶小姐";yes;"0769-83180866";"A00158";"";"M60";"";"月结60天";"";"";"";"";"";"";1;"自主检查表";"Y";08/04/10;570;"EA";7.5;4275;"";0;"";"";"PDC";"";"M";"";"";"物料无库存";"";"";"合同: 寄售库存";0;4395;"CNY";4395;08/04/10;0;4395;"0769-83133077";"0769-83133377";"0769-83180866";"0769-83138288"
