#def REPORTPATH=$/QAD Addons/BI Report/xxpcwocr
#def :end
"年份";"期间";"地点代码";"地点说明";"件号";"件名";"加工单";"成本要素代码";"成本要素说明";"期初总成";"期间非领料总成";"期间领料总成";"期间一次加权平均成本";"期末总成"
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28737";"34";"制1其他变动";0;982.6332;0;1155.18024;1155.18024
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28737";"36";"制2其他变动";0;245.6583;0;288.79506;288.79506
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28737";"41";"制1折旧";0;409.4305;0;481.3251;481.3251
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28750";"34";"制1其他变动";0;736.97496;0;866.38524;866.38524
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28750";"36";"制2其他变动";0;184.24374;0;216.59631;216.59631
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28750";"41";"制1折旧";0;307.0729;0;360.99385;360.99385
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28761";"34";"制1其他变动";0;982.6332;0;1155.18024;1155.18024
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28761";"36";"制2其他变动";0;245.6583;0;288.79506;288.79506
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28761";"41";"制1折旧";0;409.4305;0;481.3251;481.3251
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28882";"34";"制1其他变动";0;982.6332;0;1155.18024;1155.18024
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28882";"36";"制2其他变动";0;245.6583;0;288.79506;288.79506
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28882";"41";"制1折旧";0;409.4305;0;481.3251;481.3251
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"29190";"34";"制1其他变动";0;736.97496;0;866.38524;866.38524
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"29190";"36";"制2其他变动";0;184.24374;0;216.59631;216.59631
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"29190";"41";"制1折旧";0;307.0729;0;360.99385;360.99385
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"29376";"34";"制1其他变动";0;1686.85368;0;1983.0594;1983.0594
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"29376";"36";"制2其他变动";0;421.71342;0;495.76485;495.76485
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"29376";"41";"制1折旧";0;702.8557;0;826.27475;826.27475
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"29382";"34";"制1其他变动";0;294.78996;0;346.55412;346.55412
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"29382";"36";"制2其他变动";0;73.69749;0;86.63853;86.63853
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"29382";"41";"制1折旧";0;122.82915;0;144.39755;144.39755
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28170";"34";"制1其他变动";0;2155.4178;0;2533.90176;2533.90176
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28170";"36";"制2其他变动";0;538.85445;0;633.47544;633.47544
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28170";"41";"制1折旧";0;898.09075;0;1055.7924;1055.7924
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28188";"34";"制1其他变动";0;1616.56332;0;1900.42632;1900.42632
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28188";"36";"制2其他变动";0;404.14083;0;475.10658;475.10658
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28188";"41";"制1折旧";0;673.56805;0;791.8443;791.8443
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28200";"34";"制1其他变动";0;2155.4178;0;2533.90176;2533.90176
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28200";"36";"制2其他变动";0;538.85445;0;633.47544;633.47544
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28200";"41";"制1折旧";0;898.09075;0;1055.7924;1055.7924
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28283";"34";"制1其他变动";0;2155.4178;0;2533.90176;2533.90176
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28283";"36";"制2其他变动";0;538.85445;0;633.47544;633.47544
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28283";"41";"制1折旧";0;898.09075;0;1055.7924;1055.7924
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28305";"34";"制1其他变动";0;4310.8356;0;5067.8034;5067.8034
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28305";"36";"制2其他变动";0;1077.7089;0;1266.95085;1266.95085
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28305";"41";"制1折旧";0;1796.1815;0;2111.58475;2111.58475
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28446";"34";"制1其他变动";0;3233.12664;0;3800.85264;3800.85264
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28446";"36";"制2其他变动";0;808.28166;0;950.21316;950.21316
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28446";"41";"制1折旧";0;1347.1361;0;1583.6886;1583.6886
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28538";"34";"制1其他变动";0;2694.27228;0;3167.3772;3167.3772
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28538";"36";"制2其他变动";0;673.56807;0;791.8443;791.8443
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28538";"41";"制1折旧";0;1122.61345;0;1319.7405;1319.7405
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28751";"34";"制1其他变动";0;17.96184;0;21.1158;21.1158
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28751";"36";"制2其他变动";0;4.49046;0;5.27895;5.27895
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28751";"41";"制1折旧";0;7.4841;0;8.79825;8.79825
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"29383";"34";"制1其他变动";0;-143.69448;0;-168.92676;-168.92676
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"29383";"36";"制2其他变动";0;-35.92362;0;-42.23169;-42.23169
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"29383";"41";"制1折旧";0;-59.8727;0;-70.38615;-70.38615
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"27167";"34";"制1其他变动";0;449.3226;0;528.222;528.222
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"27167";"36";"制2其他变动";0;112.33065;0;132.0555;132.0555
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"27167";"41";"制1折旧";0;187.21775;0;220.0925;220.0925
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28172";"34";"制1其他变动";0;898.64508;0;1056.44412;1056.44412
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28172";"36";"制2其他变动";0;224.66127;0;264.11103;264.11103
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28172";"41";"制1折旧";0;374.43545;0;440.18505;440.18505
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28191";"34";"制1其他变动";0;898.64508;0;1056.44412;1056.44412
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28191";"36";"制2其他变动";0;224.66127;0;264.11103;264.11103
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28191";"41";"制1折旧";0;374.43545;0;440.18505;440.18505
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28203";"34";"制1其他变动";0;898.64508;0;1056.44412;1056.44412
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28203";"36";"制2其他变动";0;224.66127;0;264.11103;264.11103
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28203";"41";"制1折旧";0;374.43545;0;440.18505;440.18505
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28286";"34";"制1其他变动";0;898.64508;0;1056.44412;1056.44412
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28286";"36";"制2其他变动";0;224.66127;0;264.11103;264.11103
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28286";"41";"制1折旧";0;374.43545;0;440.18505;440.18505
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28342";"34";"制1其他变动";0;898.64508;0;1056.44412;1056.44412
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28342";"36";"制2其他变动";0;224.66127;0;264.11103;264.11103
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28342";"41";"制1折旧";0;374.43545;0;440.18505;440.18505
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28448";"34";"制1其他变动";0;449.3226;0;528.222;528.222
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28448";"36";"制2其他变动";0;112.33065;0;132.0555;132.0555
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28448";"41";"制1折旧";0;187.21775;0;220.0925;220.0925
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28533";"34";"制1其他变动";0;898.64508;0;1056.44412;1056.44412
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28533";"36";"制2其他变动";0;224.66127;0;264.11103;264.11103
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28533";"41";"制1折旧";0;374.43545;0;440.18505;440.18505
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28674";"34";"制1其他变动";0;898.64508;0;1056.44412;1056.44412
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28674";"36";"制2其他变动";0;224.66127;0;264.11103;264.11103
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28674";"41";"制1折旧";0;374.43545;0;440.18505;440.18505
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28725";"34";"制1其他变动";0;449.3226;0;528.222;528.222
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28725";"36";"制2其他变动";0;112.33065;0;132.0555;132.0555
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28725";"41";"制1折旧";0;187.21775;0;220.0925;220.0925
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28735";"34";"制1其他变动";0;898.64508;0;1056.44412;1056.44412
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28735";"36";"制2其他变动";0;224.66127;0;264.11103;264.11103
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28735";"41";"制1折旧";0;374.43545;0;440.18505;440.18505
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28748";"34";"制1其他变动";0;898.64508;0;1056.44412;1056.44412
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28748";"36";"制2其他变动";0;224.66127;0;264.11103;264.11103
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28748";"41";"制1折旧";0;374.43545;0;440.18505;440.18505
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28760";"34";"制1其他变动";0;898.64508;0;1056.44412;1056.44412
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28760";"36";"制2其他变动";0;224.66127;0;264.11103;264.11103
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28760";"41";"制1折旧";0;374.43545;0;440.18505;440.18505
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28880";"34";"制1其他变动";0;898.64508;0;1056.44412;1056.44412
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28880";"36";"制2其他变动";0;224.66127;0;264.11103;264.11103
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28880";"41";"制1折旧";0;374.43545;0;440.18505;440.18505
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"29188";"34";"制1其他变动";0;449.3226;0;528.222;528.222
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"29188";"36";"制2其他变动";0;112.33065;0;132.0555;132.0555
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"29188";"41";"制1折旧";0;187.21775;0;220.0925;220.0925
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"29374";"34";"制1其他变动";0;1078.37412;0;1267.73292;1267.73292
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"29374";"36";"制2其他变动";0;269.59353;0;316.93323;316.93323
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"29374";"41";"制1折旧";0;449.32255;0;528.22205;528.22205
2009;6;"1000";"宁波提爱思(加工区）";"3.02.04.12.00";"2RS-167-牛皮裁片RC/R组合 ";"28297";"34";"制1其他变动";0;270.60528;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.04.12.00";"2RS-167-牛皮裁片RC/R组合 ";"28297";"36";"制2其他变动";0;67.65132;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.04.12.00";"2RS-167-牛皮裁片RC/R组合 ";"28297";"41";"制1折旧";0;112.7522;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"25931";"34";"制1其他变动";0;767.32572;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"25931";"36";"制2其他变动";0;191.83143;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"25931";"41";"制1折旧";0;319.71905;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"25941";"34";"制1其他变动";0;767.32572;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"25941";"36";"制2其他变动";0;191.83143;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"25941";"41";"制1折旧";0;319.71905;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"25965";"34";"制1其他变动";0;767.32572;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"25965";"36";"制2其他变动";0;191.83143;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"25965";"41";"制1折旧";0;319.71905;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26967";"34";"制1其他变动";0;767.32572;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26967";"36";"制2其他变动";0;191.83143;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26967";"41";"制1折旧";0;319.71905;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26977";"34";"制1其他变动";0;767.32572;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26977";"36";"制2其他变动";0;191.83143;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26977";"41";"制1折旧";0;319.71905;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26987";"34";"制1其他变动";0;767.32572;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26987";"36";"制2其他变动";0;191.83143;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26987";"41";"制1折旧";0;319.71905;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26997";"34";"制1其他变动";0;1285.27068;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26997";"36";"制2其他变动";0;321.31767;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26997";"41";"制1折旧";0;535.52945;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"27007";"34";"制1其他变动";0;767.32572;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"27007";"36";"制2其他变动";0;191.83143;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"27007";"41";"制1折旧";0;319.71905;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"28705";"34";"制1其他变动";0;2301.97728;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"28705";"36";"制2其他变动";0;575.49432;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"28705";"41";"制1折旧";0;959.1572;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"25932";"34";"制1其他变动";0;812.80092;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"25932";"36";"制2其他变动";0;203.20023;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"25932";"41";"制1折旧";0;338.66705;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"25942";"34";"制1其他变动";0;812.80092;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"25942";"36";"制2其他变动";0;203.20023;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"25942";"41";"制1折旧";0;338.66705;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"25966";"34";"制1其他变动";0;812.80092;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"25966";"36";"制2其他变动";0;203.20023;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"25966";"41";"制1折旧";0;338.66705;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26968";"34";"制1其他变动";0;812.80092;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26968";"36";"制2其他变动";0;203.20023;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26968";"41";"制1折旧";0;338.66705;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26978";"34";"制1其他变动";0;812.80092;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26978";"36";"制2其他变动";0;203.20023;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26978";"41";"制1折旧";0;338.66705;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26988";"34";"制1其他变动";0;812.80092;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26988";"36";"制2其他变动";0;203.20023;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26988";"41";"制1折旧";0;338.66705;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26998";"34";"制1其他变动";0;1361.44164;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26998";"36";"制2其他变动";0;340.36041;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26998";"41";"制1折旧";0;567.26735;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"27008";"34";"制1其他变动";0;812.80092;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"27008";"36";"制2其他变动";0;203.20023;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"27008";"41";"制1折旧";0;338.66705;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"28706";"34";"制1其他变动";0;2438.40288;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"28706";"36";"制2其他变动";0;609.60072;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"28706";"41";"制1折旧";0;1016.0012;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"25933";"34";"制1其他变动";0;580.76784;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"25933";"36";"制2其他变动";0;145.19196;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"25933";"41";"制1折旧";0;241.9866;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"25943";"34";"制1其他变动";0;580.76784;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"25943";"36";"制2其他变动";0;145.19196;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"25943";"41";"制1折旧";0;241.9866;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"25967";"34";"制1其他变动";0;580.76784;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"25967";"36";"制2其他变动";0;145.19196;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"25967";"41";"制1折旧";0;241.9866;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"26969";"34";"制1其他变动";0;580.76784;0;0;0
