#def REPORTPATH=$/QAD Addons/BI Report/xxpcwocr
#def :end
"年份";"期间";"地点代码";"地点说明";"件号";"件名";"加工单";"成本要素代码";"成本要素说明";"期初总成";"期间非领料总成";"期间领料总成";"期间一次加权平均成本";"期末总成"
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"28893";"36";"制2其他变动";0;726.16458;0;853.67658;853.67658
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"28893";"41";"制1折旧";0;1210.2743;0;1422.7943;1422.7943
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"29260";"34";"制1其他变动";0;3457.9266;0;4065.12648;4065.12648
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"29260";"36";"制2其他变动";0;864.48165;0;1016.28162;1016.28162
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"29260";"41";"制1折旧";0;1440.80275;0;1693.8027;1693.8027
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"26371";"34";"制1其他变动";0;4543.11948;0;5340.87564;5340.87564
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"26371";"36";"制2其他变动";0;1135.77987;0;1335.21891;1335.21891
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"26371";"41";"制1折旧";0;1892.96645;0;2225.36485;2225.36485
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"27169";"34";"制1其他变动";0;413.01084;0;485.53416;485.53416
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"27169";"36";"制2其他变动";0;103.25271;0;121.38354;121.38354
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"27169";"41";"制1折旧";0;172.08785;0;202.3059;202.3059
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28181";"34";"制1其他变动";0;5782.15212;0;6797.47812;6797.47812
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28181";"36";"制2其他变动";0;1445.53803;0;1699.36953;1699.36953
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28181";"41";"制1折旧";0;2409.23005;0;2832.28255;2832.28255
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28192";"34";"制1其他变动";0;5782.15212;0;6797.47812;6797.47812
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28192";"36";"制2其他变动";0;1445.53803;0;1699.36953;1699.36953
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28192";"41";"制1折旧";0;2409.23005;0;2832.28255;2832.28255
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28233";"34";"制1其他变动";0;2891.076;0;3398.73912;3398.73912
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28233";"36";"制2其他变动";0;722.769;0;849.68478;849.68478
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28233";"41";"制1折旧";0;1204.615;0;1416.1413;1416.1413
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28287";"34";"制1其他变动";0;4543.11948;0;5340.87564;5340.87564
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28287";"36";"制2其他变动";0;1135.77987;0;1335.21891;1335.21891
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28287";"41";"制1折旧";0;1892.96645;0;2225.36485;2225.36485
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28428";"34";"制1其他变动";0;2478.06516;0;2913.20496;2913.20496
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28428";"36";"制2其他变动";0;619.51629;0;728.30124;728.30124
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28428";"41";"制1折旧";0;1032.52715;0;1213.8354;1213.8354
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28524";"34";"制1其他变动";0;2891.076;0;3398.73912;3398.73912
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28524";"36";"制2其他变动";0;722.769;0;849.68478;849.68478
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28524";"41";"制1折旧";0;1204.615;0;1416.1413;1416.1413
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28616";"34";"制1其他变动";0;3717.0978;0;4369.80732;4369.80732
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28616";"36";"制2其他变动";0;929.27445;0;1092.45183;1092.45183
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28616";"41";"制1折旧";0;1548.79075;0;1820.75305;1820.75305
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28718";"34";"制1其他变动";0;2478.06516;0;2913.20496;2913.20496
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28718";"36";"制2其他变动";0;619.51629;0;728.30124;728.30124
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28718";"41";"制1折旧";0;1032.52715;0;1213.8354;1213.8354
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28730";"34";"制1其他变动";0;5369.14128;0;6311.94396;6311.94396
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28730";"36";"制2其他变动";0;1342.28532;0;1577.98599;1577.98599
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28730";"41";"制1折旧";0;2237.1422;0;2629.97665;2629.97665
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28743";"34";"制1其他变动";0;413.01084;0;485.53416;485.53416
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28743";"36";"制2其他变动";0;103.25271;0;121.38354;121.38354
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28743";"41";"制1折旧";0;172.08785;0;202.3059;202.3059
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28756";"34";"制1其他变动";0;8260.21728;0;9710.68308;9710.68308
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28756";"36";"制2其他变动";0;2065.05432;0;2427.67077;2427.67077
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28756";"41";"制1折旧";0;3441.7572;0;4046.11795;4046.11795
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28877";"34";"制1其他变动";0;2065.05432;0;2427.6708;2427.6708
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28877";"36";"制2其他变动";0;516.26358;0;606.9177;606.9177
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"28877";"41";"制1折旧";0;860.4393;0;1011.5295;1011.5295
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"29185";"34";"制1其他变动";0;3304.08696;0;3884.27316;3884.27316
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"29185";"36";"制2其他变动";0;826.02174;0;971.06829;971.06829
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"29185";"41";"制1折旧";0;1376.7029;0;1618.44715;1618.44715
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"29371";"34";"制1其他变动";0;3441.7572;0;4046.11788;4046.11788
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"29371";"36";"制2其他变动";0;860.4393;0;1011.52947;1011.52947
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"29371";"41";"制1折旧";0;1434.0655;0;1685.88245;1685.88245
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"26760";"34";"制1其他变动";0;3699.66264;0;4349.3106;4349.3106
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"26760";"36";"制2其他变动";0;924.91566;0;1087.32765;1087.32765
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"26760";"41";"制1折旧";0;1541.5261;0;1812.21275;1812.21275
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"27171";"34";"制1其他变动";0;1707.53664;0;2007.37416;2007.37416
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"27171";"36";"制2其他变动";0;426.88416;0;501.84354;501.84354
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"27171";"41";"制1折旧";0;711.4736;0;836.4059;836.4059
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28184";"34";"制1其他变动";0;2561.30496;0;3011.06124;3011.06124
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28184";"36";"制2其他变动";0;640.32624;0;752.76531;752.76531
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28184";"41";"制1折旧";0;1067.2104;0;1254.60885;1254.60885
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28195";"34";"制1其他变动";0;3130.4838;0;3680.18592;3680.18592
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28195";"36";"制2其他变动";0;782.62095;0;920.04648;920.04648
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28195";"41";"制1折旧";0;1304.36825;0;1533.4108;1533.4108
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28242";"34";"制1其他变动";0;2276.71548;0;2676.49884;2676.49884
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28242";"36";"制2其他变动";0;569.17887;0;669.12471;669.12471
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28242";"41";"制1折旧";0;948.63145;0;1115.20785;1115.20785
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28300";"34";"制1其他变动";0;3415.07316;0;4014.74832;4014.74832
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28300";"36";"制2其他变动";0;853.76829;0;1003.68708;1003.68708
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28300";"41";"制1折旧";0;1422.94715;0;1672.8118;1672.8118
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28432";"34";"制1其他变动";0;1422.94716;0;1672.81176;1672.81176
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28432";"36";"制2其他变动";0;355.73679;0;418.20294;418.20294
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28432";"41";"制1折旧";0;592.89465;0;697.0049;697.0049
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28528";"34";"制1其他变动";0;2276.71548;0;2676.49884;2676.49884
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28528";"36";"制2其他变动";0;569.17887;0;669.12471;669.12471
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28528";"41";"制1折旧";0;948.63145;0;1115.20785;1115.20785
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28618";"34";"制1其他变动";0;2561.30496;0;3011.06124;3011.06124
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28618";"36";"制2其他变动";0;640.32624;0;752.76531;752.76531
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28618";"41";"制1折旧";0;1067.2104;0;1254.60885;1254.60885
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28724";"34";"制1其他变动";0;2276.71548;0;2676.49884;2676.49884
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28724";"36";"制2其他变动";0;569.17887;0;669.12471;669.12471
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28724";"41";"制1折旧";0;948.63145;0;1115.20785;1115.20785
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28732";"34";"制1其他变动";0;2276.71548;0;2676.49884;2676.49884
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28732";"36";"制2其他变动";0;569.17887;0;669.12471;669.12471
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28732";"41";"制1折旧";0;948.63145;0;1115.20785;1115.20785
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28745";"34";"制1其他变动";0;2561.30496;0;3011.06124;3011.06124
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28745";"36";"制2其他变动";0;640.32624;0;752.76531;752.76531
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28745";"41";"制1折旧";0;1067.2104;0;1254.60885;1254.60885
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28758";"34";"制1其他变动";0;2845.89432;0;3345.62364;3345.62364
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28758";"36";"制2其他变动";0;711.47358;0;836.40591;836.40591
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28758";"41";"制1折旧";0;1185.7893;0;1394.00985;1394.00985
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28879";"34";"制1其他变动";0;2561.30496;0;3011.06124;3011.06124
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28879";"36";"制2其他变动";0;640.32624;0;752.76531;752.76531
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"28879";"41";"制1折旧";0;1067.2104;0;1254.60885;1254.60885
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"29187";"34";"制1其他变动";0;2561.30496;0;3011.06124;3011.06124
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"29187";"36";"制2其他变动";0;640.32624;0;752.76531;752.76531
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"29187";"41";"制1折旧";0;1067.2104;0;1254.60885;1254.60885
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"29373";"34";"制1其他变动";0;2086.98912;0;2453.45724;2453.45724
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"29373";"36";"制2其他变动";0;521.74728;0;613.36431;613.36431
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"29373";"41";"制1折旧";0;869.5788;0;1022.27385;1022.27385
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"26759";"34";"制1其他变动";0;3262.97064;0;3835.93704;3835.93704
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"26759";"36";"制2其他变动";0;815.74266;0;958.98426;958.98426
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"26759";"41";"制1折旧";0;1359.5711;0;1598.3071;1598.3071
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"27170";"34";"制1其他变动";0;1864.5546;0;2191.96404;2191.96404
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"27170";"36";"制2其他变动";0;466.13865;0;547.99101;547.99101
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"27170";"41";"制1折旧";0;776.89775;0;913.31835;913.31835
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28183";"34";"制1其他变动";0;2330.69328;0;2739.95508;2739.95508
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28183";"36";"制2其他变动";0;582.67332;0;684.98877;684.98877
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28183";"41";"制1折旧";0;971.1222;0;1141.64795;1141.64795
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28194";"34";"制1其他变动";0;3262.97064;0;3835.93704;3835.93704
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28194";"36";"制2其他变动";0;815.74266;0;958.98426;958.98426
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28194";"41";"制1折旧";0;1359.5711;0;1598.3071;1598.3071
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28240";"34";"制1其他变动";0;2330.69328;0;2739.95508;2739.95508
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28240";"36";"制2其他变动";0;582.67332;0;684.98877;684.98877
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28240";"41";"制1折旧";0;971.1222;0;1141.64795;1141.64795
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28299";"34";"制1其他变动";0;3262.97064;0;3835.93704;3835.93704
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28299";"36";"制2其他变动";0;815.74266;0;958.98426;958.98426
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28299";"41";"制1折旧";0;1359.5711;0;1598.3071;1598.3071
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28431";"34";"制1其他变动";0;1398.41604;0;1643.973;1643.973
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28431";"36";"制2其他变动";0;349.60401;0;410.99325;410.99325
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28431";"41";"制1折旧";0;582.67335;0;684.98875;684.98875
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28527";"34";"制1其他变动";0;2330.69328;0;2739.95508;2739.95508
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28527";"36";"制2其他变动";0;582.67332;0;684.98877;684.98877
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28527";"41";"制1折旧";0;971.1222;0;1141.64795;1141.64795
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28617";"34";"制1其他变动";0;2330.69328;0;2739.95508;2739.95508
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28617";"36";"制2其他变动";0;582.67332;0;684.98877;684.98877
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28617";"41";"制1折旧";0;971.1222;0;1141.64795;1141.64795
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28720";"34";"制1其他变动";0;2330.69328;0;2739.95508;2739.95508
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28720";"36";"制2其他变动";0;582.67332;0;684.98877;684.98877
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28720";"41";"制1折旧";0;971.1222;0;1141.64795;1141.64795
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28731";"34";"制1其他变动";0;2330.69328;0;2739.95508;2739.95508
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28731";"36";"制2其他变动";0;582.67332;0;684.98877;684.98877
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28731";"41";"制1折旧";0;971.1222;0;1141.64795;1141.64795
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28744";"34";"制1其他变动";0;2796.83196;0;3287.946;3287.946
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28744";"36";"制2其他变动";0;699.20799;0;821.9865;821.9865
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28744";"41";"制1折旧";0;1165.34665;0;1369.9775;1369.9775
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28757";"34";"制1其他变动";0;2330.69328;0;2739.95508;2739.95508
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28757";"36";"制2其他变动";0;582.67332;0;684.98877;684.98877
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28757";"41";"制1折旧";0;971.1222;0;1141.64795;1141.64795
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28878";"34";"制1其他变动";0;2796.83196;0;3287.946;3287.946
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28878";"36";"制2其他变动";0;699.20799;0;821.9865;821.9865
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"28878";"41";"制1折旧";0;1165.34665;0;1369.9775;1369.9775
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"29186";"34";"制1其他变动";0;2330.69328;0;2739.95508;2739.95508
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"29186";"36";"制2其他变动";0;582.67332;0;684.98877;684.98877
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"29186";"41";"制1折旧";0;971.1222;0;1141.64795;1141.64795
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"29372";"34";"制1其他变动";0;2237.46552;0;2630.3568;2630.3568
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"29372";"36";"制2其他变动";0;559.36638;0;657.5892;657.5892
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"29372";"41";"制1折旧";0;932.2773;0;1095.982;1095.982
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"27153";"34";"制1其他变动";0;1859.0478;0;2185.49028;2185.49028
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"27153";"36";"制2其他变动";0;464.76195;0;546.37257;546.37257
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"27153";"41";"制1折旧";0;774.60325;0;910.62095;910.62095
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"27740";"34";"制1其他变动";0;8830.4772;0;10381.07856;10381.07856
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"27740";"36";"制2其他变动";0;2207.6193;0;2595.26964;2595.26964
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"27740";"41";"制1折旧";0;3679.3655;0;4325.4494;4325.4494
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"28187";"34";"制1其他变动";0;1859.0478;0;2185.49028;2185.49028
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"28187";"36";"制2其他变动";0;464.76195;0;546.37257;546.37257
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"28187";"41";"制1折旧";0;774.60325;0;910.62095;910.62095
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"28199";"34";"制1其他变动";0;3253.33368;0;3824.60796;3824.60796
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"28199";"36";"制2其他变动";0;813.33342;0;956.15199;956.15199
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"28199";"41";"制1折旧";0;1355.5557;0;1593.58665;1593.58665
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"28282";"34";"制1其他变动";0;6041.90544;0;7102.84332;7102.84332
