#def REPORTPATH=$/QAD Addons/BI Report/xxssdi02
#def :end
"¿Í»§´úÂë";"¿Í»§Ãû³Æ";"ÉúÐ§ÈÕÆÚ";"·¢Æ±ÈÕÆÚ";"ÔÝ¹À·¢Æ±";"ÔÝ¹À¶©µ¥";"Ïî";"Áã¼þºÅ";"Áã¼þËµÃ÷";"µ¥Î»";"ÊÂÎñ";"·¢»õÈÕÆÚ";"ÊýÁ¿";"µ¥¼Û";"½ð¶î"
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24520;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24521;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24522;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24523;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24524;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24525;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24526;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24527;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24528;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24529;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24530;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24531;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24532;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24533;09/01/21;6;339.7;2038.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";1;"2.12.01.02.00";"2WA-327É«FB-L²¿Î»";"EA";24534;09/01/21;96;339.7;32611.2
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24541;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24542;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24543;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24544;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24545;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24546;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24547;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24548;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24549;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24550;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24551;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24552;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24553;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24554;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24555;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24556;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24557;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24558;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24559;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24560;09/01/21;6;340.81;2044.86
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";2;"2.12.01.03.00";"2WA-327É«FB-R²¿Î»";"EA";24561;09/01/21;60;340.81;20448.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";3;"2.12.01.05.00";"2WA-327É«FC-L²¿Î»";"EA";24562;09/01/21;8;233.27;1866.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";3;"2.12.01.05.00";"2WA-327É«FC-L²¿Î»";"EA";24563;09/01/21;8;233.27;1866.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";3;"2.12.01.05.00";"2WA-327É«FC-L²¿Î»";"EA";24564;09/01/21;8;233.27;1866.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";3;"2.12.01.05.00";"2WA-327É«FC-L²¿Î»";"EA";24565;09/01/21;8;233.27;1866.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";3;"2.12.01.05.00";"2WA-327É«FC-L²¿Î»";"EA";24566;09/01/21;8;233.27;1866.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";3;"2.12.01.05.00";"2WA-327É«FC-L²¿Î»";"EA";24567;09/01/21;8;233.27;1866.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";3;"2.12.01.05.00";"2WA-327É«FC-L²¿Î»";"EA";24568;09/01/21;4;233.27;933.08
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";3;"2.12.01.05.00";"2WA-327É«FC-L²¿Î»";"EA";24569;09/01/21;128;233.27;29858.56
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24570;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24571;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24572;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24573;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24574;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24575;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24576;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24577;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24578;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24579;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24580;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24581;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24582;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24583;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24584;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24585;09/01/21;8;229.7;1837.6
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";4;"2.12.01.06.00";"2WA-327É«FC-R²¿Î»";"EA";24586;09/01/21;52;229.7;11944.4
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24587;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24588;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24589;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24590;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24591;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24592;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24593;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24594;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24595;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24596;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24597;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24598;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24599;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24600;09/01/21;6;252.65;1515.9
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";5;"2.12.01.08.00";"2WA-327É«RB-L²¿Î»";"EA";24601;09/01/21;96;252.65;24254.4
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24602;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24603;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24604;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24605;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24606;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24607;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24608;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24609;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24610;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24611;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24612;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24613;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24614;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24615;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24616;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24617;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24618;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24619;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24620;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24621;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24622;09/01/21;6;258.36;1550.16
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";6;"2.12.01.09.00";"2WA-327É«RB-R²¿Î»";"EA";24623;09/01/21;54;258.36;13951.44
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";7;"2.12.01.11.00";"2WA-327É«RC-L²¿Î»";"EA";24624;09/01/21;6;209.97;1259.82
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";7;"2.12.01.11.00";"2WA-327É«RC-L²¿Î»";"EA";24625;09/01/21;6;209.97;1259.82
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";7;"2.12.01.11.00";"2WA-327É«RC-L²¿Î»";"EA";24626;09/01/21;6;209.97;1259.82
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";7;"2.12.01.11.00";"2WA-327É«RC-L²¿Î»";"EA";24627;09/01/21;6;209.97;1259.82
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";7;"2.12.01.11.00";"2WA-327É«RC-L²¿Î»";"EA";24628;09/01/21;6;209.97;1259.82
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";7;"2.12.01.11.00";"2WA-327É«RC-L²¿Î»";"EA";24629;09/01/21;6;209.97;1259.82
"C2001";"ÎäººÌá°®Ë¼È«ÐËÆû³µÁã²¿¼þ¹«Ë¾";09/01/21;09/01/21;"10007";"C2001-09";7;"2.12.01.11.00";"2WA-327É«RC-L²¿Î»";"EA";24630;09/01/21;6;209.97;1259.82
