#def REPORTPATH=$/QAD Addons/BI Report/xxpcwoip
#def :end
"年份";"期间";"地点代码";"地点说明";"父件代码";"父件说明";"子件代码";"子件说明";"领料数量"
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.12.00";"2RS-556色RC/R-部位 ";"8.02.17.06";"82131-STK7-A010-23-0000 2RS-PP板 H22 X L70";-2400
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.12.00";"2RS-556色RC/R-部位 ";"8.02.17.07";"82131-STK7-A010-24-0000 2RS-PP板 H22 X L90";-1200
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.12.00";"2RS-556色RC/R-部位 ";"8.02.17.08";"82131-STK7-A010-25-0000 2RS-PP板 H22 X L240";-600
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.12.00";"2RS-556色RC/R-部位 ";"8.02.26.01";"82131-STK9-A010-37-0000 2RS-1号衬布";-600
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.12.00";"2RS-556色RC/R-部位 ";"8.02.26.02";"82131-STK7-A010-36-0001 2RS-2号衬布";-1800
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.14.00";"2RS-556色RBS/L-部位 ";"7.A0-BSL.556";"ZQ-S91组合BSL.556 ";-594
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.14.00";"2RS-556色RBS/L-部位 ";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-594
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.14.00";"2RS-556色RBS/L-部位 ";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-594
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.14.00";"2RS-556色RBS/L-部位 ";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-1188
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.14.00";"2RS-556色RBS/L-部位 ";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-594
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.14.00";"2RS-556色RBS/L-部位 ";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-1782
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.15.00";"2RS-556色RBS/R-部位 ";"7.A0-BSR.556";"ZQ-S91组合BSR.556 ";-594
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.15.00";"2RS-556色RBS/R-部位 ";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-594
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.15.00";"2RS-556色RBS/R-部位 ";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-594
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.15.00";"2RS-556色RBS/R-部位 ";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-1188
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.15.00";"2RS-556色RBS/R-部位 ";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-594
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.15.00";"2RS-556色RBS/R-部位 ";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-1782
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.16.00";"2RS-556色FBC-R部位 ";"7.A1-BC.556";"ZQ-S91组合FBC.556 ";-1202
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.16.00";"2RS-556色FBC-R部位 ";"8.02.17.09";"T103000-0000-0400-00 2RS-9号PP板 L=400";-1202
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.16.00";"2RS-556色FBC-R部位 ";"8.02.17.10";"81128-STK9-A110-35-0001 2RS-PP T1.5 X H96 X L428";-1202
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.16.00";"2RS-556色FBC-R部位 ";"8.02.18.02";"81128-STK7-A010-26-0000 2RS-PE,T2.0 X H40 X L350";-1202
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.16.00";"2RS-556色FBC-R部位 ";"8.02.18.03";"81121-STK9-A010-44-0000 2RS-PE,T1.5 X W30X L320";-1202
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.16.00";"2RS-556色FBC-R部位 ";"8.02.22.03";"81128-STK7-A010-27-00 2RS-松紧带,W40 X L620";-1202
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.16.00";"2RS-556色FBC-R部位 ";"8.02.22.04";"Z42501-00260-0580-20 2RS-松紧带,W20 X L260";-1202
2009;7;"1000";"宁波提爱思(加工区）";"2.02.05.17.00";"2RS-556色AAR-部位 ";"7.A0-RAR.556";"ZQ-S91组合RAR.556 ";-587
2009;7;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"3.08.01.05.00";"WQ-KG-327-皮裁片FC/L组合 ";-96
2009;7;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"7.G5-FCL.327";"S91组合-G5-FCL.327 ";-96
2009;7;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"8.03.15.06";"T104000-0000-0040-01 树脂钩扣 H25.1XL40";-192
2009;7;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"8.03.15.13";"T104000-0000-0280-01 树脂钩扣 L=280";-96
2009;7;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"8.03.15.16";"T104000-0000-0020-01 树脂钩扣 L=H25.1*L20 黑";-192
2009;7;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"8.03.15.17";"T111000-0000-0060-00 树脂钩扣 L=60";-96
2009;7;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"8.03.15.18";"T111000-0000-0150-00 树脂钩扣 L=150";-96
2009;7;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"8.03.15.19";"4101308-SDA3-A000 树脂钩扣 H22.5*L26";-96
2009;7;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"8.03.15.34";"81531-STK7-A010-22-0000 树脂钩扣H25.1 X L260";-96
2009;7;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"8.03.16.04";"81131-SWA7-A010-33-0000 不织布 H25 X L460";-192
2009;7;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"8.03.16.05";"81131-SWA7-A010-31-0000 不织布H25 X L320";-96
2009;7;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"8.03.16.06";"81131-SWA7-A010-32-0000 不织布H25 X L305";-96
2009;7;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"8.03.27.01";"81121-SNA6-A010-40-0000 WQ1号魔术贴";-96
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";-942
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"4.14.12.02.01.00";"FBLA12KA--STT9RK01 2RW-690色FB/L-1牛皮裁片";-3
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"4.14.12.02.05.00";"FBLA11KE--STT9RK 2RW-690色FB/L-5牛皮裁片";-9
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"4.14.12.02.06.00";"FBLA12KF--STT9RK01 2RW-690色FB/L-6牛皮裁片";-12
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"4.14.12.02.07.00";"FBLA12KG--STT9RK01 2RW-690色FB/L-7牛皮裁片";-13
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"4.14.12.02.08.00";"FBLA13KH--STT9MP 2RW-690色FB/L-8牛皮裁片";-6
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"7.A1-FBL.690";"2RW-S91组合FBL.690 ";-930
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"8.02.14.03";"81521-STK9-A000-KW-0001 2RS-3号力布，L，JH";-930
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"8.02.14.04";"81521-STK9-A000-KX-0001 2RS-4号力布，L JG";-930
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";-2790
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-5832
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";-930
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";-1860
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";-1860
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";-1860
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";-1643
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"8.02.26.03";"2RS机种3号双克线衬布 D15481-01178-0020";-11740
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";-1860
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";-942
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"4.14.12.03.01.00";"FBRA12KA--STT9RK01 2RW-690色FB/R-1牛皮裁片";-5
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"4.14.12.03.04.00";"FBRA11KD--STT9RK 2RW-690色FB/R-4牛皮裁片";-20
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"4.14.12.03.05.00";"FBRA11KE--STT9RK 2RW-690色FB/R-5牛皮裁片";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"4.14.12.03.06.00";"FBRA11KF--STT9RK 2RW-690色FB/R-6牛皮裁片";-10
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"4.14.12.03.07.00";"FBRA12KG--STT9RK01 2RW-690色FB/R-7牛皮裁片";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"4.14.12.03.08.00";"FBRA13KH--STT9MP 2RW-690色FB/R-8牛皮裁片";-10
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"7.A1-FBR.690";"2RW-S91组合FBR.690 ";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"8.02.14.01";"81121-STK9-A000-KW-0001 2RS-1号力布，R，JF";-943
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"8.02.14.02";"81121-STK9-A000-KX-0001 2RS-2号力布，R，JE";-946
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";-2790
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-5580
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";-930
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";-1860
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";-1860
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";-1860
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";-1643
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";-1860
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"3.14.12.05.00";"2RW-690牛皮裁片FC/L组合 ";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"4.14.12.05.05.00";"FCLA11KE--STT9RK 2RW-690色FC/L-5牛皮裁片";-1
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"7.A1-FCL.690";"2RW-S91组合FCL.690 ";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-1968
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"8.02.15.12";"T104000-0000-0060-01 2RS-树脂扣，L=60";-3641
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"8.02.15.14";"T120000-0000-0300-01 2RS-树脂扣，L=300";-882
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"8.02.15.16";"81131-TC08-P610-21-0000 2RS-树脂扣，H22.5X L298";-953
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"8.02.16.06";"81131-STK9-A110-22-0000 2RS-不织布 H40 X L270";-1764
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"8.02.16.07";"81131-STK9-A110-21-0000 2RS-不织布 H35 X L415";-1764
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"8.02.22.01";"Z42501-00135-0580-20 2RS-松紧带W20XL135,167L";-882
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"8.02.27.02";"Z42101-00050-0580-25 2RS-2号魔术贴";-1764
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";-978
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"4.14.12.06.01.00";"FCRA11KA--STT9RK 2RW-690色FC/R-1牛皮裁片";-1
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"4.14.12.06.04.00";"FCRA11KD--STT9RK 2RW-690色FC/R-4牛皮裁片";-1
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"7.A1-FCR.690";"2RW-S91组合FCR.690 ";-978
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-1956
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"8.02.15.11";"4101308-S3N0-0000 2RS-树脂扣，H22.5X L298";-978
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"8.02.15.12";"T104000-0000-0060-01 2RS-树脂扣，L=60";-1956
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"8.02.15.13";"T104000-0000-0110-01 2RS-树脂扣，L=110";-978
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"8.02.15.14";"T120000-0000-0300-01 2RS-树脂扣，L=300";-978
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"8.02.15.15";"T104000-0000-0090-00 2RS-树脂扣，L=90";-978
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"8.02.16.06";"81131-STK9-A110-22-0000 2RS-不织布 H40 X L270";-1956
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"8.02.16.07";"81131-STK9-A110-21-0000 2RS-不织布 H35 X L415";-1956
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"8.02.22.01";"Z42501-00135-0580-20 2RS-松紧带W20XL135,167L";-1098
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"8.02.27.02";"Z42101-00050-0580-25 2RS-2号魔术贴";-1956
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";-996
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"4.14.12.08.01.00";"RBLA00KA--STT9DK01 2RW-690色RB/L-1牛皮裁片";-1
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"4.14.12.08.03.00";"RBLA01KC--STT9DK01 2RW-690色RB/L-3牛皮裁片";-2
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"4.14.12.08.04.00";"RBLA00KD--STT9DK01 2RW-690色RB/L-4牛皮裁片";-1
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"7.A0-RBL.690";"2RW-S91组合RBL.690 ";-1021
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.13.05";"82121-STK7-A010-40-0000 2RS-拉链,520×40,690色";-1049
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.13.06";"82121-STK7-A010-41-0000 2RS-拉链，520×40，690色";-1041
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-900
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.15.05";"T110000-0000-0350-00 2RS-树脂扣， L=350";-20
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.15.06";"T110000-0000-0600-00 2RS-树脂扣， L=600";-883
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.15.07";"T110000-0000-0135-00 2RS-树脂扣， L=135";-919
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.15.08";"82521-STK7-A010-22-0000 2RS-树脂扣，H25.1 X L320";-901
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.15.09";"T104000-0000-0180-01 2RS-树脂扣，L=180";-903
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.15.10";"82521-STK7-A010-23-0000 2RS-树脂扣，H24 X L60";-901
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.16.03";"82121-STK9-A110-31-0000 2RS-不织布 H30 X L250";-1804
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.16.04";"82121-STK7-A010-32-0002 2RS-不织布 H25 X L430";-6
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.16.05";"82521-STK7-A010-33-0001 2RS-不织布 H25 X L310";-903
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.17.01";"82121-STK7-A010-21-0001 2RS-PP T2.0 X H65 X L360";-1
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.17.03";"T103000-0000-0600-00 2RS-PP板 L=600";-901
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.17.15";"82521-STK7-A010-21-0001 2RS-PP,T2.0 X H65 X L600";-902
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.18.01";"4102351-SFY4-J000 2RS-PP,T1.2 X H34 X L80";-903
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.20.01";"43013D5-S5A4-A000 ISO纽扣 167色";-900
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"8.02.20.03";"43013D6-S5A4-A100 ISO纽扣 熔着(B)";-2733
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";-858
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";-2
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"4.14.12.09.04.00";"RBRA00KD--STT9DK01 2RW-690色RB/R-4牛皮裁片";-1
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"7.A0-RBR.690";"2RW-S91组合RBR.690 ";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"8.02.13.05";"82121-STK7-A010-40-0000 2RS-拉链,520×40,690色";-798
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"8.02.13.06";"82121-STK7-A010-41-0000 2RS-拉链，520×40，690色";-798
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"8.02.15.05";"T110000-0000-0350-00 2RS-树脂扣， L=350";-838
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"8.02.16.03";"82121-STK9-A110-31-0000 2RS-不织布 H30 X L250";-1596
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"8.02.16.04";"82121-STK7-A010-32-0002 2RS-不织布 H25 X L430";-858
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"8.02.17.01";"82121-STK7-A010-21-0001 2RS-PP T2.0 X H65 X L360";-858
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"8.02.17.02";"T103000-0000-0350-00 2RS-PP板 L=350";-713
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"8.02.17.11";"T103000-0000-0200-00 2RS-PP板 L=200";-90
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"8.02.20.01";"43013D5-S5A4-A000 ISO纽扣 167色";-7638
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"8.02.20.03";"43013D6-S5A4-A100 ISO纽扣 熔着(B)";-1596
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";-1
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";-1
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"4.14.12.11.04.00";"RCLA00KD--STT9DK01 2RW-690色RC/L-4牛皮裁片";-1
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"4.14.12.11.05.00";"RCLA00KG--STT9DK01 2RW-690色RC/L-5牛皮裁片";-1
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"7.A0-RCL.690";"2RW-S91组合RCL.690 ";-1028
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.15.17";"T104000-0000-0040-01 2RS-树脂扣，L=40";-954
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.15.18";"T104000-0000-0020-01 2RS-树脂扣，L=20";-2862
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.16.06";"81131-STK9-A110-22-0000 2RS-不织布 H40 X L270";-6
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.16.08";"82131-STK7-A010-32-0001 2RS-不织布 H30 X L280";-954
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.16.09";"82131-STK7-A010-34-0001 2RS-不织布 H30 X L350";-954
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.16.10";"82131-STK7-A010-33-0002 2RS-不织布 H30 X L390";-954
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.16.11";"82531-STK7-A010-35-0000 2RS-不织布 H25 X L200";-948
