#def REPORTPATH=$/QAD Addons/BI Report/xxpcwoip
#def :end
"年份";"期间";"地点代码";"地点说明";"父件代码";"父件说明";"子件代码";"子件说明";"领料数量"
2009;7;"1000";"宁波提爱思(加工区）";"2WL327G5-S91";" 2WL327G5-S91过程物料";"8.03.09.01";"WQ-NPP200 327色 WQ1号NPP";-65
2009;7;"1000";"宁波提爱思(加工区）";"2WL327G5-S91";" 2WL327G5-S91过程物料";"8.03.09.04";"WQ-NPP300 327色 WQ4号NPP";-10
2009;7;"1000";"宁波提爱思(加工区）";"2WL642E5-NC-ALL";" 2WL642E5-NC-ALL过程物料";"8.03.01.02";"WQ 画皮642L ";-10348.2
2009;7;"1000";"宁波提爱思(加工区）";"2WL642E5-NC-ALL";" 2WL642E5-NC-ALL过程物料";"8.03.01.02FJ";" WQ2号救济画皮642L";-620.5
2009;7;"1000";"宁波提爱思(加工区）";"2WL642E5-S91";" 2WL642E5-S91过程物料";"8.03.03.02";"WQ-TPU458 3T 642色 WQ2号TPU";-20
2009;7;"1000";"宁波提爱思(加工区）";"2WL642E5-S91";" 2WL642E5-S91过程物料";"8.03.03.05";"WQ TPU464 3T 642色 WQ5号TPU";-5.25
2009;7;"1000";"宁波提爱思(加工区）";"2WL642E5-S91";" 2WL642E5-S91过程物料";"8.03.03.11";"TPU464 ORG 642色 WQ11号TPU";-10.35
2009;7;"1000";"宁波提爱思(加工区）";"2WL642E5-S91";" 2WL642E5-S91过程物料";"8.03.04.02";"CABRON 3T 642色 ULE-L 110";-116.6
2009;7;"1000";"宁波提爱思(加工区）";"2WL642E5-S91";" 2WL642E5-S91过程物料";"8.03.08.01";"WQ-海绵3T 蓝色67FNT15D ";-1.5
2009;7;"1000";"宁波提爱思(加工区）";"2WL642E5-S91";" 2WL642E5-S91过程物料";"8.03.09.02";"WQ-NPP200 642色 WQ2号NPP";-240
2009;7;"1000";"宁波提爱思(加工区）";"2WL642E5-S91";" 2WL642E5-S91过程物料";"8.03.09.05";"WQ-NPP300 642色 WQ5号NPP";-11.07
2009;7;"1000";"宁波提爱思(加工区）";"2WL642E5-S91";" 2WL642E5-S91过程物料";"9.03.01";"1号牛皮打孔纸 ";-1
2009;7;"1000";"宁波提爱思(加工区）";"2WL642E5-S91";" 2WL642E5-S91过程物料";"9.04.01";"1号聚氯乙烯膜 ";-1
2009;7;"1000";"宁波提爱思(加工区）";"2WL642U0-NC";" 2WL167U0-NC过程物料";"8.02.01.01";"2RS-1号画皮167L ";-85
2009;7;"1000";"宁波提爱思(加工区）";"2WL642U0-S91";" 2WL167U0-S91过程物料";"8.03.03.13";"2WL167 TPU(H474) 3T3层 ";-1
2009;7;"1000";"宁波提爱思(加工区）";"2WL642U0-S91";" 2WL167U0-S91过程物料";"8.03.03.14";"2WL167 TPU(H474) ORG ";-1
2009;7;"1000";"宁波提爱思(加工区）";"2WL642U0-S91";" 2WL167U0-S91过程物料";"8.15.05.01";"2WL167 SUEDE-13 3T3层 ";-1.2
2009;7;"1000";"宁波提爱思(加工区）";"2WL642U0-S91";" 2WL167U0-S91过程物料";"8.15.05.02";"2WL167 SUEDE-13 ORG ";-.6
2009;7;"1000";"宁波提爱思(加工区）";"2WL642U0-S91";" 2WL167U0-S91过程物料";"8.15.05.03";"2WL167 SUEDE-13 5T3层 ";-1
2009;7;"1000";"宁波提爱思(加工区）";"2WL642U0-S91";" 2WL167U0-S91过程物料";"8.15.05.04";"2WL167 SUEDE-13 10T3层 ";-1.7
2009;7;"1000";"宁波提爱思(加工区）";"2WL642U0-S91";" 2WL167U0-S91过程物料";"8.15.06.01";"2WL167 UL-124 3T3层 ";-.7
2009;7;"1000";"宁波提爱思(加工区）";"2WL642U0-S91";" 2WL167U0-S91过程物料";"8.15.53.01";"2WL-NPP200 336色 ";23
2009;7;"1000";"宁波提爱思(加工区）";"2WL642U0-S91";" 2WL167U0-S91过程物料";"8.15.53.02";"2WL-NPP300 336色 ";29.6
2009;7;"1000";"宁波提爱思(加工区）";"8.01.01.01";"YW1-黑色画皮 ";"8.01.01.01A";"YW1-黑色原皮 ";-3478.8
2009;7;"1000";"宁波提爱思(加工区）";"8.02.01.01";"2RS-1号画皮167L ";"8.02.01.01A";"2RS机种1号原皮167色 ";-17530.2
2009;7;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"8.02.01.02A";"2RS机种2号原皮556色 ";-34832.5
2009;7;"1000";"宁波提爱思(加工区）";"8.03.01.01";"WQ画皮327L ";"8.03.01.01A";"WQ机种1号原皮327色 ";-4758.2
2009;7;"1000";"宁波提爱思(加工区）";"8.03.01.02";"WQ 画皮642L ";"8.03.01.02A";"WQ机种2号原皮642色 ";-21676.1
2009;7;"1000";"宁波提爱思(加工区）";"8.03.01.02FJ";" WQ2号救济画皮642L";"8.03.01.02J";" WQ2号救济皮642L";-620.5
2009;7;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"8.14.01.01A";"2RW-690色原皮 2RW-690色原皮";-47914.7
2009;7;"1000";"宁波提爱思(加工区）";"8.14.01.01FJ";"2RW-690色救济画皮 ";"8.14.01.01J";"2RW-690色救济原皮 ";-5798.7
2009;7;"1000";"宁波提爱思(加工区）";"KE327-NC";"KE327-NC过程物料 ";"4.05.01.02.01.00";"81521-SWA7-0000-NA-0001 WQ-UK-327-FB/L-1皮裁片";-46
2009;7;"1000";"宁波提爱思(加工区）";"KE327-NC";"KE327-NC过程物料 ";"4.05.01.02.02.00";"81521-SWA7-0000-NF-0001 WQ-UK-327-FB/L-2皮裁片";-46
2009;7;"1000";"宁波提爱思(加工区）";"KE327-NC";"KE327-NC过程物料 ";"4.05.01.02.03.00";"81521-SWA7-0000-NB-0001 WQ-UK-327-FB/L-3皮裁片";-46
2009;7;"1000";"宁波提爱思(加工区）";"KE327-NC";"KE327-NC过程物料 ";"4.05.01.02.04.00";"81521-SWA7-0000-NE-0002 WQ-UK-327-FB/L-4皮裁片";-46
2009;7;"1000";"宁波提爱思(加工区）";"KE327-NC";"KE327-NC过程物料 ";"4.05.01.02.05.00";"81521-SWA7-0000-NC-0003 WQ-UK-327-FB/L-5皮裁片";-23
2009;7;"1000";"宁波提爱思(加工区）";"KE327-NC";"KE327-NC过程物料 ";"4.05.01.02.06.00";"81521-SWA7-0000-ND-0003 WQ-UK-327-FB/L-6皮裁片";-23
2009;7;"1000";"宁波提爱思(加工区）";"KE327-NC";"KE327-NC过程物料 ";"4.05.01.02.07.00";"81521-SWA7-0000-PC-0001 WQ-UK-327-FB/L-7皮裁片";-23
2009;7;"1000";"宁波提爱思(加工区）";"KE327-NC";"KE327-NC过程物料 ";"4.05.01.02.08.00";"81521-SWA7-0000-PD-0001 WQ-UK-327-FB/L-8皮裁片";-23
2009;7;"1000";"宁波提爱思(加工区）";"KE327-NC";"KE327-NC过程物料 ";"4.05.01.03.05.00";"81121-SWA7-0000-NC-0003 WQ-UK-327-FB/R-5皮裁片";-23
2009;7;"1000";"宁波提爱思(加工区）";"KE327-NC";"KE327-NC过程物料 ";"4.05.01.03.06.00";"81121-SWA7-0000-ND-0003 WQ-UK-327-FB/R-6皮裁片";-23
2009;7;"1000";"宁波提爱思(加工区）";"KE327-NC";"KE327-NC过程物料 ";"4.05.01.03.07.00";"81121-SWA7-0000-PC-0001 WQ-UK-327-FB/R-7皮裁片";-23
2009;7;"1000";"宁波提爱思(加工区）";"KE327-NC";"KE327-NC过程物料 ";"4.05.01.03.08.00";"81121-SWA7-0000-PD-0001 WQ-UK-327-FB/R-8皮裁片";-23
2009;7;"1000";"宁波提爱思(加工区）";"KE642-NC-ALL";"KE642-NC-ALL过程物料 ";"8.03.01.02";"WQ 画皮642L ";-2568.5
2009;7;"1000";"宁波提爱思(加工区）";"KG327-NC";"KG327-NC过程物料 ";"8.03.01.01";"WQ画皮327L ";-3930.7
2009;7;"1000";"宁波提爱思(加工区）";"KG327-S91";"KG327-S91过程物料 ";"8.03.03.01";"WQ-TPU458 3T 327色 WQ1号TPU";-9.08
2009;7;"1000";"宁波提爱思(加工区）";"KG327-S91";"KG327-S91过程物料 ";"8.03.03.10";"TPU464 ORG 327色 WQ10号TPU";-1.25
2009;7;"1000";"宁波提爱思(加工区）";"KG327-S91";"KG327-S91过程物料 ";"8.03.04.01";"CABRON 3T 327色 ULE-L 110";-10.95
2009;7;"1000";"宁波提爱思(加工区）";"KG327-S91";"KG327-S91过程物料 ";"8.03.09.01";"WQ-NPP200 327色 WQ1号NPP";-35
2009;7;"1000";"宁波提爱思(加工区）";"YW1.07-FH";"YW1黑色复合过程物料 ";"8.01.01.01";"YW1-黑色画皮 ";-3482.2
2009;7;"1000";"宁波提爱思(加工区）";"YW1.07-FH";"YW1黑色复合过程物料 ";"8.01.08.01";"YW1-海绵,10T,PV35 ";-21
2009;7;"1000";"宁波提爱思(加工区）";"YW1.07-FH";"YW1黑色复合过程物料 ";"8.01.08.02";"YW1-海绵,10T,PV20 ";-28.2
2009;7;"1000";"宁波提爱思(加工区）";"YW1.07-FH";"YW1黑色复合过程物料 ";"8.01.08.03";"YW1-海绵t5 NH15ｄ ";-22.6
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-NC";"ZQ556-NC过程物料 ";"8.02.01.02";"2RS-2号画皮556L ";-36046.031
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.03.02";"2RS-TPU 3T3层556色 ";-1198.2
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.03.04";"2RS-TPU 10T 556 ";-246.17
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.04.02";"2RS-3TCABRON 556色 ";-140.95
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.04.04";"2RS-5TCABRON 556 ";-97.7
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.06.01";"2RS-TR364 3T2层 灰色 ";-133
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.06.02";"2RS-TR364 5T2层 灰色 ";-110
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.07.02";"2RS-2号TR333 556色 ";-186
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.08.01";"2RS-海绵 3T灰色 2RS-1号海绵";-204
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.08.02";"2RS海绵5T灰色EL68FNF15D 2RS-2号海绵";-286
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.08.03";"2RS海绵5T灰色EL68FNF40 2RS-3号海绵";-478
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.08.04";"2RS海绵5T兰色 2RS-4号海绵";-118
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.08.05";"2RS海绵8T灰色 2RS-5号海绵";-75
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.08.06";"2RS海绵10T兰色 2RS-6号海绵";-378
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.09.02";"2RS NPP200 556色 2RS-2号NPP";-307.7
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.09.04";"2RS NPP350 556色 ";-92
2009;7;"1000";"宁波提爱思(加工区）";"ZQ556-S91";"ZQ556-S91过程物料 ";"8.02.09.05";"2RS NPP350 557色 2RS-5号NPP";-779
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.02.00T";"C6CR-55090 FB TL INTIER机种-FB/L编码T";"4.10.06.01.01.00T";"C6CR-55171 INTIER-FB-1裁片编码T";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.02.00T";"C6CR-55090 FB TL INTIER机种-FB/L编码T";"4.10.06.01.02.00T";"C6CR-55172 INTIER-FB-2裁片编码T";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.02.00T";"C6CR-55090 FB TL INTIER机种-FB/L编码T";"7.INT-FBL-T";"INTIER-T-FBL-S91 ";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.02.00T";"C6CR-55090 FB TL INTIER机种-FB/L编码T";"8.10.12.01";"12.7MM INTIER-1号VEGAS";-1
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.02.00T";"C6CR-55090 FB TL INTIER机种-FB/L编码T";"8.10.15.05";"C6CR-55165 INTIER-5号树脂钩扣";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.02.00T";"C6CR-55090 FB TL INTIER机种-FB/L编码T";"8.10.15.11";"C1CS-55164 (NO FAB DWG) INTIER-11号树脂钩扣";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.02.00T";"C6CR-55090 FB TL INTIER机种-FB/L编码T";"8.10.16.03";"C6CR-89000 INTIER-3号不织布条";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.02.00T";"C6CR-55090 FB TL INTIER机种-FB/L编码T";"8.10.27.03";"C6CS-89026 INTIER-3号魔术贴";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.02.00T";"C6CR-55090 FB TL INTIER机种-FB/L编码T";"8.10.27.04";"C6CS-89024 INTIER-4号魔术贴";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.03.00T";"C6CR-55100 FB-R TL INTIER机种-FB编码T";"4.10.06.01.01.00T";"C6CR-55171 INTIER-FB-1裁片编码T";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.03.00T";"C6CR-55100 FB-R TL INTIER机种-FB编码T";"4.10.06.01.02.00T";"C6CR-55172 INTIER-FB-2裁片编码T";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.03.00T";"C6CR-55100 FB-R TL INTIER机种-FB编码T";"7.INT-FBR-T";"INTIER-T-FBR-S91 ";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.03.00T";"C6CR-55100 FB-R TL INTIER机种-FB编码T";"8.10.15.05";"C6CR-55165 INTIER-5号树脂钩扣";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.03.00T";"C6CR-55100 FB-R TL INTIER机种-FB编码T";"8.10.15.11";"C1CS-55164 (NO FAB DWG) INTIER-11号树脂钩扣";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.03.00T";"C6CR-55100 FB-R TL INTIER机种-FB编码T";"8.10.16.03";"C6CR-89000 INTIER-3号不织布条";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.03.00T";"C6CR-55100 FB-R TL INTIER机种-FB编码T";"8.10.27.03";"C6CS-89026 INTIER-3号魔术贴";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.03.00T";"C6CR-55100 FB-R TL INTIER机种-FB编码T";"8.10.27.04";"C6CS-89024 INTIER-4号魔术贴";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.05.00T";"C6CR-55608 FC TL INTIER机种-FC部位T";"4.10.06.04.01.00T";"C6CR-55635 INTIER-FC-1裁片编码T";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.05.00T";"C6CR-55608 FC TL INTIER机种-FC部位T";"4.10.06.04.02.00T";"C6CR-55627 INTIER-FC-2裁片编码T";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.05.00T";"C6CR-55608 FC TL INTIER机种-FC部位T";"7.INT-FCL-T";"INTIER-T-FCL-S91 ";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.05.00T";"C6CR-55608 FC TL INTIER机种-FC部位T";"8.10.15.01";"B6CS-89110 INTIER-1号树脂钩扣";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.05.00T";"C6CR-55608 FC TL INTIER机种-FC部位T";"8.10.15.02";"B6CS-89111 INTIER-2号树脂钩扣";-12
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.05.00T";"C6CR-55608 FC TL INTIER机种-FC部位T";"8.10.15.03";"B6CS-89112 INTIER-3号树脂钩扣";-12
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.05.00T";"C6CR-55608 FC TL INTIER机种-FC部位T";"8.10.15.04";"C1CS-51604 LATER DWGpart INTIER-4号树脂钩扣";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.05.00T";"C6CR-55608 FC TL INTIER机种-FC部位T";"8.10.16.01";"C6CR-89002 INTIER-1号不织布条";-12
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.05.00T";"C6CR-55608 FC TL INTIER机种-FC部位T";"8.10.16.02";"C6CR-89004 INTIER-2号不织布条";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.08.00T";"C6CR-75112 RB 40% TL INTIER机种-RB40%T";"4.10.06.08.01.00T";"C6CR75214M1 INTIER-RB/L-1裁片编码T";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.08.00T";"C6CR-75112 RB 40% TL INTIER机种-RB40%T";"4.10.06.08.02.00T";"C6CR75216M2 INTIER-RB/L-2裁片编码T";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.08.00T";"C6CR-75112 RB 40% TL INTIER机种-RB40%T";"7.INT-RB40-T";"INTIER-T-RB40-S91 ";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.08.00T";"C6CR-75112 RB 40% TL INTIER机种-RB40%T";"8.10.13.02";"C5CS-75782 INTIER-2号拉链";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.08.00T";"C6CR-75112 RB 40% TL INTIER机种-RB40%T";"8.10.16.07";"C5CS-75818 INTIER-7号不织布条";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.08.00T";"C6CR-75112 RB 40% TL INTIER机种-RB40%T";"8.10.16.08";"C5CS-75846 INTIER-8号不织布条";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.08.00T";"C6CR-75112 RB 40% TL INTIER机种-RB40%T";"8.10.17.04";"C5CS-89112 INTIER-4号PP板";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.08.00T";"C6CR-75112 RB 40% TL INTIER机种-RB40%T";"8.10.17.05";"C5CS-89114 INTIER-5号PP板";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.09.00T";"C6CR-75116 RB60% TL INTIER机种-RB60%T";"4.10.06.09.01.00T";"C6CR75215M1 INTIER-RB/L-3裁片编码T";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.09.00T";"C6CR-75116 RB60% TL INTIER机种-RB60%T";"4.10.06.09.02.00T";"C6CR75217M2 INTIER-RB/L-4裁片编码T";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.09.00T";"C6CR-75116 RB60% TL INTIER机种-RB60%T";"7.INT-RB60-T";"INTIER-T-RB60-S91 ";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.09.00T";"C6CR-75116 RB60% TL INTIER机种-RB60%T";"8.10.13.02";"C5CS-75782 INTIER-2号拉链";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.09.00T";"C6CR-75116 RB60% TL INTIER机种-RB60%T";"8.10.16.07";"C5CS-75818 INTIER-7号不织布条";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.09.00T";"C6CR-75116 RB60% TL INTIER机种-RB60%T";"8.10.16.08";"C5CS-75846 INTIER-8号不织布条";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.09.00T";"C6CR-75116 RB60% TL INTIER机种-RB60%T";"8.10.17.06";"C5CS-89116 INTIER-6号PP板";-4
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.09.00T";"C6CR-75116 RB60% TL INTIER机种-RB60%T";"8.10.17.07";"C5CS-89118 INTIER-7号PP板";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.11.00T";"C6CR-75612 RC40% TL INTIER机种RC40%T";"4.10.06.11.01.00T";"C6CR75686M1 INTIER-RB/L-5裁片编码T";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.11.00T";"C6CR-75612 RC40% TL INTIER机种RC40%T";"4.10.06.11.02.00T";"C6CR75684M2 INTIER-RB/L-6裁片编码T";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.11.00T";"C6CR-75612 RC40% TL INTIER机种RC40%T";"7.INT-RC40-T";"INTIER-T-RC40-S91 ";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.11.00T";"C6CR-75612 RC40% TL INTIER机种RC40%T";"8.10.13.01";"C5CS-75286 INTIER-1号拉链";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.11.00T";"C6CR-75612 RC40% TL INTIER机种RC40%T";"8.10.15.09";"C5CS-89054 INTIER-9号树脂钩扣";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.11.00T";"C6CR-75612 RC40% TL INTIER机种RC40%T";"8.10.15.10";"C5CS-89144 INTIER-10号树脂钩扣";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.11.00T";"C6CR-75612 RC40% TL INTIER机种RC40%T";"8.10.16.04";"C5CS-89202 INTIER-4号不织布条";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.11.00T";"C6CR-75612 RC40% TL INTIER机种RC40%T";"8.10.16.06";"C5CS-75814 INTIER-6号不织布条";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.11.00T";"C6CR-75612 RC40% TL INTIER机种RC40%T";"8.10.17.01";"C5CS-82238 INTIER-1号PP板";-12
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.11.00T";"C6CR-75612 RC40% TL INTIER机种RC40%T";"8.10.17.03";"C5CS-89128 INTIER-3号PP板";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.12.00T";"C6CR-75616 RC60% TL INTIER机种-RC60% T";"4.10.06.12.01.00T";"C6CR75710M1 INTIER-RB/L-7裁片编码T";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.12.00T";"C6CR-75616 RC60% TL INTIER机种-RC60% T";"4.10.06.12.02.00T";"C6CR75834M2 INTIER-RB/L-8裁片编码T";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.12.00T";"C6CR-75616 RC60% TL INTIER机种-RC60% T";"7.INT-RC60-T";"INTIER-T-RC60-S91 ";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.12.00T";"C6CR-75616 RC60% TL INTIER机种-RC60% T";"8.10.13.01";"C5CS-75286 INTIER-1号拉链";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.12.00T";"C6CR-75616 RC60% TL INTIER机种-RC60% T";"8.10.15.10";"C5CS-89144 INTIER-10号树脂钩扣";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.12.00T";"C6CR-75616 RC60% TL INTIER机种-RC60% T";"8.10.16.04";"C5CS-89202 INTIER-4号不织布条";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.12.00T";"C6CR-75616 RC60% TL INTIER机种-RC60% T";"8.10.16.06";"C5CS-75814 INTIER-6号不织布条";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.12.00T";"C6CR-75616 RC60% TL INTIER机种-RC60% T";"8.10.17.01";"C5CS-82238 INTIER-1号PP板";-12
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.12.00T";"C6CR-75616 RC60% TL INTIER机种-RC60% T";"8.10.17.02";"C5CS-89120 INTIER-2号PP板";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00F";"C6CR-45108L INTIER机种-MBL-FIX";"4.10.06.22.01.00F";"C6CR-45148 INTIER-MB-1裁片编码F";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00F";"C6CR-45108L INTIER机种-MBL-FIX";"4.10.06.22.02.00F";"C6CR-45149 INTIER-MB-2裁片编码F";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00F";"C6CR-45108L INTIER机种-MBL-FIX";"7.INT-MBL-FIX";"INTIER-FIS-MBL-S91 ";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00F";"C6CR-45108L INTIER机种-MBL-FIX";"8.10.15.06";"C1CS-45145 INTIER-6号树脂钩扣";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00F";"C6CR-45108L INTIER机种-MBL-FIX";"8.10.15.11";"C1CS-55164 (NO FAB DWG) INTIER-11号树脂钩扣";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00F";"C6CR-45108L INTIER机种-MBL-FIX";"8.10.16.05";"C6CR-89006 INTIER-5号不织布条";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00F";"C6CR-45108L INTIER机种-MBL-FIX";"8.10.27.01";"C5CS-89192 INTIER-1号魔术贴";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00F";"C6CR-45108L INTIER机种-MBL-FIX";"8.10.27.02";"C1CS-89024 INTIER-2号魔术贴";-12
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00S";"C6CR-45120 TL INTIER机种-MBR-SNG";"4.10.06.22.01.00S";"C6CR-45102 INTIER-MB-1裁片编码S";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00S";"C6CR-45120 TL INTIER机种-MBR-SNG";"4.10.06.22.02.00S";"C6CR-45154 INTIER-MB-2裁片编码S";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00S";"C6CR-45120 TL INTIER机种-MBR-SNG";"7.INT-MBR-SNG";"INTIER-SNG-MBR-S91 ";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00S";"C6CR-45120 TL INTIER机种-MBR-SNG";"8.10.15.12";"C5CS-89206 INTIER-12号树脂钩扣";-12
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00S";"C6CR-45120 TL INTIER机种-MBR-SNG";"8.10.16.04";"C5CS-89202 INTIER-4号不织布条";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00S";"C6CR-45120 TL INTIER机种-MBR-SNG";"8.10.16.10";"C5CS-89248 INTIER-10号不织布条";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.23.00S";"C6CR-45120 TL INTIER机种-MBR-SNG";"8.10.27.01";"C5CS-89192 INTIER-1号魔术贴";-18
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.26.00F";"C6CR-45606 TL INTIER机种-MC-FIX";"4.10.06.25.01.00F";"C6CR-45634 INTIER-MC-1裁片编码F";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.26.00F";"C6CR-45606 TL INTIER机种-MC-FIX";"4.10.06.25.02.00F";"C6CR-45635 INTIER-MC-2裁片编码F";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.26.00F";"C6CR-45606 TL INTIER机种-MC-FIX";"7.INT-MCL-FIX";"INTIER-FIS-MCL-S91 ";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.26.00F";"C6CR-45606 TL INTIER机种-MC-FIX";"8.10.15.07";"C1CS-45628 INTIER-7号树脂钩扣";-18
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.26.00F";"C6CR-45606 TL INTIER机种-MC-FIX";"8.10.15.08";"C6CR-89010 INTIER-8号树脂钩扣";-12
