#def REPORTPATH=$/QAD Addons/BI Report/xxpcwoiw
#def :end
"年份";"期间";"地点代码";"地点说明";"父件代码";"父件说明";"加工单";"子件代码";"子件说明";"领料数量";"过程加工单"
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33668";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33668";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33668";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33668";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-180;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33668";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33668";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-270;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33679";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33679";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33679";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33679";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-150;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33679";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33679";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-225;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33690";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33690";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33690";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33690";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-180;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33690";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33690";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-270;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33721";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";-33;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33721";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-33;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33721";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-33;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33721";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-66;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33721";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-33;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33721";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-99;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33772";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";-45;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33772";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-45;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33772";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-45;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33772";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33772";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-45;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33772";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-135;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33787";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33787";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33787";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33787";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-150;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33787";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33787";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-225;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33915";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33915";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33915";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33915";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-150;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33915";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"33915";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-225;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"34149";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";-30;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"34149";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-30;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"34149";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-30;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"34149";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-60;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"34149";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-30;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"34149";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"36549";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"36549";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"36549";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"36549";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-150;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"36549";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"36549";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-225;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"36656";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"36656";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"36656";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"36656";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-150;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"36656";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-75;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"36656";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-225;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"39616";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";-156;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"39616";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-105;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"39616";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-100;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"39616";"8.02.17.11";"T103000-0000-0200-00 2RS-PP板 L=200";-18;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"39616";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-174;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"39616";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-128;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"40691";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";9;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"40691";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";9;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"40691";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";9;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"40691";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";18;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"40691";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";9;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"40691";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";27;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33766";"7.A1-BC.690";"2RW-S91组合FBC.690 ";-210;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33766";"8.02.17.09";"T103000-0000-0400-00 2RS-9号PP板 L=400";-210;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33766";"8.02.17.10";"81128-STK9-A110-35-0001 2RS-PP T1.5 X H96 X L428";-210;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33766";"8.02.18.02";"81128-STK7-A010-26-0000 2RS-PE,T2.0 X H40 X L350";-210;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33766";"8.02.18.03";"81121-STK9-A010-44-0000 2RS-PE,T1.5 X W30X L320";-210;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33766";"8.02.22.03";"81128-STK7-A010-27-00 2RS-松紧带,W40 X L620";-210;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33766";"8.02.22.04";"Z42501-00260-0580-20 2RS-松紧带,W20 X L260";-210;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33777";"7.A1-BC.690";"2RW-S91组合FBC.690 ";-570;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33777";"8.02.17.09";"T103000-0000-0400-00 2RS-9号PP板 L=400";-570;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33777";"8.02.17.10";"81128-STK9-A110-35-0001 2RS-PP T1.5 X H96 X L428";-570;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33777";"8.02.18.02";"81128-STK7-A010-26-0000 2RS-PE,T2.0 X H40 X L350";-570;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33777";"8.02.18.03";"81121-STK9-A010-44-0000 2RS-PE,T1.5 X W30X L320";-570;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33777";"8.02.22.03";"81128-STK7-A010-27-00 2RS-松紧带,W40 X L620";-570;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33777";"8.02.22.04";"Z42501-00260-0580-20 2RS-松紧带,W20 X L260";-570;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33917";"7.A1-BC.690";"2RW-S91组合FBC.690 ";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33917";"8.02.17.09";"T103000-0000-0400-00 2RS-9号PP板 L=400";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33917";"8.02.17.10";"81128-STK9-A110-35-0001 2RS-PP T1.5 X H96 X L428";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33917";"8.02.18.02";"81128-STK7-A010-26-0000 2RS-PE,T2.0 X H40 X L350";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33917";"8.02.18.03";"81121-STK9-A010-44-0000 2RS-PE,T1.5 X W30X L320";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33917";"8.02.22.03";"81128-STK7-A010-27-00 2RS-松紧带,W40 X L620";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"33917";"8.02.22.04";"Z42501-00260-0580-20 2RS-松紧带,W20 X L260";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"35482";"7.A1-BC.690";"2RW-S91组合FBC.690 ";-690;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"35482";"8.02.17.09";"T103000-0000-0400-00 2RS-9号PP板 L=400";-690;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"35482";"8.02.17.10";"81128-STK9-A110-35-0001 2RS-PP T1.5 X H96 X L428";-690;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"35482";"8.02.18.02";"81128-STK7-A010-26-0000 2RS-PE,T2.0 X H40 X L350";-690;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"35482";"8.02.18.03";"81121-STK9-A010-44-0000 2RS-PE,T1.5 X W30X L320";-690;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"35482";"8.02.22.03";"81128-STK7-A010-27-00 2RS-松紧带,W40 X L620";-690;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"35482";"8.02.22.04";"Z42501-00260-0580-20 2RS-松紧带,W20 X L260";-690;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36551";"7.A1-BC.690";"2RW-S91组合FBC.690 ";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36551";"8.02.17.09";"T103000-0000-0400-00 2RS-9号PP板 L=400";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36551";"8.02.17.10";"81128-STK9-A110-35-0001 2RS-PP T1.5 X H96 X L428";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36551";"8.02.18.02";"81128-STK7-A010-26-0000 2RS-PE,T2.0 X H40 X L350";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36551";"8.02.18.03";"81121-STK9-A010-44-0000 2RS-PE,T1.5 X W30X L320";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36551";"8.02.22.03";"81128-STK7-A010-27-00 2RS-松紧带,W40 X L620";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36551";"8.02.22.04";"Z42501-00260-0580-20 2RS-松紧带,W20 X L260";-300;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36658";"7.A1-BC.690";"2RW-S91组合FBC.690 ";-240;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36658";"8.02.17.09";"T103000-0000-0400-00 2RS-9号PP板 L=400";-240;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36658";"8.02.17.10";"81128-STK9-A110-35-0001 2RS-PP T1.5 X H96 X L428";-240;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36658";"8.02.18.02";"81128-STK7-A010-26-0000 2RS-PE,T2.0 X H40 X L350";-240;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36658";"8.02.18.03";"81121-STK9-A010-44-0000 2RS-PE,T1.5 X W30X L320";-240;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36658";"8.02.22.03";"81128-STK7-A010-27-00 2RS-松紧带,W40 X L620";-240;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"36658";"8.02.22.04";"Z42501-00260-0580-20 2RS-松紧带,W20 X L260";-240;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"39541";"8.02.17.10";"81128-STK9-A110-35-0001 2RS-PP T1.5 X H96 X L428";-15;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"39541";"8.02.18.03";"81121-STK9-A010-44-0000 2RS-PE,T1.5 X W30X L320";-9;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"39641";"7.A1-BC.690";"2RW-S91组合FBC.690 ";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"39641";"8.02.17.09";"T103000-0000-0400-00 2RS-9号PP板 L=400";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"39641";"8.02.17.10";"81128-STK9-A110-35-0001 2RS-PP T1.5 X H96 X L428";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"39641";"8.02.18.02";"81128-STK7-A010-26-0000 2RS-PE,T2.0 X H40 X L350";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"39641";"8.02.18.03";"81121-STK9-A010-44-0000 2RS-PE,T1.5 X W30X L320";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"39641";"8.02.22.03";"81128-STK7-A010-27-00 2RS-松紧带,W40 X L620";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"39641";"8.02.22.04";"Z42501-00260-0580-20 2RS-松紧带,W20 X L260";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33102";"7.A0-RAR.690";"2RW-S91组合-RAR.690 ";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33102";"8.02.15.19";"T110000-0000-0175-00 2RS-树脂扣，L=175";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33102";"8.02.17.11";"T103000-0000-0200-00 2RS-PP板 L=200";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33188";"7.A0-RAR.690";"2RW-S91组合-RAR.690 ";-60;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33188";"8.02.15.19";"T110000-0000-0175-00 2RS-树脂扣，L=175";-60;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33188";"8.02.17.11";"T103000-0000-0200-00 2RS-PP板 L=200";-60;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33198";"7.A0-RAR.690";"2RW-S91组合-RAR.690 ";-30;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33198";"8.02.15.19";"T110000-0000-0175-00 2RS-树脂扣，L=175";-30;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33198";"8.02.17.11";"T103000-0000-0200-00 2RS-PP板 L=200";-30;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33441";"7.A0-RAR.690";"2RW-S91组合-RAR.690 ";-30;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33441";"8.02.15.19";"T110000-0000-0175-00 2RS-树脂扣，L=175";-30;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33441";"8.02.17.11";"T103000-0000-0200-00 2RS-PP板 L=200";-30;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33557";"7.A0-RAR.690";"2RW-S91组合-RAR.690 ";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33557";"8.02.15.19";"T110000-0000-0175-00 2RS-树脂扣，L=175";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33557";"8.02.17.11";"T103000-0000-0200-00 2RS-PP板 L=200";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33654";"7.A0-RAR.690";"2RW-S91组合-RAR.690 ";-30;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33654";"8.02.15.19";"T110000-0000-0175-00 2RS-树脂扣，L=175";-30;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33654";"8.02.17.11";"T103000-0000-0200-00 2RS-PP板 L=200";-30;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33667";"7.A0-RAR.690";"2RW-S91组合-RAR.690 ";-60;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33667";"8.02.15.19";"T110000-0000-0175-00 2RS-树脂扣，L=175";-60;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"33667";"8.02.17.11";"T103000-0000-0200-00 2RS-PP板 L=200";-60;""
