#def REPORTPATH=$/QAD Addons/BI Report/xxpcwoiw
#def :end
"年份";"期间";"地点代码";"地点说明";"父件代码";"父件说明";"加工单";"子件代码";"子件说明";"领料数量";"过程加工单"
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33911";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";-144;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33911";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";-144;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33911";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";-144;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33911";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";-72;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33911";"8.02.26.03";"2RS机种3号双克线衬布 D15481-01178-0020";-864;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33911";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";-144;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33980";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";-36;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33980";"7.A1-FBL.690";"2RW-S91组合FBL.690 ";-36;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33980";"8.02.14.03";"81521-STK9-A000-KW-0001 2RS-3号力布，L，JH";-36;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33980";"8.02.14.04";"81521-STK9-A000-KX-0001 2RS-4号力布，L JG";-36;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33980";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";-108;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33980";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-216;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33980";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";-36;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33980";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";-72;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33980";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";-72;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33980";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";-72;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33980";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";-36;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33980";"8.02.26.03";"2RS机种3号双克线衬布 D15481-01178-0020";-432;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"33980";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";-72;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36539";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36539";"7.A1-FBL.690";"2RW-S91组合FBL.690 ";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36539";"8.02.14.03";"81521-STK9-A000-KW-0001 2RS-3号力布，L，JH";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36539";"8.02.14.04";"81521-STK9-A000-KX-0001 2RS-4号力布，L JG";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36539";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";-144;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36539";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-288;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36539";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36539";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";-96;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36539";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";-96;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36539";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";-96;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36539";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36539";"8.02.26.03";"2RS机种3号双克线衬布 D15481-01178-0020";-576;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36539";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";-96;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36609";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";-78;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36609";"7.A1-FBL.690";"2RW-S91组合FBL.690 ";-78;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36609";"8.02.14.03";"81521-STK9-A000-KW-0001 2RS-3号力布，L，JH";-78;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36609";"8.02.14.04";"81521-STK9-A000-KX-0001 2RS-4号力布，L JG";-78;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36609";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";-234;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36609";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-468;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36609";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";-78;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36609";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";-156;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36609";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";-156;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36609";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";-156;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36609";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";-78;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36609";"8.02.26.03";"2RS机种3号双克线衬布 D15481-01178-0020";-936;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36609";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";-156;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36905";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";-108;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36905";"7.A1-FBL.690";"2RW-S91组合FBL.690 ";-96;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36905";"8.02.14.03";"81521-STK9-A000-KW-0001 2RS-3号力布，L，JH";-96;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36905";"8.02.14.04";"81521-STK9-A000-KX-0001 2RS-4号力布，L JG";-96;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36905";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";-288;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36905";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-792;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36905";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";-96;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36905";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";-192;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36905";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";-192;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36905";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";-192;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36905";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";-809;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36905";"8.02.26.03";"2RS机种3号双克线衬布 D15481-01178-0020";-1732;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"36905";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";-192;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"39041";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";6;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"39041";"7.A1-FBL.690";"2RW-S91组合FBL.690 ";6;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"39041";"8.02.14.03";"81521-STK9-A000-KW-0001 2RS-3号力布，L，JH";6;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"39041";"8.02.14.04";"81521-STK9-A000-KX-0001 2RS-4号力布，L JG";6;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"39041";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";18;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"39041";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";6;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"39041";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";12;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"39041";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";12;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"39041";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";12;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"39041";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";6;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"39041";"8.02.26.03";"2RS机种3号双克线衬布 D15481-01178-0020";72;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"39041";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";12;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33099";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";-36;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33099";"4.14.12.03.01.00";"FBRA12KA--STT9RK01 2RW-690色FB/R-1牛皮裁片";-5;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33099";"7.A1-FBR.690";"2RW-S91组合FBR.690 ";-36;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33099";"8.02.14.01";"81121-STK9-A000-KW-0001 2RS-1号力布，R，JF";-36;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33099";"8.02.14.02";"81121-STK9-A000-KX-0001 2RS-2号力布，R，JE";-36;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33099";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";-108;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33099";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-216;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33099";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";-36;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33099";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";-72;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33099";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";-72;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33099";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";-72;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33099";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";-36;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33099";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";-72;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33185";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";-102;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33185";"4.14.12.03.04.00";"FBRA11KD--STT9RK 2RW-690色FB/R-4牛皮裁片";-20;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33185";"7.A1-FBR.690";"2RW-S91组合FBR.690 ";-102;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33185";"8.02.14.01";"81121-STK9-A000-KW-0001 2RS-1号力布，R，JF";-102;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33185";"8.02.14.02";"81121-STK9-A000-KX-0001 2RS-2号力布，R，JE";-102;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33185";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";-306;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33185";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-612;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33185";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";-102;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33185";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";-204;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33185";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";-204;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33185";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";-204;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33185";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";-102;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33185";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";-204;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33551";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";-42;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33551";"4.14.12.03.05.00";"FBRA11KE--STT9RK 2RW-690色FB/R-5牛皮裁片";-8;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33551";"7.A1-FBR.690";"2RW-S91组合FBR.690 ";-42;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33551";"8.02.14.01";"81121-STK9-A000-KW-0001 2RS-1号力布，R，JF";-42;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33551";"8.02.14.02";"81121-STK9-A000-KX-0001 2RS-2号力布，R，JE";-42;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33551";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";-126;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33551";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-252;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33551";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";-42;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33551";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";-84;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33551";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";-84;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33551";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";-84;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33551";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";-42;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33551";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";-84;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33599";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";-174;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33599";"4.14.12.03.06.00";"FBRA11KF--STT9RK 2RW-690色FB/R-6牛皮裁片";-10;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33599";"7.A1-FBR.690";"2RW-S91组合FBR.690 ";-174;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33599";"8.02.14.01";"81121-STK9-A000-KW-0001 2RS-1号力布，R，JF";-174;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33599";"8.02.14.02";"81121-STK9-A000-KX-0001 2RS-2号力布，R，JE";-174;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33599";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";-522;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33599";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-1044;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33599";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";-174;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33599";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";-348;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33599";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";-348;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33599";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";-348;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33599";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";-174;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33599";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";-348;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33663";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33663";"4.14.12.03.07.00";"FBRA12KG--STT9RK01 2RW-690色FB/R-7牛皮裁片";-8;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33663";"7.A1-FBR.690";"2RW-S91组合FBR.690 ";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33663";"8.02.14.01";"81121-STK9-A000-KW-0001 2RS-1号力布，R，JF";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33663";"8.02.14.02";"81121-STK9-A000-KX-0001 2RS-2号力布，R，JE";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33663";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";-270;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33663";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-540;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33663";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33663";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";-180;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33663";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";-180;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33663";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";-180;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33663";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";-90;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33663";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";-180;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33674";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33674";"4.14.12.03.08.00";"FBRA13KH--STT9MP 2RW-690色FB/R-8牛皮裁片";-10;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33674";"7.A1-FBR.690";"2RW-S91组合FBR.690 ";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33674";"8.02.14.01";"81121-STK9-A000-KW-0001 2RS-1号力布，R，JF";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33674";"8.02.14.02";"81121-STK9-A000-KX-0001 2RS-2号力布，R，JE";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33674";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";-144;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33674";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";-288;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33674";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";-48;""
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"33674";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";-96;""
