#def REPORTPATH=$/QAD Addons/BI Report/xxpcwips
#def :end
年;期;地点;;父零件;;;子零件;;;成本要素;;合计;;;第1次;;
份;间;代码;说明;代码;说明;加工单;代码;说明;用量;代码;说明;领料均成;领料总成;入库总成;领料均成;领料总成;入库总成
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;42;35;品质其他变动;.4759871977;19.9914623034;19.9914623034;.4759871977;19.9914623034;19.9914623034
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;42;36;制2其他变动;.1375672768;5.7778256256;5.7778256256;.1375672768;5.7778256256;5.7778256256
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;42;41;制1折旧;.8841512203;37.1343512526;37.1343512526;.8841512203;37.1343512526;37.1343512526
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;42;42;品质折旧;.0831035819;3.4903504398;3.4903504398;.0831035819;3.4903504398;3.4903504398
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;42;43;制2折旧;.5735323842;24.0883601364;24.0883601364;.5735323842;24.0883601364;24.0883601364
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;42;44;制1其他固定;.470557209;19.763402778;19.763402778;.470557209;19.763402778;19.763402778
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;1;直接材料;3.5162742718;147.6835194156;147.6835194156;3.5162742718;147.6835194156;147.6835194156
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;21;制1人工;.0663369175;2.786150535;2.786150535;.0663369175;2.786150535;2.786150535
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;22;品质人工;.0014103398;.0592342716;.0592342716;.0014103398;.0592342716;.0592342716
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;23;制2人工;.0523547816;2.1989008272;2.1989008272;.0523547816;2.1989008272;2.1989008272
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;24;制1福利费;.0242123786;1.0169199012;1.0169199012;.0242123786;1.0169199012;1.0169199012
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;25;品质福利费;.0130590898;.5484817716;.5484817716;.0130590898;.5484817716;.5484817716
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;26;制2福利费;.0028206796;.1184685432;.1184685432;.0028206796;.1184685432;.1184685432
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;34;制1其他变动;.036288568;1.524119856;1.524119856;.036288568;1.524119856;1.524119856
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;35;品质其他变动;.0972891505;4.086144321;4.086144321;.0972891505;4.086144321;4.086144321
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;36;制2其他变动;.0281179976;1.1809558992;1.1809558992;.0281179976;1.1809558992;1.1809558992
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;41;制1折旧;.1807156311;7.5900565062;7.5900565062;.1807156311;7.5900565062;7.5900565062
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;42;品质折旧;.0169859102;.7134082284;.7134082284;.0169859102;.7134082284;.7134082284
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;43;制2折旧;.1172268568;4.9235279856;4.9235279856;.1172268568;4.9235279856;4.9235279856
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;7.A0-RBR.690;2RW-S91组合RBR.690 ;42;44;制1其他固定;.0961792961;4.0395304362;4.0395304362;.0961792961;4.0395304362;4.0395304362
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;8.02.13.05;82121-STK7-A010-40-0000 2RS-拉链,520×40,690色;42;1;直接材料;2.6038318875;109.360939275;109.360939275;2.6038318875;109.360939275;109.360939275
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;8.02.13.06;82121-STK7-A010-41-0000 2RS-拉链，520×40，690色;42;1;直接材料;2.6038281952;109.3607841984;109.3607841984;2.6038281952;109.3607841984;109.3607841984
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;8.02.15.05;T110000-0000-0350-00 2RS-树脂扣， L=350;42;1;直接材料;.7936920981;33.3350681202;33.3350681202;.7936920981;33.3350681202;33.3350681202
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;8.02.16.03;82121-STK9-A110-31-0000 2RS-不织布 H30 X L250;84;1;直接材料;.5216589589;43.8193525476;43.8193525476;.5216589589;43.8193525476;43.8193525476
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;8.02.16.04;82121-STK7-A010-32-0002 2RS-不织布 H25 X L430;42;1;直接材料;1.0154861504;42.6504183168;42.6504183168;1.0154861504;42.6504183168;42.6504183168
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;8.02.17.01;82121-STK7-A010-21-0001 2RS-PP T2.0 X H65 X L360;42;1;直接材料;2.7800088574;116.7603720108;116.7603720108;2.7800088574;116.7603720108;116.7603720108
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;8.02.17.02;T103000-0000-0350-00 2RS-PP板 L=350;42;1;直接材料;.2116966292;8.8912584264;8.8912584264;.2116966292;8.8912584264;8.8912584264
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;8.02.20.02;43013D5-S5A4-A000 ISO纽扣 YR164L(棕);84;1;直接材料;.2261863364;18.9996522576;18.9996522576;.2261863364;18.9996522576;18.9996522576
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28722;8.02.20.03;43013D6-S5A4-A100 ISO纽扣 熔着(B);84;1;直接材料;.2312345881;19.4237054004;19.4237054004;.2312345881;19.4237054004;19.4237054004
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;1;直接材料;40.9936158192;1475.7701694912;1475.7701694912;40.9936158192;1475.7701694912;1475.7701694912
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;21;制1人工;1.7321023955;62.355686238;62.355686238;1.7321023955;62.355686238;62.355686238
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;22;品质人工;.0368248701;1.3256953236;1.3256953236;.0368248701;1.3256953236;1.3256953236
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;23;制2人工;1.3670191638;49.2126898968;49.2126898968;1.3670191638;49.2126898968;49.2126898968
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;24;制1福利费;.6322017288;22.7592622368;22.7592622368;.6322017288;22.7592622368;22.7592622368
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;25;品质福利费;.340981774;12.275343864;12.275343864;.340981774;12.275343864;12.275343864
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;26;制2福利费;.0736497288;2.6513902368;2.6513902368;.0736497288;2.6513902368;2.6513902368
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;34;制1其他变动;.1775418079;6.3915050844;6.3915050844;.1775418079;6.3915050844;6.3915050844
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;35;品质其他变动;.4759871977;17.1355391172;17.1355391172;.4759871977;17.1355391172;17.1355391172
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;36;制2其他变动;.1375672768;4.9524219648;4.9524219648;.1375672768;4.9524219648;4.9524219648
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;41;制1折旧;.8841512203;31.8294439308;31.8294439308;.8841512203;31.8294439308;31.8294439308
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;42;品质折旧;.0831035819;2.9917289484;2.9917289484;.0831035819;2.9917289484;2.9917289484
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;43;制2折旧;.5735323842;20.6471658312;20.6471658312;.5735323842;20.6471658312;20.6471658312
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;36;44;制1其他固定;.470557209;16.940059524;16.940059524;.470557209;16.940059524;16.940059524
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;1;直接材料;3.5162742718;126.5858737848;126.5858737848;3.5162742718;126.5858737848;126.5858737848
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;21;制1人工;.0663369175;2.38812903;2.38812903;.0663369175;2.38812903;2.38812903
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;22;品质人工;.0014103398;.0507722328;.0507722328;.0014103398;.0507722328;.0507722328
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;23;制2人工;.0523547816;1.8847721376;1.8847721376;.0523547816;1.8847721376;1.8847721376
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;24;制1福利费;.0242123786;.8716456296;.8716456296;.0242123786;.8716456296;.8716456296
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;25;品质福利费;.0130590898;.4701272328;.4701272328;.0130590898;.4701272328;.4701272328
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;26;制2福利费;.0028206796;.1015444656;.1015444656;.0028206796;.1015444656;.1015444656
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;34;制1其他变动;.036288568;1.306388448;1.306388448;.036288568;1.306388448;1.306388448
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;35;品质其他变动;.0972891505;3.502409418;3.502409418;.0972891505;3.502409418;3.502409418
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;36;制2其他变动;.0281179976;1.0122479136;1.0122479136;.0281179976;1.0122479136;1.0122479136
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;41;制1折旧;.1807156311;6.5057627196;6.5057627196;.1807156311;6.5057627196;6.5057627196
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;42;品质折旧;.0169859102;.6114927672;.6114927672;.0169859102;.6114927672;.6114927672
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;43;制2折旧;.1172268568;4.2201668448;4.2201668448;.1172268568;4.2201668448;4.2201668448
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;7.A0-RBR.690;2RW-S91组合RBR.690 ;36;44;制1其他固定;.0961792961;3.4624546596;3.4624546596;.0961792961;3.4624546596;3.4624546596
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;8.02.13.05;82121-STK7-A010-40-0000 2RS-拉链,520×40,690色;36;1;直接材料;2.6038318875;93.73794795;93.73794795;2.6038318875;93.73794795;93.73794795
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;8.02.13.06;82121-STK7-A010-41-0000 2RS-拉链，520×40，690色;36;1;直接材料;2.6038281952;93.7378150272;93.7378150272;2.6038281952;93.7378150272;93.7378150272
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;8.02.15.05;T110000-0000-0350-00 2RS-树脂扣， L=350;36;1;直接材料;.7936920981;28.5729155316;28.5729155316;.7936920981;28.5729155316;28.5729155316
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;8.02.16.03;82121-STK9-A110-31-0000 2RS-不织布 H30 X L250;72;1;直接材料;.5216589589;37.5594450408;37.5594450408;.5216589589;37.5594450408;37.5594450408
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;8.02.16.04;82121-STK7-A010-32-0002 2RS-不织布 H25 X L430;36;1;直接材料;1.0154861504;36.5575014144;36.5575014144;1.0154861504;36.5575014144;36.5575014144
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;8.02.17.01;82121-STK7-A010-21-0001 2RS-PP T2.0 X H65 X L360;36;1;直接材料;2.7800088574;100.0803188664;100.0803188664;2.7800088574;100.0803188664;100.0803188664
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;8.02.17.02;T103000-0000-0350-00 2RS-PP板 L=350;36;1;直接材料;.2116966292;7.6210786512;7.6210786512;.2116966292;7.6210786512;7.6210786512
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;8.02.20.02;43013D5-S5A4-A000 ISO纽扣 YR164L(棕);72;1;直接材料;.2261863364;16.2854162208;16.2854162208;.2261863364;16.2854162208;16.2854162208
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28733;8.02.20.03;43013D6-S5A4-A100 ISO纽扣 熔着(B);72;1;直接材料;.2312345881;16.6488903432;16.6488903432;.2312345881;16.6488903432;16.6488903432
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;1;直接材料;40.9936158192;3197.5020338976;3197.5020338976;40.9936158192;3197.5020338976;3197.5020338976
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;21;制1人工;1.7321023955;135.103986849;135.103986849;1.7321023955;135.103986849;135.103986849
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;22;品质人工;.0368248701;2.8723398678;2.8723398678;.0368248701;2.8723398678;2.8723398678
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;23;制2人工;1.3670191638;106.6274947764;106.6274947764;1.3670191638;106.6274947764;106.6274947764
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;24;制1福利费;.6322017288;49.3117348464;49.3117348464;.6322017288;49.3117348464;49.3117348464
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;25;品质福利费;.340981774;26.596578372;26.596578372;.340981774;26.596578372;26.596578372
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;26;制2福利费;.0736497288;5.7446788464;5.7446788464;.0736497288;5.7446788464;5.7446788464
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;34;制1其他变动;.1775418079;13.8482610162;13.8482610162;.1775418079;13.8482610162;13.8482610162
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;35;品质其他变动;.4759871977;37.1270014206;37.1270014206;.4759871977;37.1270014206;37.1270014206
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;36;制2其他变动;.1375672768;10.7302475904;10.7302475904;.1375672768;10.7302475904;10.7302475904
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;41;制1折旧;.8841512203;68.9637951834;68.9637951834;.8841512203;68.9637951834;68.9637951834
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;42;品质折旧;.0831035819;6.4820793882;6.4820793882;.0831035819;6.4820793882;6.4820793882
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;43;制2折旧;.5735323842;44.7355259676;44.7355259676;.5735323842;44.7355259676;44.7355259676
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;78;44;制1其他固定;.470557209;36.703462302;36.703462302;.470557209;36.703462302;36.703462302
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;1;直接材料;3.5162742718;274.2693932004;274.2693932004;3.5162742718;274.2693932004;274.2693932004
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;21;制1人工;.0663369175;5.174279565;5.174279565;.0663369175;5.174279565;5.174279565
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;22;品质人工;.0014103398;.1100065044;.1100065044;.0014103398;.1100065044;.1100065044
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;23;制2人工;.0523547816;4.0836729648;4.0836729648;.0523547816;4.0836729648;4.0836729648
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;24;制1福利费;.0242123786;1.8885655308;1.8885655308;.0242123786;1.8885655308;1.8885655308
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;25;品质福利费;.0130590898;1.0186090044;1.0186090044;.0130590898;1.0186090044;1.0186090044
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;26;制2福利费;.0028206796;.2200130088;.2200130088;.0028206796;.2200130088;.2200130088
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;34;制1其他变动;.036288568;2.830508304;2.830508304;.036288568;2.830508304;2.830508304
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;35;品质其他变动;.0972891505;7.588553739;7.588553739;.0972891505;7.588553739;7.588553739
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;36;制2其他变动;.0281179976;2.1932038128;2.1932038128;.0281179976;2.1932038128;2.1932038128
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;41;制1折旧;.1807156311;14.0958192258;14.0958192258;.1807156311;14.0958192258;14.0958192258
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;42;品质折旧;.0169859102;1.3249009956;1.3249009956;.0169859102;1.3249009956;1.3249009956
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;43;制2折旧;.1172268568;9.1436948304;9.1436948304;.1172268568;9.1436948304;9.1436948304
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;7.A0-RBR.690;2RW-S91组合RBR.690 ;78;44;制1其他固定;.0961792961;7.5019850958;7.5019850958;.0961792961;7.5019850958;7.5019850958
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;8.02.13.05;82121-STK7-A010-40-0000 2RS-拉链,520×40,690色;78;1;直接材料;2.6038318875;203.098887225;203.098887225;2.6038318875;203.098887225;203.098887225
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;8.02.13.06;82121-STK7-A010-41-0000 2RS-拉链，520×40，690色;78;1;直接材料;2.6038281952;203.0985992256;203.0985992256;2.6038281952;203.0985992256;203.0985992256
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;8.02.15.05;T110000-0000-0350-00 2RS-树脂扣， L=350;78;1;直接材料;.7936920981;61.9079836518;61.9079836518;.7936920981;61.9079836518;61.9079836518
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;8.02.16.03;82121-STK9-A110-31-0000 2RS-不织布 H30 X L250;156;1;直接材料;.5216589589;81.3787975884;81.3787975884;.5216589589;81.3787975884;81.3787975884
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;8.02.16.04;82121-STK7-A010-32-0002 2RS-不织布 H25 X L430;78;1;直接材料;1.0154861504;79.2079197312;79.2079197312;1.0154861504;79.2079197312;79.2079197312
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;8.02.17.01;82121-STK7-A010-21-0001 2RS-PP T2.0 X H65 X L360;78;1;直接材料;2.7800088574;216.8406908772;216.8406908772;2.7800088574;216.8406908772;216.8406908772
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;8.02.17.02;T103000-0000-0350-00 2RS-PP板 L=350;78;1;直接材料;.2116966292;16.5123370776;16.5123370776;.2116966292;16.5123370776;16.5123370776
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;8.02.20.02;43013D5-S5A4-A000 ISO纽扣 YR164L(棕);156;1;直接材料;.2261863364;35.2850684784;35.2850684784;.2261863364;35.2850684784;35.2850684784
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28746;8.02.20.03;43013D6-S5A4-A100 ISO纽扣 熔着(B);156;1;直接材料;.2312345881;36.0725957436;36.0725957436;.2312345881;36.0725957436;36.0725957436
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28759;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;24;1;直接材料;40.9936158192;983.8467796608;983.8467796608;40.9936158192;983.8467796608;983.8467796608
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28759;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;24;21;制1人工;1.7321023955;41.570457492;41.570457492;1.7321023955;41.570457492;41.570457492
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28759;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;24;22;品质人工;.0368248701;.8837968824;.8837968824;.0368248701;.8837968824;.8837968824
2009;6;1000;宁波提爱思(加工区）;2.14.12.09.00;2RW-690色RB/R部位 ;28759;3.14.12.09.00;2RW-690牛皮裁片RB/R组合 ;24;23;制2人工;1.3670191638;32.8084599312;32.8084599312;1.3670191638;32.8084599312;32.8084599312
