#def REPORTPATH=$/QAD Addons/BI Report/xxpcwips
#def :end
年;期;地点;;父零件;;;子零件;;;成本要素;;合计;;;第1次;;
份;间;代码;说明;代码;说明;加工单;代码;说明;用量;代码;说明;领料均成;领料总成;入库总成;领料均成;领料总成;入库总成
2009;6;1000;宁波提爱思(加工区）;2.02.05.16.00;2RS-556色FBC-R部位 ;29195;8.02.17.10;81128-STK9-A110-35-0001 2RS-PP T1.5 X H96 X L428;6;1;直接材料;3.37126393;20.22758358;20.22758358;3.37126393;20.22758358;20.22758358
2009;6;1000;宁波提爱思(加工区）;2.02.05.16.00;2RS-556色FBC-R部位 ;29195;8.02.18.02;81128-STK7-A010-26-0000 2RS-PE,T2.0 X H40 X L350;6;1;直接材料;1.5242883087;9.1457298522;9.1457298522;1.5242883087;9.1457298522;9.1457298522
2009;6;1000;宁波提爱思(加工区）;2.02.05.16.00;2RS-556色FBC-R部位 ;29195;8.02.18.03;81121-STK9-A010-44-0000 2RS-PE,T1.5 X W30X L320;6;1;直接材料;.7871821165;4.723092699;4.723092699;.7871821165;4.723092699;4.723092699
2009;6;1000;宁波提爱思(加工区）;2.02.05.16.00;2RS-556色FBC-R部位 ;29195;8.02.22.03;81128-STK7-A010-27-00 2RS-松紧带,W40 X L620;6;1;直接材料;4.0379355805;24.227613483;24.227613483;4.0379355805;24.227613483;24.227613483
2009;6;1000;宁波提爱思(加工区）;2.02.05.16.00;2RS-556色FBC-R部位 ;29195;8.02.22.04;Z42501-00260-0580-20 2RS-松紧带,W20 X L260;6;1;直接材料;.9611801029;5.7670806174;5.7670806174;.9611801029;5.7670806174;5.7670806174
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;1;直接材料;11.6560736196;699.364417176;699.364417176;11.6560736196;699.364417176;699.364417176
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;21;制1人工;.2199065849;13.194395094;13.194395094;.2199065849;13.194395094;13.194395094
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;22;品质人工;.0046752556;.280515336;.280515336;.0046752556;.280515336;.280515336
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;23;制2人工;.1735558487;10.413350922;10.413350922;.1735558487;10.413350922;10.413350922
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;24;制1福利费;.0802639059;4.815834354;4.815834354;.0802639059;4.815834354;4.815834354
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;25;品质福利费;.043290818;2.59744908;2.59744908;.043290818;2.59744908;2.59744908
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;26;制2福利费;.0093505317;.561031902;.561031902;.0093505317;.561031902;.561031902
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;34;制1其他变动;.1202921472;7.217528832;7.217528832;.1202921472;7.217528832;7.217528832
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;35;品质其他变动;.3225016155;19.35009693;19.35009693;.3225016155;19.35009693;19.35009693
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;36;制2其他变动;.0932076892;5.592461352;5.592461352;.0932076892;5.592461352;5.592461352
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;41;制1折旧;.5990501431;35.943008586;35.943008586;.5990501431;35.943008586;35.943008586
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;42;品质折旧;.0563062168;3.378373008;3.378373008;.0563062168;3.378373008;3.378373008
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;43;制2折旧;.388592638;23.31555828;23.31555828;.388592638;23.31555828;23.31555828
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28354;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;44;制1其他固定;.3188225562;19.129353372;19.129353372;.3188225562;19.129353372;19.129353372
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;1;直接材料;11.6560736196;699.364417176;699.364417176;11.6560736196;699.364417176;699.364417176
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;21;制1人工;.2199065849;13.194395094;13.194395094;.2199065849;13.194395094;13.194395094
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;22;品质人工;.0046752556;.280515336;.280515336;.0046752556;.280515336;.280515336
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;23;制2人工;.1735558487;10.413350922;10.413350922;.1735558487;10.413350922;10.413350922
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;24;制1福利费;.0802639059;4.815834354;4.815834354;.0802639059;4.815834354;4.815834354
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;25;品质福利费;.043290818;2.59744908;2.59744908;.043290818;2.59744908;2.59744908
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;26;制2福利费;.0093505317;.561031902;.561031902;.0093505317;.561031902;.561031902
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;34;制1其他变动;.1202921472;7.217528832;7.217528832;.1202921472;7.217528832;7.217528832
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;35;品质其他变动;.3225016155;19.35009693;19.35009693;.3225016155;19.35009693;19.35009693
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;36;制2其他变动;.0932076892;5.592461352;5.592461352;.0932076892;5.592461352;5.592461352
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;41;制1折旧;.5990501431;35.943008586;35.943008586;.5990501431;35.943008586;35.943008586
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;42;品质折旧;.0563062168;3.378373008;3.378373008;.0563062168;3.378373008;3.378373008
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;43;制2折旧;.388592638;23.31555828;23.31555828;.388592638;23.31555828;23.31555828
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28366;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;44;制1其他固定;.3188225562;19.129353372;19.129353372;.3188225562;19.129353372;19.129353372
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;1;直接材料;11.6560736196;699.364417176;699.364417176;11.6560736196;699.364417176;699.364417176
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;21;制1人工;.2199065849;13.194395094;13.194395094;.2199065849;13.194395094;13.194395094
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;22;品质人工;.0046752556;.280515336;.280515336;.0046752556;.280515336;.280515336
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;23;制2人工;.1735558487;10.413350922;10.413350922;.1735558487;10.413350922;10.413350922
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;24;制1福利费;.0802639059;4.815834354;4.815834354;.0802639059;4.815834354;4.815834354
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;25;品质福利费;.043290818;2.59744908;2.59744908;.043290818;2.59744908;2.59744908
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;26;制2福利费;.0093505317;.561031902;.561031902;.0093505317;.561031902;.561031902
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;34;制1其他变动;.1202921472;7.217528832;7.217528832;.1202921472;7.217528832;7.217528832
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;35;品质其他变动;.3225016155;19.35009693;19.35009693;.3225016155;19.35009693;19.35009693
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;36;制2其他变动;.0932076892;5.592461352;5.592461352;.0932076892;5.592461352;5.592461352
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;41;制1折旧;.5990501431;35.943008586;35.943008586;.5990501431;35.943008586;35.943008586
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;42;品质折旧;.0563062168;3.378373008;3.378373008;.0563062168;3.378373008;3.378373008
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;43;制2折旧;.388592638;23.31555828;23.31555828;.388592638;23.31555828;23.31555828
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28377;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;44;制1其他固定;.3188225562;19.129353372;19.129353372;.3188225562;19.129353372;19.129353372
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;1;直接材料;11.6560736196;349.682208588;349.682208588;11.6560736196;349.682208588;349.682208588
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;21;制1人工;.2199065849;6.597197547;6.597197547;.2199065849;6.597197547;6.597197547
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;22;品质人工;.0046752556;.140257668;.140257668;.0046752556;.140257668;.140257668
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;23;制2人工;.1735558487;5.206675461;5.206675461;.1735558487;5.206675461;5.206675461
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;24;制1福利费;.0802639059;2.407917177;2.407917177;.0802639059;2.407917177;2.407917177
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;25;品质福利费;.043290818;1.29872454;1.29872454;.043290818;1.29872454;1.29872454
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;26;制2福利费;.0093505317;.280515951;.280515951;.0093505317;.280515951;.280515951
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;34;制1其他变动;.1202921472;3.608764416;3.608764416;.1202921472;3.608764416;3.608764416
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;35;品质其他变动;.3225016155;9.675048465;9.675048465;.3225016155;9.675048465;9.675048465
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;36;制2其他变动;.0932076892;2.796230676;2.796230676;.0932076892;2.796230676;2.796230676
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;41;制1折旧;.5990501431;17.971504293;17.971504293;.5990501431;17.971504293;17.971504293
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;42;品质折旧;.0563062168;1.689186504;1.689186504;.0563062168;1.689186504;1.689186504
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;43;制2折旧;.388592638;11.65777914;11.65777914;.388592638;11.65777914;11.65777914
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28388;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;44;制1其他固定;.3188225562;9.564676686;9.564676686;.3188225562;9.564676686;9.564676686
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;1;直接材料;11.6560736196;699.364417176;699.364417176;11.6560736196;699.364417176;699.364417176
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;21;制1人工;.2199065849;13.194395094;13.194395094;.2199065849;13.194395094;13.194395094
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;22;品质人工;.0046752556;.280515336;.280515336;.0046752556;.280515336;.280515336
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;23;制2人工;.1735558487;10.413350922;10.413350922;.1735558487;10.413350922;10.413350922
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;24;制1福利费;.0802639059;4.815834354;4.815834354;.0802639059;4.815834354;4.815834354
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;25;品质福利费;.043290818;2.59744908;2.59744908;.043290818;2.59744908;2.59744908
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;26;制2福利费;.0093505317;.561031902;.561031902;.0093505317;.561031902;.561031902
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;34;制1其他变动;.1202921472;7.217528832;7.217528832;.1202921472;7.217528832;7.217528832
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;35;品质其他变动;.3225016155;19.35009693;19.35009693;.3225016155;19.35009693;19.35009693
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;36;制2其他变动;.0932076892;5.592461352;5.592461352;.0932076892;5.592461352;5.592461352
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;41;制1折旧;.5990501431;35.943008586;35.943008586;.5990501431;35.943008586;35.943008586
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;42;品质折旧;.0563062168;3.378373008;3.378373008;.0563062168;3.378373008;3.378373008
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;43;制2折旧;.388592638;23.31555828;23.31555828;.388592638;23.31555828;23.31555828
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28399;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;44;制1其他固定;.3188225562;19.129353372;19.129353372;.3188225562;19.129353372;19.129353372
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;1;直接材料;11.6560736196;699.364417176;699.364417176;11.6560736196;699.364417176;699.364417176
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;21;制1人工;.2199065849;13.194395094;13.194395094;.2199065849;13.194395094;13.194395094
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;22;品质人工;.0046752556;.280515336;.280515336;.0046752556;.280515336;.280515336
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;23;制2人工;.1735558487;10.413350922;10.413350922;.1735558487;10.413350922;10.413350922
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;24;制1福利费;.0802639059;4.815834354;4.815834354;.0802639059;4.815834354;4.815834354
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;25;品质福利费;.043290818;2.59744908;2.59744908;.043290818;2.59744908;2.59744908
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;26;制2福利费;.0093505317;.561031902;.561031902;.0093505317;.561031902;.561031902
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;34;制1其他变动;.1202921472;7.217528832;7.217528832;.1202921472;7.217528832;7.217528832
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;35;品质其他变动;.3225016155;19.35009693;19.35009693;.3225016155;19.35009693;19.35009693
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;36;制2其他变动;.0932076892;5.592461352;5.592461352;.0932076892;5.592461352;5.592461352
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;41;制1折旧;.5990501431;35.943008586;35.943008586;.5990501431;35.943008586;35.943008586
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;42;品质折旧;.0563062168;3.378373008;3.378373008;.0563062168;3.378373008;3.378373008
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;43;制2折旧;.388592638;23.31555828;23.31555828;.388592638;23.31555828;23.31555828
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28414;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;44;制1其他固定;.3188225562;19.129353372;19.129353372;.3188225562;19.129353372;19.129353372
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;1;直接材料;11.6560736196;699.364417176;699.364417176;11.6560736196;699.364417176;699.364417176
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;21;制1人工;.2199065849;13.194395094;13.194395094;.2199065849;13.194395094;13.194395094
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;22;品质人工;.0046752556;.280515336;.280515336;.0046752556;.280515336;.280515336
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;23;制2人工;.1735558487;10.413350922;10.413350922;.1735558487;10.413350922;10.413350922
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;24;制1福利费;.0802639059;4.815834354;4.815834354;.0802639059;4.815834354;4.815834354
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;25;品质福利费;.043290818;2.59744908;2.59744908;.043290818;2.59744908;2.59744908
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;26;制2福利费;.0093505317;.561031902;.561031902;.0093505317;.561031902;.561031902
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;34;制1其他变动;.1202921472;7.217528832;7.217528832;.1202921472;7.217528832;7.217528832
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;35;品质其他变动;.3225016155;19.35009693;19.35009693;.3225016155;19.35009693;19.35009693
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;36;制2其他变动;.0932076892;5.592461352;5.592461352;.0932076892;5.592461352;5.592461352
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;41;制1折旧;.5990501431;35.943008586;35.943008586;.5990501431;35.943008586;35.943008586
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;42;品质折旧;.0563062168;3.378373008;3.378373008;.0563062168;3.378373008;3.378373008
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;43;制2折旧;.388592638;23.31555828;23.31555828;.388592638;23.31555828;23.31555828
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28425;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;60;44;制1其他固定;.3188225562;19.129353372;19.129353372;.3188225562;19.129353372;19.129353372
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28520;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;1;直接材料;11.6560736196;349.682208588;349.682208588;11.6560736196;349.682208588;349.682208588
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28520;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;21;制1人工;.2199065849;6.597197547;6.597197547;.2199065849;6.597197547;6.597197547
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28520;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;22;品质人工;.0046752556;.140257668;.140257668;.0046752556;.140257668;.140257668
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28520;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;23;制2人工;.1735558487;5.206675461;5.206675461;.1735558487;5.206675461;5.206675461
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28520;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;24;制1福利费;.0802639059;2.407917177;2.407917177;.0802639059;2.407917177;2.407917177
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28520;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;25;品质福利费;.043290818;1.29872454;1.29872454;.043290818;1.29872454;1.29872454
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28520;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;26;制2福利费;.0093505317;.280515951;.280515951;.0093505317;.280515951;.280515951
2009;6;1000;宁波提爱思(加工区）;2.02.05.17.00;2RS-556色AAR-部位 ;28520;7.A0-RRCA.556;ZQ-S91组合AAR.556 ;30;34;制1其他变动;.1202921472;3.608764416;3.608764416;.1202921472;3.608764416;3.608764416
