#def REPORTPATH=$/QAD Addons/BI Report/xxpcincr
#def :end
"年份";"期间";"地点代码";"地点说明";"件号";"件名";"成本要素代码";"成本要素说明";"期初总成";"期间非入库总成";"期间入库总成";"期间一次加权平均成本";"期末总成"
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.05.00";"2RW-690牛皮裁片FC/L组合 ";"43";"制2折旧";589.8207;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.05.00";"2RW-690牛皮裁片FC/L组合 ";"44";"制1其他固定";483.92103;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"1";"直接材料";41597.67;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"21";"制1人工";1788.02303;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"22";"品质人工";38.01375;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"23";"制2人工";1411.15315;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"24";"制1福利费";652.61225;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"25";"品质福利费";351.99031;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"26";"制2福利费";76.0275;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"34";"制1其他变动";179.80788;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"35";"品质其他变动";482.06253;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"36";"制2其他变动";139.32314;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"41";"制1折旧";895.4362;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"42";"品质折旧";84.16429;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"43";"制2折旧";580.85274;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"44";"制1其他固定";476.56322;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"1";"直接材料";36887.45;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"21";"制1人工";1573.77432;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"22";"品质人工";33.45878;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"23";"制2人工";1242.06263;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"24";"制1福利费";574.41341;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"25";"品质福利费";309.8133;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"26";"制2福利费";66.91756;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"34";"制1其他变动";159.94369;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"35";"品质其他变动";428.80688;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"36";"制2其他变动";123.93147;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"41";"制1折旧";796.51328;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"42";"品质折旧";74.86628;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"43";"制2折旧";516.68329;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"44";"制1其他固定";423.91511;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"1";"直接材料";36279.35;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"21";"制1人工";1532.91062;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"22";"品质人工";32.59001;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"23";"制2人工";1209.81196;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"24";"制1福利费";559.49853;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"25";"品质福利费";301.76887;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"26";"制2福利费";65.18001;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"34";"制1其他变动";157.1245;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"35";"品质其他变动";421.24867;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"36";"制2其他变动";121.74704;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"41";"制1折旧";782.47383;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"42";"品质折旧";73.54667;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"43";"制2折旧";507.57616;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"44";"制1其他固定";416.44313;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"1";"直接材料";36018.73;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"21";"制1人工";1538.55899;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"22";"品质人工";32.71009;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"23";"制2人工";1214.2698;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"24";"制1福利费";561.56013;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"25";"品质福利费";302.88081;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"26";"制2福利费";65.42018;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"34";"制1其他变动";155.79599;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"35";"品质其他变动";417.68697;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"36";"制2其他变动";120.71766;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"41";"制1折旧";775.85794;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"42";"品质折旧";72.92483;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"43";"制2折旧";503.28455;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"44";"制1其他固定";412.92206;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"1";"直接材料";36600.73;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"21";"制1人工";1564.69718;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"22";"品质人工";33.2658;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"23";"制2人工";1234.89872;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"24";"制1福利费";571.10034;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"25";"品质福利费";308.02637;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"26";"制2福利费";66.53159;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"34";"制1其他变动";158.66903;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"35";"品质其他变动";425.38955;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"36";"制2其他变动";122.94382;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"41";"制1折旧";790.16556;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"42";"品质折旧";74.26964;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"43";"制2折旧";512.56564;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"44";"制1其他固定";420.53677;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"1";"直接材料";13579.46;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"21";"制1人工";3191.26966;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"22";"品质人工";67.84707;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"23";"制2人工";2518.631;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"24";"制1福利费";1164.7846;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"25";"品质福利费";628.23352;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"26";"制2福利费";135.69415;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"34";"制1其他变动";16.63448;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"35";"品质其他变动";44.59683;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"36";"制2其他变动";12.88914;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"41";"制1折旧";82.83907;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"42";"品质折旧";7.78625;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"43";"制2折旧";53.73616;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"44";"制1其他固定";44.08807;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"1";"直接材料";28798.75;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"21";"制1人工";543.31995;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"22";"品质人工";11.5511;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"23";"制2人工";428.80189;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"24";"制1福利费";198.30687;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"25";"品质福利费";106.95799;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"26";"制2福利费";23.1022;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"34";"制1其他变动";297.20779;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"35";"品质其他变动";796.8101;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"36";"制2其他变动";230.2898;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"41";"制1折旧";1480.08312;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"42";"品质折旧";139.11672;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"43";"制2折旧";960.10228;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.00.00";"2RS-556 ";"44";"制1其他固定";787.7202;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"1";"直接材料";257.57;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"21";"制1人工";4.85743;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"22";"品质人工";.10327;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"23";"制2人工";3.83361;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"24";"制1福利费";1.77292;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"25";"品质福利费";.95623;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"26";"制2福利费";.20654;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"34";"制1其他变动";2.65827;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"35";"品质其他变动";7.1268;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"36";"制2其他变动";2.05975;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"41";"制1折旧";13.2381;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"42";"品质折旧";1.24428;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"43";"制2折旧";8.58731;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.01.00";"2RS-556 ";"44";"制1其他固定";7.04549;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"1";"直接材料";122.64;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"21";"制1人工";2.31484;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"22";"品质人工";.04921;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"23";"制2人工";1.82693;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"24";"制1福利费";.84489;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"25";"品质福利费";.4557;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"26";"制2福利费";.09843;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"34";"制1其他变动";1.26515;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"35";"品质其他变动";3.39185;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"36";"制2其他变动";.98029;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"41";"制1折旧";6.3004;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"42";"品质折旧";.59219;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"43";"制2折旧";4.08695;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.02.00";"2RS-556 ";"44";"制1其他固定";3.35316;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"1";"直接材料";29.9;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"21";"制1人工";.56318;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"22";"品质人工";.01197;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"23";"制2人工";.44448;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"24";"制1福利费";.20556;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"25";"品质福利费";.11087;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"26";"制2福利费";.02395;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"34";"制1其他变动";.30853;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"35";"品质其他变动";.82716;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"36";"制2其他变动";.23906;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"41";"制1折旧";1.53645;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"42";"品质折旧";.14441;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"43";"制2折旧";.99667;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.03.00";"2RS-556 ";"44";"制1其他固定";.81772;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"1";"直接材料";118.68;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"21";"制1人工";2.2403;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"22";"品质人工";.04763;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"23";"制2人工";1.7681;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"24";"制1福利费";.81769;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"25";"品质福利费";.44103;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"26";"制2福利费";.09526;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"34";"制1其他变动";1.22461;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"35";"品质其他变动";3.28315;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"36";"制2其他变动";.94888;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"41";"制1折旧";6.09849;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"42";"品质折旧";.57321;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"43";"制2折旧";3.95597;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.04.00";"2RS-556 ";"44";"制1其他固定";3.2457;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"1";"直接材料";92.63;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"21";"制1人工";1.74752;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"22";"品质人工";.03715;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"23";"制2人工";1.37918;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"24";"制1福利费";.63783;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"25";"品质福利费";.34402;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"26";"制2福利费";.07431;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"34";"制1其他变动";.95599;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"35";"品质其他变动";2.563;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"36";"制2其他变动";.74074;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"41";"制1折旧";4.76079;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"42";"品质折旧";.44748;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"43";"制2折旧";3.08824;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.05.00";"2RS-556 ";"44";"制1其他固定";2.53376;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"1";"直接材料";73.62;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"21";"制1人工";1.38725;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"22";"品质人工";.02949;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"23";"制2人工";1.09485;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"24";"制1福利费";.50633;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"25";"品质福利费";.27309;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"26";"制2福利费";.05899;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"34";"制1其他变动";.76023;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"35";"品质其他变动";2.03817;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"36";"制2其他变动";.58906;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"41";"制1折旧";3.78592;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"42";"品质折旧";.35585;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"43";"制2折旧";2.45586;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.06.00";"2RS-556 ";"44";"制1其他固定";2.01492;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.07.00";"2RS-556 ";"1";"直接材料";186.63;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.07.00";"2RS-556 ";"21";"制1人工";3.51988;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.07.00";"2RS-556 ";"22";"品质人工";.07483;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.07.00";"2RS-556 ";"23";"制2人工";2.77798;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.07.00";"2RS-556 ";"24";"制1福利费";1.28472;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.07.00";"2RS-556 ";"25";"品质福利费";.69292;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"4.01.09.99.07.00";"2RS-556 ";"26";"制2福利费";.14967;0;0;0;0
