#def REPORTPATH=$/QAD Addons/BI Report/xxpctrcr
#def :end
"年份";"期间";"地点代码";"地点说明";"件号";"件名";"事务类型";"数量";"不计成本数量";"计算成本数量";"成本要素代码";"成本要素说明";"总成";"均成"
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"1";"直接材料";18.6981081081;18.6981081081
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"11";"材料价格差异";.02698705;.02698705
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"21";"制1人工";.4225438921;.4225438921
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"22";"品质人工";.0098404538;.0098404538
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"23";"制2人工";.3243243243;.3243243243
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"24";"制1福利费";.1588495432;.1588495432
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"25";"品质福利费";.0817854449;.0817854449
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"26";"制2福利费";.0175675676;.0175675676
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"34";"制1其他变动";.3175294828;.3175294828
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"35";"品质其他变动";.8117987674;.8117987674
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"36";"制2其他变动";.2335135135;.2335135135
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"41";"制1折旧";1.5436402574;1.5436402574
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"42";"品质折旧";.1422483606;.1422483606
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"43";"制2折旧";.9737837838;.9737837838
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-TR";1;0;1;"44";"制1其他固定";.8785060572;.8785060572
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-WO";1;0;1;"11";"材料价格差异";.99852085;.99852085
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-WO";1;0;1;"21";"制1人工";.4141240074;.4141240074
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-WO";1;0;1;"22";"品质人工";.0440967906;.0440967906
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-WO";1;0;1;"24";"制1福利费";.3274330984;.3274330984
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-WO";1;0;1;"25";"品质福利费";.0360614612;.0360614612
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-WO";1;0;1;"34";"制1其他变动";.5985908628;.5985908628
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-WO";1;0;1;"35";"品质其他变动";.1365543938;.1365543938
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-WO";1;0;1;"41";"制1折旧";1.5846895256;1.5846895256
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-WO";1;0;1;"42";"品质折旧";.0431893421;.0431893421
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.05.00";"FCRA11KE--STK9RK 2RS-556色FC/R-5牛皮裁片";"RCT-WO";1;0;1;"44";"制1其他固定";2.9447241148;2.9447241148
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"1";"直接材料";-51.46;25.73
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"11";"材料价格差异";-.409203172;.204601586
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"21";"制1人工";-1.3030390824;.6515195412
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"22";"品质人工";-.04140461;.020702305
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"23";"制2人工";-.8933333334;.4466666667
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"24";"制1福利费";-.5475136228;.2737568114
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"25";"品质福利费";-.238111657;.1190558285
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"26";"制2福利费";-.0466666666;.0233333333
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"34";"制1其他变动";-1.0752992554;.5376496277
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"35";"品质其他变动";-2.2792945996;1.1396472998
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"36";"制2其他变动";-.6433333334;.3216666667
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"41";"制1折旧";-4.779397084;2.389698542
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"42";"品质折旧";-.4043660626;.2021830313
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"43";"制2折旧";-2.68;1.34
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-TR";-2;0;-2;"44";"制1其他固定";-3.406731806;1.703365903
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"1";"直接材料";-51.46;25.73
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"11";"材料价格差异";-.409203172;.204601586
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"21";"制1人工";-1.3030390824;.6515195412
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"22";"品质人工";-.04140461;.020702305
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"23";"制2人工";-.8933333334;.4466666667
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"24";"制1福利费";-.5475136228;.2737568114
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"25";"品质福利费";-.238111657;.1190558285
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"26";"制2福利费";-.0466666666;.0233333333
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"34";"制1其他变动";-1.0752992554;.5376496277
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"35";"品质其他变动";-2.2792945996;1.1396472998
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"36";"制2其他变动";-.6433333334;.3216666667
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"41";"制1折旧";-4.779397084;2.389698542
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"42";"品质折旧";-.4043660626;.2021830313
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"43";"制2折旧";-2.68;1.34
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"ISS-WO";-2;0;-2;"44";"制1其他固定";-3.406731806;1.703365903
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"1";"直接材料";51.46;25.73
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"11";"材料价格差异";.409203172;.204601586
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"21";"制1人工";1.3030390824;.6515195412
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"22";"品质人工";.04140461;.020702305
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"23";"制2人工";.8933333334;.4466666667
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"24";"制1福利费";.5475136228;.2737568114
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"25";"品质福利费";.238111657;.1190558285
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"26";"制2福利费";.0466666666;.0233333333
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"34";"制1其他变动";1.0752992554;.5376496277
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"35";"品质其他变动";2.2792945996;1.1396472998
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"36";"制2其他变动";.6433333334;.3216666667
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"41";"制1折旧";4.779397084;2.389698542
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"42";"品质折旧";.4043660626;.2021830313
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"43";"制2折旧";2.68;1.34
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-TR";2;0;2;"44";"制1其他固定";3.406731806;1.703365903
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-WO";2;0;2;"11";"材料价格差异";1.2276095162;.6138047581
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-WO";2;0;2;"21";"制1人工";.509117247;.2545586235
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-WO";2;0;2;"22";"品质人工";.0542138302;.0271069151
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-WO";2;0;2;"24";"制1福利费";.4025408684;.2012704342
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-WO";2;0;2;"25";"品质福利费";.044334971;.0221674855
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-WO";2;0;2;"34";"制1其他变动";.7358977664;.3679488832
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-WO";2;0;2;"35";"品质其他变动";.1678837988;.0839418994
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-WO";2;0;2;"41";"制1折旧";1.9481912518;.9740956259
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-WO";2;0;2;"42";"品质折旧";.0530981876;.0265490938
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.06.06.00";"FCRA11KF--STK9RK 2RS-556色FC/R-6牛皮裁片";"RCT-WO";2;0;2;"44";"制1其他固定";3.620195418;1.810097709
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"1";"直接材料";-69.74625;34.873125
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"11";"材料价格差异";-.5033917352;.2516958676
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"21";"制1人工";-1.7425182866;.8712591433
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"22";"品质人工";-.0547308428;.0273654214
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"23";"制2人工";-1.21;.605
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"24";"制1福利费";-.7250656464;.3625328232
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"25";"品质福利费";-.3194299324;.1597149662
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"26";"制2福利费";-.065;.0325
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"34";"制1其他变动";-1.4255117588;.7127558794
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"35";"品质其他变动";-3.0825921812;1.5412960906
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"36";"制2其他变动";-.87125;.435625
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"41";"制1折旧";-6.3988740358;3.1994370179
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"42";"品质折旧";-.548023364;.274011682
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"43";"制2折旧";-3.63125;1.815625
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-TR";-2;0;-2;"44";"制1其他固定";-4.464494975;2.2322474875
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"1";"直接材料";-69.74625;34.873125
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"11";"材料价格差异";-.5033917352;.2516958676
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"21";"制1人工";-1.7425182866;.8712591433
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"22";"品质人工";-.0547308428;.0273654214
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"23";"制2人工";-1.21;.605
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"24";"制1福利费";-.7250656464;.3625328232
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"25";"品质福利费";-.3194299324;.1597149662
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"26";"制2福利费";-.065;.0325
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"34";"制1其他变动";-1.4255117588;.7127558794
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"35";"品质其他变动";-3.0825921812;1.5412960906
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"36";"制2其他变动";-.87125;.435625
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"41";"制1折旧";-6.3988740358;3.1994370179
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"42";"品质折旧";-.548023364;.274011682
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"43";"制2折旧";-3.63125;1.815625
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"ISS-WO";-2;0;-2;"44";"制1其他固定";-4.464494975;2.2322474875
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"1";"直接材料";69.74625;34.873125
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"11";"材料价格差异";.5033917352;.2516958676
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"21";"制1人工";1.7425182866;.8712591433
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"22";"品质人工";.0547308428;.0273654214
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"23";"制2人工";1.21;.605
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"24";"制1福利费";.7250656464;.3625328232
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"25";"品质福利费";.3194299324;.1597149662
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"26";"制2福利费";.065;.0325
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"34";"制1其他变动";1.4255117588;.7127558794
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"35";"品质其他变动";3.0825921812;1.5412960906
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"36";"制2其他变动";.87125;.435625
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"41";"制1折旧";6.3988740358;3.1994370179
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"42";"品质折旧";.548023364;.274011682
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"43";"制2折旧";3.63125;1.815625
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-TR";2;0;2;"44";"制1其他固定";4.464494975;2.2322474875
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-WO";2;0;2;"11";"材料价格差异";4.027133881;2.0135669405
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-WO";2;0;2;"21";"制1人工";1.6701462932;.8350731466
2009;7;"1000";"宁波提爱思(加工区）";"4.02.05.08.01.00";"RBLA00KA--STK9DK01 2RS-556色RB/L-1牛皮裁片";"RCT-WO";2;0;2;"22";"品质人工";.1778467416;.0889233708
