#def REPORTPATH=$/QAD Addons/BI Report/xxpctrcr
#def :end
"年份";"期间";"地点代码";"地点说明";"件号";"件名";"事务类型";"数量";"不计成本数量";"计算成本数量";"成本要素代码";"成本要素说明";"总成";"均成"
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-TR";2;0;2;"24";"制1福利费";.3117217382;.1558608691
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-TR";2;0;2;"25";"品质福利费";.034331104;.017165552
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-TR";2;0;2;"34";"制1其他变动";.5698684254;.2849342127
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-TR";2;0;2;"35";"品质其他变动";.1300020286;.0650010143
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-TR";2;0;2;"41";"制1折旧";1.508650701;.7543253505
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-TR";2;0;2;"42";"品质折旧";.0411169638;.0205584819
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-TR";2;0;2;"44";"制1其他固定";2.803426178;1.401713089
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-WO";1;0;1;"11";"材料价格差异";.9506082683;.9506082683
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-WO";1;0;1;"21";"制1人工";.3942529208;.3942529208
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-WO";1;0;1;"22";"品质人工";.0419808698;.0419808698
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-WO";1;0;1;"24";"制1福利费";.3117217381;.3117217381
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-WO";1;0;1;"25";"品质福利费";.034331104;.034331104
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-WO";1;0;1;"34";"制1其他变动";.5698684254;.5698684254
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-WO";1;0;1;"35";"品质其他变动";.1300020285;.1300020285
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-WO";1;0;1;"41";"制1折旧";1.508650701;1.508650701
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-WO";1;0;1;"42";"品质折旧";.0411169638;.0411169638
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.01.00";"RBRA00KA--STT9DK01 2RW-690色RB/R-1牛皮裁片";"RCT-WO";1;0;1;"44";"制1其他固定";2.8034261779;2.8034261779
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.04.00";"RBRA00KD--STT9DK01 2RW-690色RB/R-4牛皮裁片";"ISS-TR";-1;0;-1;"";"";0;0
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.04.00";"RBRA00KD--STT9DK01 2RW-690色RB/R-4牛皮裁片";"ISS-WO";-1;0;-1;"";"";0;0
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.09.04.00";"RBRA00KD--STT9DK01 2RW-690色RB/R-4牛皮裁片";"RCT-TR";1;0;1;"";"";0;0
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-TR";-4;0;-4;"11";"材料价格差异";-1.5315040892;.3828760223
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-TR";-4;0;-4;"21";"制1人工";-.6351536636;.1587884159
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-TR";-4;0;-4;"22";"品质人工";-.0676344568;.0169086142
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-TR";-4;0;-4;"24";"制1福利费";-.5021933728;.1255483432
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-TR";-4;0;-4;"25";"品质福利费";-.0553100872;.0138275218
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-TR";-4;0;-4;"34";"制1其他变动";-.9180756792;.2295189198
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-TR";-4;0;-4;"35";"品质其他变动";-.2094434108;.0523608527
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-TR";-4;0;-4;"41";"制1折旧";-2.4304829948;.6076207487
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-TR";-4;0;-4;"42";"品质折旧";-.0662426368;.0165606592
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-TR";-4;0;-4;"44";"制1其他固定";-4.5164063808;1.1291015952
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-WO";-4;0;-4;"11";"材料价格差异";-1.5315040892;.3828760223
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-WO";-4;0;-4;"21";"制1人工";-.6351536636;.1587884159
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-WO";-4;0;-4;"22";"品质人工";-.0676344568;.0169086142
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-WO";-4;0;-4;"24";"制1福利费";-.5021933728;.1255483432
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-WO";-4;0;-4;"25";"品质福利费";-.0553100872;.0138275218
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-WO";-4;0;-4;"34";"制1其他变动";-.9180756792;.2295189198
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-WO";-4;0;-4;"35";"品质其他变动";-.2094434108;.0523608527
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-WO";-4;0;-4;"41";"制1折旧";-2.4304829948;.6076207487
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-WO";-4;0;-4;"42";"品质折旧";-.0662426368;.0165606592
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"ISS-WO";-4;0;-4;"44";"制1其他固定";-4.5164063808;1.1291015952
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-TR";4;0;4;"11";"材料价格差异";1.5315040892;.3828760223
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-TR";4;0;4;"21";"制1人工";.6351536636;.1587884159
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-TR";4;0;4;"22";"品质人工";.0676344568;.0169086142
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-TR";4;0;4;"24";"制1福利费";.5021933728;.1255483432
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-TR";4;0;4;"25";"品质福利费";.0553100872;.0138275218
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-TR";4;0;4;"34";"制1其他变动";.9180756792;.2295189198
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-TR";4;0;4;"35";"品质其他变动";.2094434108;.0523608527
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-TR";4;0;4;"41";"制1折旧";2.4304829948;.6076207487
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-TR";4;0;4;"42";"品质折旧";.0662426368;.0165606592
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-TR";4;0;4;"44";"制1其他固定";4.5164063808;1.1291015952
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-WO";1;0;1;"11";"材料价格差异";1.5315040892;1.5315040892
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-WO";1;0;1;"21";"制1人工";.6351536635;.6351536635
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-WO";1;0;1;"22";"品质人工";.0676344567;.0676344567
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-WO";1;0;1;"24";"制1福利费";.5021933726;.5021933726
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-WO";1;0;1;"25";"品质福利费";.0553100872;.0553100872
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-WO";1;0;1;"34";"制1其他变动";.9180756793;.9180756793
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-WO";1;0;1;"35";"品质其他变动";.2094434109;.2094434109
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-WO";1;0;1;"41";"制1折旧";2.4304829946;2.4304829946
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-WO";1;0;1;"42";"品质折旧";.0662426368;.0662426368
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.01.00";"RCLA00KA--STT9DK01 2RW-690色RC/L-1牛皮裁片";"RCT-WO";1;0;1;"44";"制1其他固定";4.5164063807;4.5164063807
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-TR";-1;0;-1;"11";"材料价格差异";-1.1811831446;1.1811831446
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-TR";-1;0;-1;"21";"制1人工";-.4898707817;.4898707817
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-TR";-1;0;-1;"22";"品质人工";-.0521635435;.0521635435
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-TR";-1;0;-1;"24";"制1福利费";-.3873233741;.3873233741
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-TR";-1;0;-1;"25";"品质福利费";-.0426582882;.0426582882
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-TR";-1;0;-1;"34";"制1其他变动";-.7080781809;.7080781809
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-TR";-1;0;-1;"35";"品质其他变动";-.1615346825;.1615346825
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-TR";-1;0;-1;"41";"制1折旧";-1.8745426074;1.8745426074
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-TR";-1;0;-1;"42";"品质折旧";-.0510900928;.0510900928
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-TR";-1;0;-1;"44";"制1其他固定";-3.4833389954;3.4833389954
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-WO";-1;0;-1;"11";"材料价格差异";-1.1811831446;1.1811831446
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-WO";-1;0;-1;"21";"制1人工";-.4898707817;.4898707817
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-WO";-1;0;-1;"22";"品质人工";-.0521635435;.0521635435
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-WO";-1;0;-1;"24";"制1福利费";-.3873233741;.3873233741
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-WO";-1;0;-1;"25";"品质福利费";-.0426582882;.0426582882
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-WO";-1;0;-1;"34";"制1其他变动";-.7080781809;.7080781809
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-WO";-1;0;-1;"35";"品质其他变动";-.1615346825;.1615346825
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-WO";-1;0;-1;"41";"制1折旧";-1.8745426074;1.8745426074
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-WO";-1;0;-1;"42";"品质折旧";-.0510900928;.0510900928
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"ISS-WO";-1;0;-1;"44";"制1其他固定";-3.4833389954;3.4833389954
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-TR";1;0;1;"11";"材料价格差异";1.1811831446;1.1811831446
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-TR";1;0;1;"21";"制1人工";.4898707817;.4898707817
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-TR";1;0;1;"22";"品质人工";.0521635435;.0521635435
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-TR";1;0;1;"24";"制1福利费";.3873233741;.3873233741
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-TR";1;0;1;"25";"品质福利费";.0426582882;.0426582882
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-TR";1;0;1;"34";"制1其他变动";.7080781809;.7080781809
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-TR";1;0;1;"35";"品质其他变动";.1615346825;.1615346825
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-TR";1;0;1;"41";"制1折旧";1.8745426074;1.8745426074
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-TR";1;0;1;"42";"品质折旧";.0510900928;.0510900928
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-TR";1;0;1;"44";"制1其他固定";3.4833389954;3.4833389954
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-WO";1;0;1;"11";"材料价格差异";1.1811831446;1.1811831446
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-WO";1;0;1;"21";"制1人工";.4898707817;.4898707817
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-WO";1;0;1;"22";"品质人工";.0521635435;.0521635435
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-WO";1;0;1;"24";"制1福利费";.3873233741;.3873233741
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-WO";1;0;1;"25";"品质福利费";.0426582882;.0426582882
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-WO";1;0;1;"34";"制1其他变动";.7080781809;.7080781809
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-WO";1;0;1;"35";"品质其他变动";.1615346825;.1615346825
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-WO";1;0;1;"41";"制1折旧";1.8745426074;1.8745426074
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-WO";1;0;1;"42";"品质折旧";.0510900928;.0510900928
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.02.00";"RCLA00KB--STT9DK01 2RW-690色RC/L-2牛皮裁片";"RCT-WO";1;0;1;"44";"制1其他固定";3.4833389954;3.4833389954
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-TR";-1;0;-1;"11";"材料价格差异";-.6332670328;.6332670328
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-TR";-1;0;-1;"21";"制1人工";-.2626304589;.2626304589
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-TR";-1;0;-1;"22";"品质人工";-.0279664103;.0279664103
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-TR";-1;0;-1;"24";"制1福利费";-.2076525468;.2076525468
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-TR";-1;0;-1;"25";"品质福利费";-.0228703633;.0228703633
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-TR";-1;0;-1;"34";"制1其他变动";-.3796162263;.3796162263
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-TR";-1;0;-1;"35";"品质其他变动";-.0866034955;.0866034955
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-TR";-1;0;-1;"41";"制1折旧";-1.0049833621;1.0049833621
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-TR";-1;0;-1;"42";"品质折旧";-.0273909018;.0273909018
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-TR";-1;0;-1;"44";"制1其他固定";-1.8674943537;1.8674943537
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-WO";-1;0;-1;"11";"材料价格差异";-.6332670328;.6332670328
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-WO";-1;0;-1;"21";"制1人工";-.2626304589;.2626304589
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-WO";-1;0;-1;"22";"品质人工";-.0279664103;.0279664103
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-WO";-1;0;-1;"24";"制1福利费";-.2076525468;.2076525468
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-WO";-1;0;-1;"25";"品质福利费";-.0228703633;.0228703633
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-WO";-1;0;-1;"34";"制1其他变动";-.3796162263;.3796162263
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-WO";-1;0;-1;"35";"品质其他变动";-.0866034955;.0866034955
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-WO";-1;0;-1;"41";"制1折旧";-1.0049833621;1.0049833621
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-WO";-1;0;-1;"42";"品质折旧";-.0273909018;.0273909018
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"ISS-WO";-1;0;-1;"44";"制1其他固定";-1.8674943537;1.8674943537
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"RCT-TR";1;0;1;"11";"材料价格差异";.6332670328;.6332670328
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"RCT-TR";1;0;1;"21";"制1人工";.2626304589;.2626304589
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"RCT-TR";1;0;1;"22";"品质人工";.0279664103;.0279664103
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"RCT-TR";1;0;1;"24";"制1福利费";.2076525468;.2076525468
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"RCT-TR";1;0;1;"25";"品质福利费";.0228703633;.0228703633
2009;7;"1000";"宁波提爱思(加工区）";"4.14.12.11.03.00";"RCLA00KC--STT9DK01 2RW-690色RC/L-3牛皮裁片";"RCT-TR";1;0;1;"34";"制1其他变动";.3796162263;.3796162263
