
工单号             工单标志   工序 项目号                   订购数       合格数       报废数
G0904W40377-11     835377       50 US32-4880-00-01            14.0          0.0          0.0
G0904W40377-11     835377       55 US32-4880-00-01            14.0          0.0          0.0
G0904W40377-11     835377       60 US32-4880-00-01            14.0          0.0          0.0
G0904W40377-11     835377       65 US32-4880-00-01            14.0          0.0          0.0
G0904W40377-11     835377       70 US32-4880-00-01            14.0          0.0          0.0
G0904W40378-11     835400        5 32-4885-10-03-R05          12.0         12.0          0.0
G0904W40378-11     835399       10 32-4885-10-03-R10          12.0          0.0          0.0
G0904W40378-11     835398       15 32-4885-10-03-R15          12.0          0.0          0.0
G0904W40378-11     835397       25 32-4885-10-03-R20          12.0          0.0          0.0
G0904W40378-11     835397       30 32-4885-10-03-R20          12.0          0.0          0.0
G0904W40378-11     835396       35 32-4885-10-03-R35          12.0          0.0          0.0
G0904W40378-11     835395       45 32-4885-10-03              12.0          0.0          0.0
G0904W40378-11     835395       50 32-4885-10-03              12.0          0.0          0.0
G0904W40378-11     835395       55 32-4885-10-03              12.0          0.0          0.0
G0904W40378-11     835395       60 32-4885-10-03              12.0          0.0          0.0
G0904W40379-11     835406        5 32-4885-10-02-R05          12.0         12.0          0.0
G0904W40379-11     835405       10 32-4885-10-02-R10          12.0          0.0          0.0
G0904W40379-11     835404       15 32-4885-10-02-R15          12.0          0.0          0.0
G0904W40379-11     835403       25 32-4885-10-02-R20          12.0          0.0          0.0
G0904W40379-11     835402       30 32-4885-10-02-R30          12.0          0.0          0.0
G0904W40379-11     835401       40 32-4885-10-02              12.0          0.0          0.0
G0904W40379-11     835401       45 32-4885-10-02              12.0          0.0          0.0
G0904W40379-11     835401       50 32-4885-10-02              12.0          0.0          0.0
G0904W40379-11     835401       55 32-4885-10-02              12.0          0.0          0.0
G0904W40379-11     835401       60 32-4885-10-02              12.0          0.0          0.0
G0904W40380-11     835414        5 32-420158-1-R05             8.0          8.0          0.0
G0904W40380-11     835414       10 32-420158-1-R05             8.0          0.0          0.0
G0904W40380-11     835413        8 32-420158-1-R08             8.0          0.0          0.0
G0904W40380-11     835412       15 32-420158-1-R15             8.0          0.0          0.0
G0904W40380-11     835411       35 32-420158-1-R25             8.0          0.0          0.0
G0904W40380-11     835410       40 32-420158-1-R40             8.0          0.0          0.0
G0904W40380-11     835409       42 32-420158-1-R42             8.0          0.0          0.0
G0904W40380-11     835408       44 32-420158-1                 8.0          0.0          0.0
G0904W40380-11     835408       50 32-420158-1                 8.0          0.0          0.0
G0904W40380-11     835408       55 32-420158-1                 8.0          0.0          0.0
G0904W40380-11     835408       60 32-420158-1                 8.0          0.0          0.0
G0904W40380-11     835408       65 32-420158-1                 8.0          0.0          0.0
G0904W40381-11     835421        5 32-420159-1-R05             8.0          8.0          0.0
G0904W40381-11     835421       10 32-420159-1-R05             8.0          0.0          0.0
G0904W40381-11     835420        8 32-420159-1-R08             8.0          0.0          0.0
G0904W40381-11     835419       15 32-420159-1-R15             8.0          0.0          0.0
G0904W40381-11     835418       35 32-420159-1-R25             8.0          0.0          0.0
G0904W40381-11     835417       40 32-420159-1-R40             8.0          0.0          0.0
G0904W40381-11     835416       42 32-420159-1-R42             8.0          0.0          0.0
G0904W40381-11     835415       44 32-420159-1                 8.0          0.0          0.0
G0904W40381-11     835415       50 32-420159-1                 8.0          0.0          0.0
G0904W40381-11     835415       55 32-420159-1                 8.0          0.0          0.0
G0904W40381-11     835415       60 32-420159-1                 8.0          0.0          0.0
G0904W40381-11     835415       65 32-420159-1                 8.0          0.0          0.0
G0904W40384-11     835438        5 US32-4843-96-01R05         18.0         18.0          0.0
G0904W40384-11     835437       15 US32-4843-96-01R10         18.0          0.0          0.0
G0904W40384-11     835436       20 US32-4843-96-01R15         18.0          0.0          0.0
G0904W40384-11     835435       25 US32-4843-96-01R20         18.0          0.0          0.0
G0904W40384-11     835434       35 US32-4843-96-01R30         18.0          0.0          0.0
G0904W40384-11     835433       47 US32-4843-96-01            18.0          0.0          0.0
G0904W40385-11     835446        5 US32-4844-00-01R05         20.0         20.0          0.0
G0904W40385-11     835445       10 US32-4844-00-01R10         20.0          0.0          0.0
G0904W40385-11     835444       15 US32-4844-00-01R15         20.0          0.0          0.0
G0904W40385-11     835443       20 US32-4844-00-01R20         20.0          0.0          0.0
G0904W40385-11     835442       30 US32-4844-00-01R30         20.0          0.0          0.0
G0904W40385-11     835441       37 US32-4844-00-01            20.0          0.0          0.0
G0904W40385-11     835441       40 US32-4844-00-01            20.0          0.0          0.0
G0904W40388-11     835472        5 32-420154-1-R05             8.0          8.0          0.0
G0904W40388-11     835472       10 32-420154-1-R05             8.0          0.0          0.0
G0904W40388-11     835471        5 32-420154-1-R10             8.0          0.0          0.0
G0904W40388-11     835471       10 32-420154-1-R10             8.0          0.0          0.0
G0904W40388-11     835470       15 32-420154-1-R15             8.0          0.0          0.0
G0904W40388-11     835469       30 32-420154-1-R20             8.0          0.0          0.0
G0904W40388-11     835468       35 32-420154-1-R35             8.0          0.0          0.0
G0904W40388-11     835467       43 32-420154-1                 8.0          0.0          0.0
G0904W40388-11     835467       45 32-420154-1                 8.0          0.0          0.0
G0904W40388-11     835467       50 32-420154-1                 8.0          0.0          0.0
G0904W40388-11     835467       55 32-420154-1                 8.0          0.0          0.0
G0904W40388-11     835467       60 32-420154-1                 8.0          0.0          0.0
G0904W40390-11     835480        2 US31-401154-R02            16.0         16.0          0.0
G0904W40390-11     835479        5 US31-401154-R05            16.0          0.0          0.0
G0904W40390-11     835479       10 US31-401154-R05            16.0          0.0          0.0
G0904W40390-11     835478       10 US31-401154-R10            16.0          0.0          0.0
G0904W40390-11     835477       20 US31-401154                16.0          0.0          0.0
G0904W40390-11     835477       25 US31-401154                16.0          0.0          0.0
G0904W40390-11     835477       30 US31-401154                16.0          0.0          0.0
G0904W40391-22     835500        2 US31-401156-R02             3.0          3.0          0.0
G0904W40391-22     835499        5 US31-401156-R05             3.0          0.0          0.0
G0904W40391-22     835499       10 US31-401156-R05             3.0          0.0          0.0
G0904W40391-22     835498       10 US31-401156-R10             3.0          0.0          0.0
G0904W40391-22     835495       20 US31-401156                 3.0          0.0          0.0
G0904W40391-22     835495       25 US31-401156                 3.0          0.0          0.0
G0904W40391-22     835495       30 US31-401156                 3.0          0.0          0.0
G0904W40392-11     835512        5 US31-4345-47-01R05         44.0         44.0          0.0
G0904W40392-11     835511       10 US31-4345-47-01R10         44.0          0.0          0.0
G0904W40392-11     835510        5 US31-4345-47-01R15         44.0          0.0          0.0
G0904W40392-11     835510       10 US31-4345-47-01R15         44.0          0.0          0.0
G0904W40392-11     835510       15 US31-4345-47-01R15         44.0          0.0          0.0
G0904W40392-11     835509        5 US31-4345-47-01R20         44.0          0.0          0.0
G0904W40392-11     835509       10 US31-4345-47-01R20         44.0          0.0          0.0
G0904W40392-11     835509       15 US31-4345-47-01R20         44.0          0.0          0.0
G0904W40392-11     835504       28 US31-4345-47-01            44.0          0.0          0.0
G0904W40392-11     835504       30 US31-4345-47-01            44.0          0.0          0.0
G0904W40392-11     835504       35 US31-4345-47-01            44.0          0.0          0.0
G0904W40392-11     835504       40 US31-4345-47-01            44.0          0.0          0.0
G0904W40392-11     835504       45 US31-4345-47-01            44.0          0.0          0.0
G0904W40392-11     835504       50 US31-4345-47-01            44.0          0.0          0.0
G0904W40392-11     835504       55 US31-4345-47-01            44.0          0.0          0.0
G0904W40394-11     835536        5 US32-4844-02-01R05         16.0         16.0          0.0
G0904W40394-11     835535       15 US32-4844-02-01R10         16.0          0.0          0.0
G0904W40394-11     835534       20 US32-4844-02-01R15         16.0          0.0          0.0
G0904W40394-11     835533       25 US32-4844-02-01R20         16.0          0.0          0.0
G0904W40394-11     835532       35 US32-4844-02-01R30         16.0          0.0          0.0
G0904W40394-11     835528       43 US32-4844-02-01            16.0          0.0          0.0
G0904W40394-11     835528       47 US32-4844-02-01            16.0          0.0          0.0
G0904W40395-11     835550        5 US32-4844-04-01R05         16.0         16.0          0.0
G0904W40395-11     835549       15 US32-4844-04-01R10         16.0          0.0          0.0
G0904W40395-11     835548       20 US32-4844-04-01R15         16.0          0.0          0.0
G0904W40395-11     835547       25 US32-4844-04-01R20         16.0          0.0          0.0
G0904W40395-11     835546       35 US32-4844-04-01R30         16.0          0.0          0.0
G0904W40395-11     835541       43 US32-4844-04-01            16.0          0.0          0.0
G0904W40395-11     835541       47 US32-4844-04-01            16.0          0.0          0.0
G0904W40396-11     835558        5 32-4851-01-02-R05          12.0         12.0          0.0
G0904W40396-11     835557       10 32-4851-01-02-R10          12.0          0.0          0.0
G0904W40396-11     835556       15 32-4851-01-02-R15          12.0          0.0          0.0
G0904W40396-11     835555       18 32-4851-01-02-R17          12.0          0.0          0.0
G0904W40396-11     835554       20 32-4851-01-02-R20          12.0          0.0          0.0
G0904W40396-11     835553       35 32-4851-01-02              12.0          0.0          0.0
G0904W40396-11     835553       40 32-4851-01-02              12.0          0.0          0.0
G0904W40396-11     835553       45 32-4851-01-02              12.0          0.0          0.0
G0904W40396-11     835553       50 32-4851-01-02              12.0          0.0          0.0
G0904W40397-11     835566        5 32-4851-04-02-R05          12.0         12.0          0.0
G0904W40397-11     835565       10 32-4851-04-02-R10          12.0          0.0          0.0
G0904W40397-11     835563       15 32-4851-04-02-R15          12.0          0.0          0.0
G0904W40397-11     835562       18 32-4851-04-02-R17          12.0          0.0          0.0
G0904W40397-11     835561       20 32-4851-04-02-R20          12.0          0.0          0.0
G0904W40397-11     835559       35 32-4851-04-02              12.0          0.0          0.0
G0904W40397-11     835559       40 32-4851-04-02              12.0          0.0          0.0
G0904W40397-11     835559       45 32-4851-04-02              12.0          0.0          0.0
G0904W40397-11     835559       50 32-4851-04-02              12.0          0.0          0.0
G0904W40398-11     835574        5 32-4851-05-02-R05          12.0         12.0          0.0
G0904W40398-11     835573       10 32-4851-05-02-R10          12.0          0.0          0.0
G0904W40398-11     835572       15 32-4851-05-02-R15          12.0          0.0          0.0
G0904W40398-11     835571       18 32-4851-05-02-R17          12.0          0.0          0.0
G0904W40398-11     835570       20 32-4851-05-02-R20          12.0          0.0          0.0
G0904W40398-11     835567       35 32-4851-05-02              12.0          0.0          0.0
G0904W40398-11     835567       40 32-4851-05-02              12.0          0.0          0.0
G0904W40398-11     835567       45 32-4851-05-02              12.0          0.0          0.0
G0904W40398-11     835567       50 32-4851-05-02              12.0          0.0          0.0
G0904W40399-11     835582        5 32-4851-05-02-R05          12.0         12.0          0.0
G0904W40399-11     835581       10 32-4851-05-02-R10          12.0          0.0          0.0
G0904W40399-11     835580       15 32-4851-05-02-R15          12.0          0.0          0.0
G0904W40399-11     835579       18 32-4851-05-02-R17          12.0          0.0          0.0
G0904W40399-11     835578       20 32-4851-05-02-R20          12.0          0.0          0.0
G0904W40399-11     835575       35 32-4851-05-02              12.0          0.0          0.0
G0904W40399-11     835575       40 32-4851-05-02              12.0          0.0          0.0
G0904W40399-11     835575       45 32-4851-05-02              12.0          0.0          0.0
G0904W40399-11     835575       50 32-4851-05-02              12.0          0.0          0.0
G0904W40400-11     835589        5 32-4851-05-02-R05          12.0         12.0          0.0
G0904W40400-11     835588       10 32-4851-05-02-R10          12.0          0.0          0.0
G0904W40400-11     835587       15 32-4851-05-02-R15          12.0          0.0          0.0
G0904W40400-11     835586       18 32-4851-05-02-R17          12.0          0.0          0.0
G0904W40400-11     835585       20 32-4851-05-02-R20          12.0          0.0          0.0
G0904W40400-11     835584       35 32-4851-05-02              12.0          0.0          0.0
G0904W40400-11     835584       40 32-4851-05-02              12.0          0.0          0.0
G0904W40400-11     835584       45 32-4851-05-02              12.0          0.0          0.0
G0904W40400-11     835584       50 32-4851-05-02              12.0          0.0          0.0
G0904W40401-11     835599        5 US32-4882-72-01R05         12.0         12.0          0.0
G0904W40401-11     835598       10 US32-4882-72-01R10         12.0          0.0          0.0
G0904W40401-11     835597        5 US32-4882-72-01R15         12.0          0.0          0.0
G0904W40401-11     835597       10 US32-4882-72-01R15         12.0          0.0          0.0
G0904W40401-11     835596       17 US32-4882-72-01R17         12.0          0.0          0.0
G0904W40401-11     835595       19 US32-4882-72-01R19         12.0          0.0          0.0
G0904W40401-11     835592       25 US32-4882-72-01            12.0          0.0          0.0
G0904W40401-11     835592       30 US32-4882-72-01            12.0          0.0          0.0
G0904W40401-11     835592       35 US32-4882-72-01            12.0          0.0          0.0
G0904W40401-11     835592       40 US32-4882-72-01            12.0          0.0          0.0
G0904W40402-11     835611        3 31-601096-R03              10.0         10.0          0.0
G0904W40402-11     835610        5 31-601096-R05              10.0          0.0          0.0
G0904W40402-11     835609        6 31-601096-R06              10.0          0.0          0.0
G0904W40402-11     835608        5 31-601096-R07              10.0          0.0          0.0
G0904W40402-11     835608       10 31-601096-R07              10.0          0.0          0.0
G0904W40402-11     835607        5 31-601096-R08              10.0          0.0          0.0
G0904W40402-11     835607       10 31-601096-R08              10.0          0.0          0.0
G0904W40402-11     835606       10 31-601096-R10              10.0          0.0          0.0
G0904W40402-11     835605       12 31-601096-R12              10.0          0.0          0.0
G0904W40402-11     835603       18 31-601096                  10.0          0.0          0.0
G0904W40402-11     835603       20 31-601096                  10.0          0.0          0.0
G0904W40402-11     835603       25 31-601096                  10.0          0.0          0.0
G0904W40402-11     835603       27 31-601096                  10.0          0.0          0.0
G0904W40402-11     835603       30 31-601096                  10.0          0.0          0.0
G0904W40402-11     835603       35 31-601096                  10.0          0.0          0.0
G0904W40402-11     835603       40 31-601096                  10.0          0.0          0.0
G0904W40402-11     835603       45 31-601096                  10.0          0.0          0.0
G0904W40402-11     835603       50 31-601096                  10.0          0.0          0.0
G0904W40403-11     835623        3 31-601097-R03              10.0         10.0          0.0
G0904W40403-11     835622        5 31-601097-R05              10.0          0.0          0.0
G0904W40403-11     835621        6 31-601097-R06              10.0          0.0          0.0
G0904W40403-11     835620        5 31-601097-R07              10.0          0.0          0.0
G0904W40403-11     835620       10 31-601097-R07              10.0          0.0          0.0
G0904W40403-11     835619        5 31-601097-R08              10.0          0.0          0.0
G0904W40403-11     835619       10 31-601097-R08              10.0          0.0          0.0
G0904W40403-11     835618       10 31-601097-R10              10.0          0.0          0.0
G0904W40403-11     835617       12 31-601097-R12              10.0          0.0          0.0
G0904W40403-11     835616       18 31-601097                  10.0          0.0          0.0
G0904W40403-11     835616       20 31-601097                  10.0          0.0          0.0
G0904W40403-11     835616       25 31-601097                  10.0          0.0          0.0
G0904W40403-11     835616       27 31-601097                  10.0          0.0          0.0
G0904W40403-11     835616       30 31-601097                  10.0          0.0          0.0
G0904W40403-11     835616       35 31-601097                  10.0          0.0          0.0
G0904W40403-11     835616       40 31-601097                  10.0          0.0          0.0
G0904W40403-11     835616       45 31-601097                  10.0          0.0          0.0
G0904W40403-11     835616       50 31-601097                  10.0          0.0          0.0
G0904W40404-11     835630        5 32-4850-49-00-R05          22.0         22.0          0.0
G0904W40404-11     835629        8 32-4850-49-00-R08          22.0          0.0          0.0
G0904W40404-11     835628       10 32-4850-49-00-R10          22.0          0.0          0.0
G0904W40404-11     835627       15 32-4850-49-00-R13          22.0          0.0          0.0
G0904W40404-11     835626       20 32-4850-49-00-R15          22.0          0.0          0.0
G0904W40404-11     835625        5 32-4850-49-00-R21          22.0          0.0          0.0
G0904W40404-11     835625       10 32-4850-49-00-R21          22.0          0.0          0.0
G0904W40404-11     835624       32 32-485049                  22.0          0.0          0.0
G0904W40404-11     835624       35 32-485049                  22.0          0.0          0.0
G0904W40404-11     835624       45 32-485049                  22.0          0.0          0.0
G0904W40404-11     835624       50 32-485049                  22.0          0.0          0.0
G0904W40404-11     835624       55 32-485049                  22.0          0.0          0.0
G0904W40404-11     835624       60 32-485049                  22.0          0.0          0.0
G0904W40404-11     835624       65 32-485049                  22.0          0.0          0.0
G0904W40404-11     835624       70 32-485049                  22.0          0.0          0.0
G0904W40405-11     835637        1 RD-4562-51-01-R05           8.0          8.0          0.0
G0904W40405-11     835636        3 RD-4562-51-01-R10           8.0          0.0          0.0
G0904W40405-11     835635        4 RD-4562-51-01-R15           8.0          0.0          0.0
G0904W40405-11     835634        5 RD-4562-51-01-R20           8.0          0.0          0.0
G0904W40405-11     835634       10 RD-4562-51-01-R20           8.0          0.0          0.0
G0904W40405-11     835633       11 RD-4562-51-01-R25           8.0          0.0          0.0
G0904W40405-11     835632       20 RD-4562-51-01               8.0          0.0          0.0
G0904W40406-11     835657        3 US31-1589-66-03R05         12.0         12.0          0.0
G0904W40406-11     835656        5 US31-1589-66-03R10         12.0          0.0          0.0
G0904W40406-11     835654        7 US31-1589-66-03R15         12.0          0.0          0.0
G0904W40406-11     835653        5 US31-1589-66-03R25         12.0          0.0          0.0
G0904W40406-11     835653       10 US31-1589-66-03R25         12.0          0.0          0.0
G0904W40406-11     835652       10 US31-1589-66-03R30         12.0          0.0          0.0
G0904W40406-11     835651       12 US31-1589-66-03R35         12.0          0.0          0.0
G0904W40406-11     835650       20 US31-1589-66-03            12.0          0.0          0.0
G0904W40406-11     835650       25 US31-1589-66-03            12.0          0.0          0.0
G0904W40406-11     835650       30 US31-1589-66-03            12.0          0.0          0.0
G0904W40406-11     835650       35 US31-1589-66-03            12.0          0.0          0.0
G0904W40406-11     835650       40 US31-1589-66-03            12.0          0.0          0.0
G0904W40406-11     835650       45 US31-1589-66-03            12.0          0.0          0.0
G0904W40407-11     835666        2 US31-401158-R02            16.0         16.0          0.0
G0904W40407-11     835665        5 US31-401158-R05            16.0          0.0          0.0
G0904W40407-11     835665       10 US31-401158-R05            16.0          0.0          0.0
G0904W40407-11     835664       10 US31-401158-R10            16.0          0.0          0.0
G0904W40407-11     835659       20 US31-401158                16.0          0.0          0.0
G0904W40407-11     835659       25 US31-401158                16.0          0.0          0.0
G0904W40407-11     835659       30 US31-401158                16.0          0.0          0.0
G0904W40408-11     835681        5 US31-555588-R05            72.0         72.0          0.0
G0904W40408-11     835680       10 US31-555588-R10            72.0          0.0          0.0
G0904W40408-11     835679        5 US31-555588-R15            72.0          0.0          0.0
G0904W40408-11     835679       10 US31-555588-R15            72.0          0.0          0.0
G0904W40408-11     835678       25 US31-555588-R20            72.0          0.0          0.0
G0904W40408-11     835678       30 US31-555588-R20            72.0          0.0          0.0
G0904W40408-11     835677       35 US31-555588-R35            72.0          0.0          0.0
G0904W40408-11     835672       40 US31-555588                72.0          0.0          0.0
G0904W40408-11     835672       45 US31-555588                72.0          0.0          0.0
G0904W40408-11     835672       50 US31-555588                72.0          0.0          0.0
G0904W40408-11     835672       55 US31-555588                72.0          0.0          0.0
G0904W40409-11     835692        5 32-3415-26-02-R05          14.0         14.0          0.0
G0904W40409-11     835691       10 32-3415-26-02-R10          14.0          0.0          0.0
G0904W40409-11     835690       15 32-3415-26-02-R15          14.0          0.0          0.0
G0904W40409-11     835689       20 32-3415-26-02-R20          14.0          0.0          0.0
G0904W40409-11     835688       25 32-3415-26-02-R25          14.0          0.0          0.0
G0904W40409-11     835686       35 32-3415-26-02              14.0          0.0          0.0
G0904W40409-11     835686       40 32-3415-26-02              14.0          0.0          0.0
G0904W40409-11     835686       45 32-3415-26-02              14.0          0.0          0.0
G0904W40409-11     835686       50 32-3415-26-02              14.0          0.0          0.0
G0904W40411-11     835701        5 US32-4844-06-01R05         20.0         20.0          0.0
G0904W40411-11     835700       15 US32-4844-06-01R10         20.0          0.0          0.0
G0904W40411-11     835699       20 US32-4844-06-01R15         20.0          0.0          0.0
G0904W40411-11     835698       25 US32-4844-06-01R20         20.0          0.0          0.0
G0904W40411-11     835697       35 US32-4844-06-01R30         20.0          0.0          0.0
G0904W40411-11     835696       43 US32-4844-06-01            20.0          0.0          0.0
G0904W40411-11     835696       47 US32-4844-06-01            20.0          0.0          0.0
G0904W40412-11     835645        1 RD-4562-51-01-R05          18.0         18.0          0.0
G0904W40412-11     835644        3 RD-4562-51-01-R10          18.0          0.0          0.0
G0904W40412-11     835643        4 RD-4562-51-01-R15          18.0          0.0          0.0
G0904W40412-11     835642        5 RD-4562-51-01-R20          18.0          0.0          0.0
G0904W40412-11     835642       10 RD-4562-51-01-R20          18.0          0.0          0.0
G0904W40412-11     835641       11 RD-4562-51-01-R25          18.0          0.0          0.0
G0904W40412-11     835639       20 RD-4562-51-01              18.0          0.0          0.0
G0904W40413-11     835273        5 32-4865-35-00A-R05          8.0          8.0          0.0
G0904W40413-11     835272       10 32-4865-35-00A-R10          8.0          0.0          0.0
G0904W40413-11     835271       15 32-4865-35-00A-R15          8.0          0.0          0.0
G0904W40413-11     835270       20 32-4865-35-00A-R18          8.0          0.0          0.0
G0904W40413-11     835269       25 32-4865-35-00A-R20          8.0          0.0          0.0
G0904W40413-11     835268       30 32-4865-35-00A-R22          8.0          0.0          0.0
G0904W40413-11     835267       40 32-4865-35-00A              8.0          0.0          0.0
G0904W40413-11     835267       45 32-4865-35-00A              8.0          0.0          0.0
G0904W40414-11     835724        5 32-4868-05-02-R05          44.0         44.0          0.0
G0904W40414-11     835723       10 32-4868-05-02-R10          44.0          0.0          0.0
G0904W40414-11     835722        5 32-4868-05-02-R15          44.0          0.0          0.0
G0904W40414-11     835721       17 32-4868-05-02-R17          44.0          0.0          0.0
G0904W40414-11     835720       18 32-4868-05-02-R20          44.0          0.0          0.0
G0904W40414-11     835719       19 32-4868-05-02-R25          44.0          0.0          0.0
G0904W40414-11     835717       25 32-4868-05-02              44.0          0.0          0.0
G0904W40414-11     835717       30 32-4868-05-02              44.0          0.0          0.0
G0904W40414-11     835717       35 32-4868-05-02              44.0          0.0          0.0
G0904W40414-11     835717       40 32-4868-05-02              44.0          0.0          0.0
G0904W40414-11     835717       45 32-4868-05-02              44.0          0.0          0.0
G0904W40414-11     835717       50 32-4868-05-02              44.0          0.0          0.0
G0904W40414-11     835717       55 32-4868-05-02              44.0          0.0          0.0
G0904W40415-11     835737        3 31-601098-R03              10.0         10.0          0.0
G0904W40415-11     835736        5 31-601098-R05              10.0          0.0          0.0
G0904W40415-11     835735        6 31-601098-R06              10.0          0.0          0.0
G0904W40415-11     835734        5 31-601098-R07              10.0          0.0          0.0
G0904W40415-11     835734       10 31-601098-R07              10.0          0.0          0.0
G0904W40415-11     835733        5 31-601098-R08              10.0          0.0          0.0
G0904W40415-11     835733       10 31-601098-R08              10.0          0.0          0.0
G0904W40415-11     835732       10 31-601098-R10              10.0          0.0          0.0
G0904W40415-11     835731       12 31-601098-R12              10.0          0.0          0.0
G0904W40415-11     835729       18 31-601098                  10.0          0.0          0.0
G0904W40415-11     835729       20 31-601098                  10.0          0.0          0.0
G0904W40415-11     835729       25 31-601098                  10.0          0.0          0.0
G0904W40415-11     835729       27 31-601098                  10.0          0.0          0.0
G0904W40415-11     835729       30 31-601098                  10.0          0.0          0.0
G0904W40415-11     835729       35 31-601098                  10.0          0.0          0.0
G0904W40415-11     835729       40 31-601098                  10.0          0.0          0.0
G0904W40415-11     835729       45 31-601098                  10.0          0.0          0.0
G0904W40415-11     835729       50 31-601098                  10.0          0.0          0.0
G0904W40416-11     835743        5 32-488601-R03              14.0         14.0          0.0
G0904W40416-11     835742        7 32-488601-R07              14.0          0.0          0.0
G0904W40416-11     835741        5 32-488601-R10              14.0          0.0          0.0
G0904W40416-11     835741       10 32-488601-R10              14.0          0.0          0.0
G0904W40416-11     835739       25 32-488601                  14.0          0.0          0.0
G0904W40416-11     835739       30 32-488601                  14.0          0.0          0.0
G0904W40416-11     835739       35 32-488601                  14.0          0.0          0.0
G0904W40416-11     835739       37 32-488601                  14.0          0.0          0.0
G0904W40416-11     835739       40 32-488601                  14.0          0.0          0.0
G0904W40416-11     835739       45 32-488601                  14.0          0.0          0.0
G0904W40416-11     835739       50 32-488601                  14.0          0.0          0.0
G0904W40417-11     835750        5 32-488602-R03              14.0         14.0          0.0
G0904W40417-11     835749        7 32-488602-R07              14.0          0.0          0.0
G0904W40417-11     835748        5 32-488602-R10              14.0          0.0          0.0
G0904W40417-11     835748       10 32-488602-R10              14.0          0.0          0.0
G0904W40417-11     835747       25 32-488602                  14.0          0.0          0.0
G0904W40417-11     835747       30 32-488602                  14.0          0.0          0.0
G0904W40417-11     835747       35 32-488602                  14.0          0.0          0.0
G0904W40417-11     835747       37 32-488602                  14.0          0.0          0.0
G0904W40417-11     835747       40 32-488602                  14.0          0.0          0.0
G0904W40417-11     835747       45 32-488602                  14.0          0.0          0.0
G0904W40417-11     835747       50 32-488602                  14.0          0.0          0.0
G0904W40418-11     835756        5 32-488603-R03              20.0         20.0          0.0
G0904W40418-11     835755        7 32-488603-R07              20.0          0.0          0.0
G0904W40418-11     835754        5 32-488603-R10              20.0          0.0          0.0
G0904W40418-11     835754       10 32-488603-R10              20.0          0.0          0.0
G0904W40418-11     835753       25 32-488603                  20.0          0.0          0.0
G0904W40418-11     835753       30 32-488603                  20.0          0.0          0.0
G0904W40418-11     835753       35 32-488603                  20.0          0.0          0.0
G0904W40418-11     835753       37 32-488603                  20.0          0.0          0.0
G0904W40418-11     835753       40 32-488603                  20.0          0.0          0.0
G0904W40418-11     835753       45 32-488603                  20.0          0.0          0.0
G0904W40418-11     835753       50 32-488603                  20.0          0.0          0.0
G0904W40419-11     835762        5 32-488604-R03              14.0         14.0          0.0
G0904W40419-11     835761        7 32-488604-R07              14.0          0.0          0.0
G0904W40419-11     835760        5 32-488604-R10              14.0          0.0          0.0
G0904W40419-11     835760       10 32-488604-R10              14.0          0.0          0.0
G0904W40419-11     835759       25 32-488604                  14.0          0.0          0.0
G0904W40419-11     835759       30 32-488604                  14.0          0.0          0.0
G0904W40419-11     835759       35 32-488604                  14.0          0.0          0.0
G0904W40419-11     835759       37 32-488604                  14.0          0.0          0.0
G0904W40419-11     835759       40 32-488604                  14.0          0.0          0.0
G0904W40419-11     835759       45 32-488604                  14.0          0.0          0.0
G0904W40419-11     835759       50 32-488604                  14.0          0.0          0.0
G0904W40420-11     835771        5 US32-4844-08-01R05         16.0         16.0          0.0
G0904W40420-11     835770       15 US32-4844-08-01R10         16.0          0.0          0.0
G0904W40420-11     835769       20 US32-4844-08-01R15         16.0          0.0          0.0
G0904W40420-11     835768       25 US32-4844-08-01R20         16.0          0.0          0.0
G0904W40420-11     835767       35 US32-4844-08-01R30         16.0          0.0          0.0
G0904W40420-11     835763       43 US32-4844-08-01            16.0          0.0          0.0
G0904W40420-11     835763       47 US32-4844-08-01            16.0          0.0          0.0
G0904W40421-11     835780        5 US32-4844-10-01R05         16.0         16.0          0.0
G0904W40421-11     835779       15 US32-4844-10-01R10         16.0          0.0          0.0
G0904W40421-11     835778       20 US32-4844-10-01R15         16.0          0.0          0.0
G0904W40421-11     835777       25 US32-4844-10-01R20         16.0          0.0          0.0
G0904W40421-11     835776       35 US32-4844-10-01R30         16.0          0.0          0.0
G0904W40421-11     835775       43 US32-4844-10-01            16.0          0.0          0.0
G0904W40421-11     835775       47 US32-4844-10-01            16.0          0.0          0.0
G0904W40422-11     835789        5 US32-4844-12-01R05         18.0         18.0          0.0
G0904W40422-11     835788       15 US32-4844-12-01R10         18.0          0.0          0.0
G0904W40422-11     835787       20 US32-4844-12-01R15         18.0          0.0          0.0
G0904W40422-11     835786       25 US32-4844-12-01R20         18.0          0.0          0.0
G0904W40422-11     835785       35 US32-4844-12-01R30         18.0          0.0          0.0
G0904W40422-11     835782       43 US32-4844-12-01            18.0          0.0          0.0
G0904W40422-11     835782       47 US32-4844-12-01            18.0          0.0          0.0
G0904W40423-11     839886        3 31-601100-R03              10.0          0.0          0.0
G0904W40423-11     839885        5 31-601100-R05              10.0          0.0          0.0
G0904W40423-11     839884        6 31-601100-R06              10.0          0.0          0.0
G0904W40423-11     839883        5 31-601100-R07              10.0          0.0          0.0
G0904W40423-11     839883       10 31-601100-R07              10.0          0.0          0.0
