#def REPORTPATH=$/QAD Addons/BI Report/xxpctrrr
#def :end
"年份";"期间";"地点代码";"地点说明";"件号";"件名";"事务类型";"数量";"不计成本数量";"计算成本数量";"标准系统数量";"数量差异"
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.30";"82181-SWA7-A010-22-0000 树脂T1.2 X H110 X L190";"ISS-PRV";-500;0;-500;-500;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.30";"82181-SWA7-A010-22-0000 树脂T1.2 X H110 X L190";"ISS-TR";-6186;0;-6186;-6186;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.30";"82181-SWA7-A010-22-0000 树脂T1.2 X H110 X L190";"ISS-WO";-2143;0;-2143;-2143;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.30";"82181-SWA7-A010-22-0000 树脂T1.2 X H110 X L190";"RCT-PO";2000;0;2000;2000;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.30";"82181-SWA7-A010-22-0000 树脂T1.2 X H110 X L190";"RCT-TR";6186;0;6186;6186;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.31";"T110000-0000-0130-00 树脂钩扣L=130";"ISS-PRV";-500;0;-500;-500;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.31";"T110000-0000-0130-00 树脂钩扣L=130";"ISS-TR";-4188;0;-4188;-4188;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.31";"T110000-0000-0130-00 树脂钩扣L=130";"ISS-WO";-2143;0;-2143;-2143;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.31";"T110000-0000-0130-00 树脂钩扣L=130";"RCT-PO";2000;0;2000;2000;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.31";"T110000-0000-0130-00 树脂钩扣L=130";"RCT-TR";4188;0;4188;4188;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.32";"4101308-S5A1-0000 树脂钩扣H22.5*L4";"ISS-TR";-27028;0;-27028;-27028;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.32";"4101308-S5A1-0000 树脂钩扣H22.5*L4";"ISS-WO";-10788;0;-10788;-10788;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.32";"4101308-S5A1-0000 树脂钩扣H22.5*L4";"RCT-PO";15000;0;15000;15000;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.32";"4101308-S5A1-0000 树脂钩扣H22.5*L4";"RCT-TR";27028;0;27028;27028;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.34";"81531-STK7-A010-22-0000 树脂钩扣H25.1 X L260";"ISS-TR";-4159;0;-4159;-4159;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.34";"81531-STK7-A010-22-0000 树脂钩扣H25.1 X L260";"ISS-WO";-1317;0;-1317;-1317;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.34";"81531-STK7-A010-22-0000 树脂钩扣H25.1 X L260";"RCT-TR";4159;0;4159;4159;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.35";"82131-SWA7-A010-23-0000 树脂钩扣H25.1 X L525";"ISS-TR";-4182;0;-4182;-4182;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.35";"82131-SWA7-A010-23-0000 树脂钩扣H25.1 X L525";"ISS-WO";-2144;0;-2144;-2144;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.35";"82131-SWA7-A010-23-0000 树脂钩扣H25.1 X L525";"RCT-PO";1500;0;1500;1500;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.35";"82131-SWA7-A010-23-0000 树脂钩扣H25.1 X L525";"RCT-TR";4182;0;4182;4182;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.36";"82131-SWA7-A010-24-0000 树脂钩扣H25.1 X L100";"ISS-TR";-12739;0;-12739;-12739;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.36";"82131-SWA7-A010-24-0000 树脂钩扣H25.1 X L100";"ISS-WO";-6432;0;-6432;-6432;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.36";"82131-SWA7-A010-24-0000 树脂钩扣H25.1 X L100";"RCT-PO";4500;0;4500;4500;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.36";"82131-SWA7-A010-24-0000 树脂钩扣H25.1 X L100";"RCT-TR";12739;0;12739;12739;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.37";"82131-SWA7-A010-26-0000 树脂钩扣H20 X L600";"ISS-TR";-4163;0;-4163;-4163;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.37";"82131-SWA7-A010-26-0000 树脂钩扣H20 X L600";"ISS-WO";-2144;0;-2144;-2144;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.37";"82131-SWA7-A010-26-0000 树脂钩扣H20 X L600";"RCT-PO";1500;0;1500;1500;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.37";"82131-SWA7-A010-26-0000 树脂钩扣H20 X L600";"RCT-TR";4163;0;4163;4163;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.38";"82131-SWA7-A010-27-0000 树脂钩扣H39 X L175";"ISS-TR";-8363;0;-8363;-8363;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.38";"82131-SWA7-A010-27-0000 树脂钩扣H39 X L175";"ISS-WO";-4288;0;-4288;-4288;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.38";"82131-SWA7-A010-27-0000 树脂钩扣H39 X L175";"RCT-PO";3000;0;3000;3000;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.38";"82131-SWA7-A010-27-0000 树脂钩扣H39 X L175";"RCT-TR";8363;0;8363;8363;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.39";"82131-SWA7-A010-50-0000 树脂T1.2 X H39 X 70";"ISS-TR";-20982;0;-20982;-20982;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.39";"82131-SWA7-A010-50-0000 树脂T1.2 X H39 X 70";"ISS-WO";-10720;0;-10720;-10720;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.39";"82131-SWA7-A010-50-0000 树脂T1.2 X H39 X 70";"RCT-PO";7500;0;7500;7500;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.39";"82131-SWA7-A010-50-0000 树脂T1.2 X H39 X 70";"RCT-TR";20982;0;20982;20982;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.40";"82131-SWA7-A010-51-0000 树脂T1.2 X H30 X 30";"ISS-TR";-11387;0;-11387;-11387;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.40";"82131-SWA7-A010-51-0000 树脂T1.2 X H30 X 30";"ISS-WO";-4288;0;-4288;-4288;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.40";"82131-SWA7-A010-51-0000 树脂T1.2 X H30 X 30";"RCT-PO";6000;0;6000;6000;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.40";"82131-SWA7-A010-51-0000 树脂T1.2 X H30 X 30";"RCT-TR";11387;0;11387;11387;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.41";"T113000-0000-0020-02 树脂钩扣H23.1XL20 (黑)";"ISS-TR";-25482;0;-25482;-25482;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.41";"T113000-0000-0020-02 树脂钩扣H23.1XL20 (黑)";"ISS-WO";-12402;0;-12402;-12402;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.41";"T113000-0000-0020-02 树脂钩扣H23.1XL20 (黑)";"RCT-PO";18000;0;18000;18000;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.41";"T113000-0000-0020-02 树脂钩扣H23.1XL20 (黑)";"RCT-TR";25482;0;25482;25482;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.42";"82131-SWA7-A010-22-0000 树脂钩扣H2.1 X L160黑";"ISS-TR";-8398;0;-8398;-8398;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.42";"82131-SWA7-A010-22-0000 树脂钩扣H2.1 X L160黑";"ISS-WO";-4288;0;-4288;-4288;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.42";"82131-SWA7-A010-22-0000 树脂钩扣H2.1 X L160黑";"RCT-PO";3000;0;3000;3000;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.42";"82131-SWA7-A010-22-0000 树脂钩扣H2.1 X L160黑";"RCT-TR";8398;0;8398;8398;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.42";"82131-SWA7-A010-22-0000 树脂钩扣H2.1 X L160黑";"RCT-UNP";3000;0;3000;3000;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.43";"82531-SWA7-A010-21-0000 树脂钩扣 H25.1 X L244";"ISS-TR";-4283;0;-4283;-4283;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.43";"82531-SWA7-A010-21-0000 树脂钩扣 H25.1 X L244";"ISS-WO";-2145;0;-2145;-2145;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.43";"82531-SWA7-A010-21-0000 树脂钩扣 H25.1 X L244";"RCT-PO";1500;0;1500;1500;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.43";"82531-SWA7-A010-21-0000 树脂钩扣 H25.1 X L244";"RCT-TR";4283;0;4283;4283;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.44";"82531-SWA7-A010-25-0000 树脂钩扣 H20 X L300";"ISS-TR";-4191;0;-4191;-4191;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.44";"82531-SWA7-A010-25-0000 树脂钩扣 H20 X L300";"ISS-WO";-2144;0;-2144;-2144;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.44";"82531-SWA7-A010-25-0000 树脂钩扣 H20 X L300";"RCT-PO";1500;0;1500;1500;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.44";"82531-SWA7-A010-25-0000 树脂钩扣 H20 X L300";"RCT-TR";4191;0;4191;4191;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.45";"82131-SWW7-E310-52-0000 树脂T1.2 X H40 X L100";"ISS-TR";-4274;0;-4274;-4274;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.45";"82131-SWW7-E310-52-0000 树脂T1.2 X H40 X L100";"ISS-WO";-2144;0;-2144;-2144;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.45";"82131-SWW7-E310-52-0000 树脂T1.2 X H40 X L100";"RCT-TR";4274;0;4274;4274;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.46";"T104000-0000-0030-01 树脂钩扣 L=30";"ISS-TR";-3040;0;-3040;-3040;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.46";"T104000-0000-0030-01 树脂钩扣 L=30";"RCT-TR";3040;0;3040;3040;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.47";"T117000-0000-0240-00 树脂钩扣 H21 X L240";"ISS-TR";-8366;0;-8366;-8366;0
2009;9;"1000";"宁波提爱思(加工区）";"8.03.15.47";"T117000-0000-0240-00 树脂钩扣 H21 X L240";"ISS-WO";-4297;0;-4297;-4297;0
