#def REPORTPATH=$/QAD Addons/BI Report/xxpcwor
#def :end
"年份";"期间";"地点代码";"地点说明";"件号";"件名";"加工单";"期初数量";"期间增加数量";"期间入库数量";"期间报废数量";"期末数量";"期间不计成本报废数量";"期间计算成本报废数量";"期间入库比例";"期间计算成本报废成本"
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.09.00";"2RS-556-牛皮裁片RB/R组合 ";"28710";0;120;120;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.11.00";"2RS-556-牛皮裁片RC/L组合 ";"25937";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.11.00";"2RS-556-牛皮裁片RC/L组合 ";"25947";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.11.00";"2RS-556-牛皮裁片RC/L组合 ";"25971";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.11.00";"2RS-556-牛皮裁片RC/L组合 ";"26973";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.11.00";"2RS-556-牛皮裁片RC/L组合 ";"26983";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.11.00";"2RS-556-牛皮裁片RC/L组合 ";"26993";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.11.00";"2RS-556-牛皮裁片RC/L组合 ";"27003";0;67;67;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.11.00";"2RS-556-牛皮裁片RC/L组合 ";"27013";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.11.00";"2RS-556-牛皮裁片RC/L组合 ";"28711";0;120;120;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.12.00";"2RS-556-牛皮裁片RC/R组合 ";"25938";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.12.00";"2RS-556-牛皮裁片RC/R组合 ";"25948";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.12.00";"2RS-556-牛皮裁片RC/R组合 ";"25972";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.12.00";"2RS-556-牛皮裁片RC/R组合 ";"26974";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.12.00";"2RS-556-牛皮裁片RC/R组合 ";"26984";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.12.00";"2RS-556-牛皮裁片RC/R组合 ";"26994";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.12.00";"2RS-556-牛皮裁片RC/R组合 ";"27004";0;67;67;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.12.00";"2RS-556-牛皮裁片RC/R组合 ";"27014";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.12.00";"2RS-556-牛皮裁片RC/R组合 ";"28712";0;120;120;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.18.00";"2RS-556色牛皮裁片HR-组合 ";"28713";0;120;0;0;120;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.18.00";"2RS-556色牛皮裁片HR-组合 ";"29368";0;322;322;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.08.01.05.00";"WQ-KG-327-皮裁片FC/L组合 ";"28849";0;27;27;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";"25921";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";"27103";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";"27114";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";"27124";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";"28058";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";"28076";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";"28086";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";"28096";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";"28106";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.02.00";"2RW-690牛皮裁片FB/L组合 ";"28602";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";"25922";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";"27104";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";"27115";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";"27125";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";"28059";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";"28077";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";"28087";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";"28097";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";"28107";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.03.00";"2RW-690牛皮裁片FB/R组合 ";"28603";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.05.00";"2RW-690牛皮裁片FC/L组合 ";"25923";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.05.00";"2RW-690牛皮裁片FC/L组合 ";"27105";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.05.00";"2RW-690牛皮裁片FC/L组合 ";"27116";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.05.00";"2RW-690牛皮裁片FC/L组合 ";"27126";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.05.00";"2RW-690牛皮裁片FC/L组合 ";"28060";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.05.00";"2RW-690牛皮裁片FC/L组合 ";"28078";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.05.00";"2RW-690牛皮裁片FC/L组合 ";"28088";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.05.00";"2RW-690牛皮裁片FC/L组合 ";"28098";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.05.00";"2RW-690牛皮裁片FC/L组合 ";"28108";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.05.00";"2RW-690牛皮裁片FC/L组合 ";"28604";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"25924";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"27106";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"27117";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"27127";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"28061";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"28079";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"28089";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"28099";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"28109";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.06.00";"2RW-690牛皮裁片FC/R组合 ";"28605";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"25925";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"27107";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"27118";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"27128";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"28062";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"28080";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"28090";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"28100";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"28110";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.08.00";"2RW-690牛皮裁片RB/L组合 ";"28606";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"25926";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"27108";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"27119";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"27129";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"28063";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"28081";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"28091";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"28101";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"28111";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.09.00";"2RW-690牛皮裁片RB/R组合 ";"28607";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"25927";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"27109";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"27120";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"27130";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"28064";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"28082";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"28092";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"28102";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"28112";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.11.00";"2RW-690牛皮裁片RC/L组合 ";"28608";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"25928";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"27110";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"27121";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"27131";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"28065";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"28083";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"28093";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"28103";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"28113";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";"28609";0;80;80;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"27111";0;820;0;0;820;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"28610";0;80;0;0;80;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.14.12.18.00";"2RW-690色牛皮裁片HR组合 ";"29358";0;194;194;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.16.01.06.00";"2WL-E5-FCR.NC327 ";"29250";0;2;2;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.17.01.06.00";"2WL-G5-FCR.NC327 ";"29233";0;6;6;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.17.01.06.00";"2WL-G5-FCR.NC327 ";"29245";0;2;2;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"4.02.05.00.01.00";"2RS-556色方形裁片 ";"30100";0;7;7;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"4.14.12.00.01.00";"2RS-690色方形裁片120*40 ";"30089";0;7;7;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-AAR.690";"2RW-S91组合-AAR.690 ";"27178";0;360;360;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-AAR.690";"2RW-S91组合-AAR.690 ";"28321";0;342;342;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-BSL.556";"ZQ-S91组合BSL.556 ";"27342";0;330;330;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-BSL.690";"2RW-S91组合BSL.690 ";"27179";0;360;360;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-BSL.690";"2RW-S91组合BSL.690 ";"28322";0;342;342;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-BSR.556";"ZQ-S91组合BSR.556 ";"27343";0;330;330;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";"27180";0;360;360;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";"28323";0;342;342;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-RBL.556";"ZQ-S91组合RBL.566 ";"27344";0;330;330;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-RBL.690";"2RW-S91组合RBL.690 ";"27181";0;360;360;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-RBL.690";"2RW-S91组合RBL.690 ";"28324";0;342;342;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-RBR.556";"ZQ-S91组合RBR.5566 ";"27345";0;330;330;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-RBR.690";"2RW-S91组合RBR.690 ";"27182";0;360;360;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-RBR.690";"2RW-S91组合RBR.690 ";"28325";0;342;342;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-RCL.556";"ZQ-S91组合RCL.566 ";"27346";0;330;330;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-RCL.690";"2RW-S91组合RCL.690 ";"27183";0;360;360;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-RCL.690";"2RW-S91组合RCL.690 ";"28326";0;342;342;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-RCR.556";"ZQ-S91组合RCR.556 ";"27347";0;330;330;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-RCR.690";"2RW-S91组合RCR.690 ";"27184";0;360;360;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-RCR.690";"2RW-S91组合RCR.690 ";"28327";0;342;342;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A0-RRCA.556";"ZQ-S91组合AAR.556 ";"27348";0;330;330;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-BC.556";"ZQ-S91组合FBC.556 ";"27349";0;330;330;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-BC.556";"ZQ-S91组合FBC.556 ";"28699";0;330;330;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-BC.690";"2RW-S91组合FBC.690 ";"27185";0;360;360;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-BC.690";"2RW-S91组合FBC.690 ";"28328";0;342;342;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-BC.690";"2RW-S91组合FBC.690 ";"28596";0;258;258;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-FBL.556";"ZQ-S91组合FBL.556 ";"27350";0;330;330;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-FBL.690";"2RW-S91组合FBL.690 ";"27186";0;360;360;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-FBL.690";"2RW-S91组合FBL.690 ";"28329";0;342;342;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-FBR.556";"ZQ-S91组合FBR.5566 ";"27351";0;330;330;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-FBR.690";"2RW-S91组合FBR.690 ";"27187";0;360;360;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-FBR.690";"2RW-S91组合FBR.690 ";"28330";0;342;342;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-FCL.556";"ZQ-S91组合FCL.5566 ";"27352";0;330;330;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-FCL.690";"2RW-S91组合FCL.690 ";"27188";0;360;360;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-FCL.690";"2RW-S91组合FCL.690 ";"28331";0;342;342;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-FCR.556";"ZQ-S91组合FCR.5566 ";"27353";0;330;330;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-FCR.690";"2RW-S91组合FCR.690 ";"27189";0;360;360;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"7.A1-FCR.690";"2RW-S91组合FCR.690 ";"28332";0;342;342;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"26783";0;5566.4;5566.4;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"26784";0;3158.3;3158.3;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"26785";0;2784.1;2784.1;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"26788";0;1105.4;1105.4;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"26790";0;3012.7;3012.7;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"26798";0;2653.6;2653.6;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"26802";0;1987.6;1987.6;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"26804";0;1556.1;1556.1;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"27769";0;50.9;50.9;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"28024";0;370.4;370.4;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"28119";0;5397.5;5397.5;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"28333";0;-1092.5;-1092.5;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"28534";0;2402.9;2402.9;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"28537";0;5176.6;5176.6;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.02.01.02FJ";"2RS-2号救济画皮556L ";"28852";0;1092.5;1092.5;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"26791";0;562.4;562.4;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"26805";0;595.8;595.8;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"26807";0;3419.1;3419.1;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"26912";0;5624.5;5624.5;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"27770";0;3159.8;3159.8;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"27783";0;3549.3;3549.3;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"27784";0;4816;4816;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"27785";0;4909.6;4909.6;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"28023";0;714.1;714.1;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"28611";0;4595.9;4595.9;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"28883";0;1403.1;1403.1;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"28886";0;1333.1;1333.1;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"29207";0;601.3;601.3;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";"30061";0;272.4;272.4;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01FJ";"2RW-690色救济画皮 ";"28912";0;2021.6;2021.6;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"8.14.01.01FJ";"2RW-690色救济画皮 ";"29210";0;3774.9;3774.9;0;0;0;0;1;0
