#def REPORTPATH=$/QAD Addons/BI Report/xxpcwor
#def :end
"年份";"期间";"地点代码";"地点说明";"件号";"件名";"加工单";"期初数量";"期间增加数量";"期间入库数量";"期间报废数量";"期末数量";"期间不计成本报废数量";"期间计算成本报废数量";"期间入库比例";"期间计算成本报废成本"
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"28901";0;78;78;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"29333";0;26;26;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"29377";0;12;12;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"27152";0;24;24;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"27174";0;138;138;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"28198";0;78;78;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"28281";0;42;42;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"28301";0;72;72;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"28433";0;36;36;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"28529";0;54;54;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"28634";0;42;42;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"28722";0;42;42;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"28733";0;36;36;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"28746";0;78;78;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"28759";0;24;24;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"28872";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"28902";0;78;78;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"29334";0;20;20;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"29378";0;12;12;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"27151";0;24;24;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"27172";0;90;90;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"28185";0;54;54;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"28196";0;114;114;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"28279";0;48;48;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"28303";0;72;72;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"28436";0;30;30;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"28531";0;48;48;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"28613";0;54;54;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"28715";0;48;48;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"28740";0;54;54;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"28753";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"28874";0;54;54;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"29183";0;54;54;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"29369";0;51;51;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"29380";0;12;12;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"26773";0;24;24;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"27173";0;90;90;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"28186";0;54;54;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"28197";0;66;66;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"28280";0;48;48;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"28304";0;72;72;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"28438";0;30;30;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"28532";0;48;48;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"28614";0;54;54;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"28716";0;48;48;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"28728";0;48;48;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"28741";0;54;54;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"28754";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"28875";0;54;54;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"29184";0;54;54;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"29370";0;51;51;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"29379";0;12;12;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"27156";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28171";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28190";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28202";0;75;75;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28285";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28341";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28356";0;15;15;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28449";0;30;30;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28535";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28675";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28726";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28736";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28749";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28762";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"28881";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"29189";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"29375";0;103;103;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"29381";0;4;4;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"27155";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28169";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28189";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28201";0;75;75;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28284";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28340";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28355";0;15;15;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28451";0;30;30;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28536";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28676";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28727";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28737";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28750";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28761";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"28882";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"29190";0;45;45;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"29376";0;103;103;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"29382";0;18;18;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28170";0;120;120;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28188";0;90;90;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28200";0;120;120;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28283";0;120;120;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28305";0;240;240;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28446";0;180;180;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28538";0;150;150;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"28751";0;1;0;0;1;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"29383";0;-8;-8;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"27167";0;30;30;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28172";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28191";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28203";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28286";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28342";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28448";0;30;30;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28533";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28674";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28725";0;30;30;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28735";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28748";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28760";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"28880";0;60;60;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"29188";0;30;30;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"29374";0;72;72;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"25920";0;40;0;0;40;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"27102";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"27113";0;40;0;0;40;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"27123";0;40;0;0;40;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"28057";0;40;0;0;40;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"28075";0;80;0;0;80;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"28085";0;40;0;0;40;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"28095";0;80;0;0;80;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"28105";0;40;0;0;40;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"28601";0;80;0;0;80;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"29211";0;80;0;0;80;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"29349";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"30079";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"30116";0;120;0;0;120;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"27177";0;360;0;0;360;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"28320";0;342;0;0;342;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"28588";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2WL327E5-NC";" 2WL327E5-NC过程物料";"29246";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2WL327G5-NC";" 2WL327G5Y5-NC过程物料";"29234";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"2WL642G5-NC";"2WL642-G5-Y5-NC 2WL642G5-NC过程物料";"29222";0;0;0;0;0;0;0;0;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.04.12.00";"2RS-167-牛皮裁片RC/R组合 ";"28297";0;5;5;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"25931";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"25941";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"25965";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26967";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26977";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26987";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"26997";0;67;67;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"27007";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.02.00";"2RS-556-牛皮裁片FB/L组合 ";"28705";0;120;120;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"25932";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"25942";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"25966";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26968";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26978";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26988";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"26998";0;67;67;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"27008";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.03.00";"2RS-556-牛皮裁片FB/R组合 ";"28706";0;120;120;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"25933";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"25943";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"25967";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"26969";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"26979";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"26989";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"26999";0;67;67;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"27009";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.05.00";"2RS-556-牛皮裁片FC/L组合 ";"28707";0;120;120;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.06.00";"2RS-556-牛皮裁片FC/R组合 ";"25934";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.06.00";"2RS-556-牛皮裁片FC/R组合 ";"25944";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.06.00";"2RS-556-牛皮裁片FC/R组合 ";"25968";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.06.00";"2RS-556-牛皮裁片FC/R组合 ";"26970";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.06.00";"2RS-556-牛皮裁片FC/R组合 ";"26980";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.06.00";"2RS-556-牛皮裁片FC/R组合 ";"26990";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.06.00";"2RS-556-牛皮裁片FC/R组合 ";"27000";0;67;67;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.06.00";"2RS-556-牛皮裁片FC/R组合 ";"27010";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.06.00";"2RS-556-牛皮裁片FC/R组合 ";"28708";0;120;120;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.08.00";"2RS-556-牛皮裁片RB/L组合 ";"25935";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.08.00";"2RS-556-牛皮裁片RB/L组合 ";"25945";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.08.00";"2RS-556-牛皮裁片RB/L组合 ";"25969";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.08.00";"2RS-556-牛皮裁片RB/L组合 ";"26971";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.08.00";"2RS-556-牛皮裁片RB/L组合 ";"26981";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.08.00";"2RS-556-牛皮裁片RB/L组合 ";"26991";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.08.00";"2RS-556-牛皮裁片RB/L组合 ";"27001";0;67;67;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.08.00";"2RS-556-牛皮裁片RB/L组合 ";"27011";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.08.00";"2RS-556-牛皮裁片RB/L组合 ";"28709";0;120;120;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.09.00";"2RS-556-牛皮裁片RB/R组合 ";"25936";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.09.00";"2RS-556-牛皮裁片RB/R组合 ";"25946";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.09.00";"2RS-556-牛皮裁片RB/R组合 ";"25970";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.09.00";"2RS-556-牛皮裁片RB/R组合 ";"26972";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.09.00";"2RS-556-牛皮裁片RB/R组合 ";"26982";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.09.00";"2RS-556-牛皮裁片RB/R组合 ";"26992";0;40;40;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.09.00";"2RS-556-牛皮裁片RB/R组合 ";"27002";0;67;67;0;0;0;0;1;0
2009;6;"1000";"宁波提爱思(加工区）";"3.02.05.09.00";"2RS-556-牛皮裁片RB/R组合 ";"27012";0;40;40;0;0;0;0;1;0
