#def REPORTPATH=$/QAD Addons/BI Report/xxpctrcz
#def :end
2009;10;¼þ;¼þ;ÆÚ³õ;;;Ôö¼ÓºÏ¼Æ;;;ISS-UNP;;;RCT-PO;;;RCT-TR;;;RCT-WO;;;¼õÉÙºÏ¼Æ;;;ISS-PRV;;;ISS-SO;;;ISS-TR;;;ISS-UNP;;;ISS-WO;;;RCT-PO;;;ÆÚÄ©;;
2009;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;10;ºÅ;Ãû;ÊýÁ¿;¾ù³É;×Ü³É;ÊýÁ¿;¾ù³É;×Ü³É;ÊýÁ¿;¾ù³É;×Ü³É;ÊýÁ¿;¾ù³É;×Ü³É;ÊýÁ¿;¾ù³É;×Ü³É;ÊýÁ¿;¾ù³É;×Ü³É;ÊýÁ¿;¾ù³É;×Ü³É;ÊýÁ¿;¾ù³É;×Ü³É;ÊýÁ¿;¾ù³É;×Ü³É;ÊýÁ¿;¾ù³É;×Ü³É;ÊýÁ¿;¾ù³É;×Ü³É;ÊýÁ¿;¾ù³É;×Ü³É;ÊýÁ¿;¾ù³É;×Ü³É;ÊýÁ¿;¾ù³É;×Ü³É
2009;10;3.01.07.04.0AF; ;0;0;0;1037;0;0;0;0;0;0;0;0;442;0;0;595;0;0;-662;0;0;0;0;0;-220;0;0;-442;0;0;0;0;0;0;0;0;0;0;0;375;0;0
2009;10;3.01.07.04.0BF; ;0;0;0;537;0;0;0;0;0;0;0;0;32;0;0;505;0;0;-32;0;0;0;0;0;0;0;0;-32;0;0;0;0;0;0;0;0;0;0;0;505;0;0
2009;10;3.01.07.04.0CF; ;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0
2009;10;3.01.07.07.00; ;0;0;0;1184;0;0;0;0;0;0;0;0;474;0;0;710;0;0;-694;0;0;0;0;0;-220;0;0;-474;0;0;0;0;0;0;0;0;0;0;0;490;0;0
2009;10;3.01.07.09.00; ;0;0;0;592;0;0;0;0;0;0;0;0;237;0;0;355;0;0;-347;0;0;0;0;0;-110;0;0;-237;0;0;0;0;0;0;0;0;0;0;0;245;0;0
2009;10;3.01.07.10.00; ;0;0;0;592;0;0;0;0;0;0;0;0;237;0;0;355;0;0;-347;0;0;0;0;0;-110;0;0;-237;0;0;0;0;0;0;0;0;0;0;0;245;0;0
2009;10;3.01.09.01.00F; ;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0
2009;10;3.01.09.04.0BF; ;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0
2009;10;3.01.09.04.0CF; ;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0
2009;10;3.01.09.07.00; ;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0
2009;10;3.01.09.10.00; ;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0
2009;10;3.01.09.11.00; ;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0
2009;10;3.02.04.12.00; ;-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5;0;0
2009;10;3.02.05.02.00; ;320;0;0;1568;0;0;0;0;0;0;0;0;1134;0;0;434;0;0;-1878;0;0;0;0;0;0;0;0;-1134;0;0;0;0;0;-744;0;0;0;0;0;10;0;0
2009;10;3.02.05.03.00; ;320;0;0;1568;0;0;0;0;0;0;0;0;1134;0;0;434;0;0;-1878;0;0;0;0;0;0;0;0;-1134;0;0;0;0;0;-744;0;0;0;0;0;10;0;0
2009;10;3.02.05.05.00; ;320;0;0;1568;0;0;0;0;0;0;0;0;1134;0;0;434;0;0;-1878;0;0;0;0;0;0;0;0;-1134;0;0;0;0;0;-744;0;0;0;0;0;10;0;0
2009;10;3.02.05.06.00; ;320;0;0;1568;0;0;0;0;0;0;0;0;1134;0;0;434;0;0;-1878;0;0;0;0;0;0;0;0;-1134;0;0;0;0;0;-744;0;0;0;0;0;10;0;0
2009;10;3.02.05.08.00; ;200;0;0;1668;0;0;0;0;0;0;0;0;1124;0;0;544;0;0;-1868;0;0;0;0;0;0;0;0;-1124;0;0;0;0;0;-744;0;0;0;0;0;0;0;0
2009;10;3.02.05.09.00; ;200;0;0;1668;0;0;0;0;0;0;0;0;1124;0;0;544;0;0;-1868;0;0;0;0;0;0;0;0;-1124;0;0;0;0;0;-744;0;0;0;0;0;0;0;0
2009;10;3.02.05.11.00; ;205;0;0;1668;0;0;0;0;0;0;0;0;1124;0;0;544;0;0;-1868;0;0;0;0;0;0;0;0;-1124;0;0;0;0;0;-744;0;0;0;0;0;5;0;0
2009;10;3.02.05.12.00; ;200;0;0;1668;0;0;0;0;0;0;0;0;1124;0;0;544;0;0;-1868;0;0;0;0;0;0;0;0;-1124;0;0;0;0;0;-744;0;0;0;0;0;0;0;0
2009;10;3.02.05.18.00; ;412;0;0;2040;0;0;0;0;0;0;0;0;1630;0;0;410;0;0;-2080;0;0;0;0;0;-450;0;0;-1630;0;0;0;0;0;0;0;0;0;0;0;372;0;0
2009;10;3.05.02.02.00; ;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;0;0
2009;10;3.05.02.03.00; ;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;0;0
2009;10;3.05.02.17.00; ;386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;386;0;0
2009;10;3.06.02.02.00; ;0;0;0;360;0;0;0;0;0;0;0;0;270;0;0;90;0;0;-360;0;0;0;0;0;-90;0;0;-270;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.06.02.03.00; ;0;0;0;360;0;0;0;0;0;0;0;0;270;0;0;90;0;0;-360;0;0;0;0;0;-90;0;0;-270;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.06.02.05A.00; ;0;0;0;360;0;0;0;0;0;0;0;0;270;0;0;90;0;0;-360;0;0;0;0;0;-90;0;0;-270;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.06.02.06A.00; ;0;0;0;360;0;0;0;0;0;0;0;0;270;0;0;90;0;0;-360;0;0;0;0;0;-90;0;0;-270;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.06.02.07A.00; ;0;0;0;360;0;0;0;0;0;0;0;0;270;0;0;90;0;0;-360;0;0;0;0;0;-90;0;0;-270;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.06.02.09A.00; ;0;0;0;360;0;0;0;0;0;0;0;0;270;0;0;90;0;0;-360;0;0;0;0;0;-90;0;0;-270;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.06.02.11A.00; ;0;0;0;360;0;0;0;0;0;0;0;0;270;0;0;90;0;0;-360;0;0;0;0;0;-90;0;0;-270;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.06.02.12A.00; ;0;0;0;360;0;0;0;0;0;0;0;0;270;0;0;90;0;0;-360;0;0;0;0;0;-90;0;0;-270;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.06.02.17.00; ;0;0;0;360;0;0;0;0;0;0;0;0;270;0;0;90;0;0;-360;0;0;0;0;0;-90;0;0;-270;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.06.02.21A.00;J210 J210;0;0;0;360;0;0;0;0;0;0;0;0;270;0;0;90;0;0;-360;0;0;0;0;0;-90;0;0;-270;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.07.02.05.00; ;425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425;0;0
2009;10;3.08.01.06.00; ;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;0;0
2009;10;3.14.12.02.00; ;124;0;0;1552;0;0;0;0;0;0;0;0;756;0;0;796;0;0;-1596;0;0;0;0;0;0;0;0;-756;0;0;0;0;0;-840;0;0;0;0;0;80;0;0
2009;10;3.14.12.03.00; ;124;0;0;1552;0;0;0;0;0;0;0;0;756;0;0;796;0;0;-1596;0;0;0;0;0;0;0;0;-756;0;0;0;0;0;-840;0;0;0;0;0;80;0;0
2009;10;3.14.12.05.00; ;124;0;0;1552;0;0;0;0;0;0;0;0;756;0;0;796;0;0;-1596;0;0;0;0;0;0;0;0;-756;0;0;0;0;0;-840;0;0;0;0;0;80;0;0
2009;10;3.14.12.06.00; ;124;0;0;1552;0;0;0;0;0;0;0;0;756;0;0;796;0;0;-1596;0;0;0;0;0;0;0;0;-756;0;0;0;0;0;-840;0;0;0;0;0;80;0;0
2009;10;3.14.12.08.00; ;124;0;0;1552;0;0;0;0;0;0;0;0;756;0;0;796;0;0;-1596;0;0;0;0;0;0;0;0;-756;0;0;0;0;0;-840;0;0;0;0;0;80;0;0
2009;10;3.14.12.09.00; ;164;0;0;1552;0;0;0;0;0;0;0;0;756;0;0;796;0;0;-1596;0;0;0;0;0;0;0;0;-756;0;0;0;0;0;-840;0;0;0;0;0;120;0;0
2009;10;3.14.12.11.00; ;124;0;0;1552;0;0;0;0;0;0;0;0;756;0;0;796;0;0;-1596;0;0;0;0;0;0;0;0;-756;0;0;0;0;0;-840;0;0;0;0;0;80;0;0
2009;10;3.14.12.12.00; ;124;0;0;1552;0;0;0;0;0;0;0;0;756;0;0;796;0;0;-1596;0;0;0;0;0;0;0;0;-756;0;0;0;0;0;-840;0;0;0;0;0;80;0;0
2009;10;3.14.12.18.00; ;674;0;0;2430;0;0;0;0;0;0;0;0;1620;0;0;810;0;0;-2160;0;0;0;0;0;-540;0;0;-1620;0;0;0;0;0;0;0;0;0;0;0;944;0;0
2009;10;3.16.01.02.00; ;79;0;0;124;0;0;0;0;0;0;0;0;82;0;0;42;0;0;-174;0;0;0;0;0;0;0;0;-82;0;0;0;0;0;-92;0;0;0;0;0;29;0;0
2009;10;3.16.01.03.00; ;79;0;0;124;0;0;0;0;0;0;0;0;82;0;0;42;0;0;-174;0;0;0;0;0;0;0;0;-82;0;0;0;0;0;-92;0;0;0;0;0;29;0;0
2009;10;3.16.01.05.00; ;77;0;0;124;0;0;0;0;0;0;0;0;82;0;0;42;0;0;-174;0;0;0;0;0;0;0;0;-82;0;0;0;0;0;-92;0;0;0;0;0;27;0;0
2009;10;3.16.01.06.00; ;77;0;0;124;0;0;0;0;0;0;0;0;82;0;0;42;0;0;-174;0;0;0;0;0;0;0;0;-82;0;0;0;0;0;-92;0;0;0;0;0;27;0;0
2009;10;3.16.01.08.00T; ;129;0;0;234;0;0;0;0;0;0;0;0;137;0;0;97;0;0;-321;0;0;0;0;0;0;0;0;-137;0;0;0;0;0;-184;0;0;0;0;0;42;0;0
2009;10;3.16.01.09.00T; ;129;0;0;234;0;0;0;0;0;0;0;0;137;0;0;97;0;0;-321;0;0;0;0;0;0;0;0;-137;0;0;0;0;0;-184;0;0;0;0;0;42;0;0
2009;10;3.16.01.11.00T; ;126;0;0;234;0;0;0;0;0;0;0;0;137;0;0;97;0;0;-321;0;0;0;0;0;0;0;0;-137;0;0;0;0;0;-184;0;0;0;0;0;39;0;0
2009;10;3.16.01.12.00T; ;126;0;0;234;0;0;0;0;0;0;0;0;137;0;0;97;0;0;-321;0;0;0;0;0;0;0;0;-137;0;0;0;0;0;-184;0;0;0;0;0;39;0;0
2009;10;3.16.01.16.00T; ;0;0;0;475;0;0;0;0;0;0;0;0;0;0;0;475;0;0;-475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-475;0;0;0;0;0;0;0;0
2009;10;3.16.01.17.00T; ;126;0;0;234;0;0;0;0;0;0;0;0;137;0;0;97;0;0;-321;0;0;0;0;0;0;0;0;-137;0;0;0;0;0;-184;0;0;0;0;0;39;0;0
2009;10;3.16.01.21.00T; ;126;0;0;140;0;0;0;0;0;0;0;0;82;0;0;58;0;0;-266;0;0;0;0;0;0;0;0;-82;0;0;0;0;0;-184;0;0;0;0;0;0;0;0
2009;10;3.16.02.02.00; ;290;0;0;1473;0;0;0;0;0;0;0;0;558;0;0;915;0;0;-1364;0;0;0;0;0;0;0;0;-558;0;0;0;0;0;-806;0;0;0;0;0;399;0;0
2009;10;3.16.02.03.00; ;295;0;0;1472;0;0;0;0;0;0;0;0;557;0;0;915;0;0;-1363;0;0;0;0;0;0;0;0;-557;0;0;0;0;0;-806;0;0;0;0;0;404;0;0
2009;10;3.16.02.05.00; ;265;0;0;1478;0;0;0;0;0;0;0;0;563;0;0;915;0;0;-1371;0;0;0;0;0;0;0;0;-563;0;0;0;0;0;-808;0;0;0;0;0;372;0;0
2009;10;3.16.02.06.00; ;285;0;0;1472;0;0;0;0;0;0;0;0;557;0;0;915;0;0;-1363;0;0;0;0;0;0;0;0;-557;0;0;0;0;0;-806;0;0;0;0;0;394;0;0
2009;10;3.16.02.08.00T; ;211;0;0;3520;0;0;0;0;0;0;0;0;1535;0;0;1985;0;0;-3235;0;0;0;0;0;0;0;0;-1535;0;0;0;0;0;-1700;0;0;0;0;0;496;0;0
2009;10;3.16.02.09.00T; ;211;0;0;3520;0;0;0;0;0;0;0;0;1535;0;0;1985;0;0;-3235;0;0;0;0;0;0;0;0;-1535;0;0;0;0;0;-1700;0;0;0;0;0;496;0;0
2009;10;3.16.02.11.00T; ;211;0;0;3520;0;0;0;0;0;0;0;0;1535;0;0;1985;0;0;-3235;0;0;0;0;0;0;0;0;-1535;0;0;0;0;0;-1700;0;0;0;0;0;496;0;0
2009;10;3.16.02.12.00T; ;211;0;0;3520;0;0;0;0;0;0;0;0;1535;0;0;1985;0;0;-3235;0;0;0;0;0;0;0;0;-1535;0;0;0;0;0;-1700;0;0;0;0;0;496;0;0
2009;10;3.16.02.16.00T; ;0;0;0;1890;0;0;0;0;0;0;0;0;0;0;0;1890;0;0;-1690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1690;0;0;0;0;0;200;0;0
2009;10;3.16.02.17.00T; ;211;0;0;3618;0;0;0;0;0;0;0;0;1633;0;0;1985;0;0;-3331;0;0;0;0;0;0;0;0;-1633;0;0;0;0;0;-1698;0;0;0;0;0;498;0;0
2009;10;3.16.02.18.00T;81141-SWY0-E510-M1-0000 81141-SWY0-E510-M1-0000;0;0;0;2190;0;0;0;0;0;0;0;0;150;0;0;2040;0;0;-2140;0;0;0;0;0;0;0;0;-150;0;0;0;0;0;-1990;0;0;0;0;0;50;0;0
2009;10;3.16.02.19.00T;82141-SWY0-E210-M1-0001 82141-SWY0-E210-M1-0001;0;0;0;2190;0;0;0;0;0;0;0;0;150;0;0;2040;0;0;-2140;0;0;0;0;0;0;0;0;-150;0;0;0;0;0;-1990;0;0;0;0;0;50;0;0
2009;10;3.16.02.20.00T;82941-SWY0-E210-M1-0001 82941-SWY0-E210-M1-0001;0;0;0;1170;0;0;0;0;0;0;0;0;150;0;0;1020;0;0;-1120;0;0;0;0;0;0;0;0;-150;0;0;0;0;0;-970;0;0;0;0;0;50;0;0
2009;10;3.16.02.21.00T; ;211;0;0;3618;0;0;0;0;0;0;0;0;1633;0;0;1985;0;0;-3331;0;0;0;0;0;0;0;0;-1633;0;0;0;0;0;-1698;0;0;0;0;0;498;0;0
2009;10;3.17.01.02.00; ;47;0;0;110;0;0;0;0;0;0;0;0;55;0;0;55;0;0;-147;0;0;0;0;0;0;0;0;-55;0;0;0;0;0;-92;0;0;0;0;0;10;0;0
2009;10;3.17.01.03.00; ;47;0;0;110;0;0;0;0;0;0;0;0;55;0;0;55;0;0;-147;0;0;0;0;0;0;0;0;-55;0;0;0;0;0;-92;0;0;0;0;0;10;0;0
2009;10;3.17.01.05.00; ;58;0;0;210;0;0;0;0;0;0;0;0;155;0;0;55;0;0;-247;0;0;0;0;0;0;0;0;-155;0;0;0;0;0;-92;0;0;0;0;0;21;0;0
2009;10;3.17.01.06.00; ;41;0;0;110;0;0;0;0;0;0;0;0;55;0;0;55;0;0;-147;0;0;0;0;0;0;0;0;-55;0;0;0;0;0;-92;0;0;0;0;0;4;0;0
2009;10;3.17.02.02.00; ;31;0;0;2150;0;0;0;0;0;0;0;0;1080;0;0;1070;0;0;-1974;0;0;0;0;0;0;0;0;-1080;0;0;0;0;0;-894;0;0;0;0;0;207;0;0
2009;10;3.17.02.03.00; ;31;0;0;2150;0;0;0;0;0;0;0;0;1080;0;0;1070;0;0;-1974;0;0;0;0;0;0;0;0;-1080;0;0;0;0;0;-894;0;0;0;0;0;207;0;0
2009;10;3.17.02.05.00; ;31;0;0;2150;0;0;0;0;0;0;0;0;1080;0;0;1070;0;0;-1974;0;0;0;0;0;0;0;0;-1080;0;0;0;0;0;-894;0;0;0;0;0;207;0;0
2009;10;3.17.02.06.00; ;31;0;0;2150;0;0;0;0;0;0;0;0;1080;0;0;1070;0;0;-1974;0;0;0;0;0;0;0;0;-1080;0;0;0;0;0;-894;0;0;0;0;0;207;0;0
2009;10;3.18.02.02.00T; ;334;0;0;1592;0;0;0;0;0;0;0;0;807;0;0;785;0;0;-1722;0;0;0;0;0;0;0;0;-807;0;0;0;0;0;-915;0;0;0;0;0;204;0;0
2009;10;3.18.02.03.00T; ;334;0;0;1592;0;0;0;0;0;0;0;0;807;0;0;785;0;0;-1722;0;0;0;0;0;0;0;0;-807;0;0;0;0;0;-915;0;0;0;0;0;204;0;0
2009;10;3.18.02.05.00; ;182;0;0;590;0;0;0;0;0;0;0;0;295;0;0;295;0;0;-717;0;0;0;0;0;0;0;0;-295;0;0;0;0;0;-422;0;0;0;0;0;55;0;0
2009;10;3.18.02.06.00; ;182;0;0;590;0;0;0;0;0;0;0;0;295;0;0;295;0;0;-717;0;0;0;0;0;0;0;0;-295;0;0;0;0;0;-422;0;0;0;0;0;55;0;0
2009;10;3.18.02.08.00T; ;334;0;0;1592;0;0;0;0;0;0;0;0;807;0;0;785;0;0;-1722;0;0;0;0;0;0;0;0;-807;0;0;0;0;0;-915;0;0;0;0;0;204;0;0
2009;10;3.18.02.09.00T; ;334;0;0;1592;0;0;0;0;0;0;0;0;807;0;0;785;0;0;-1722;0;0;0;0;0;0;0;0;-807;0;0;0;0;0;-915;0;0;0;0;0;204;0;0
2009;10;3.18.02.11.00T; ;334;0;0;1592;0;0;0;0;0;0;0;0;807;0;0;785;0;0;-1722;0;0;0;0;0;0;0;0;-807;0;0;0;0;0;-915;0;0;0;0;0;204;0;0
2009;10;3.18.02.12.00T; ;334;0;0;1592;0;0;0;0;0;0;0;0;807;0;0;785;0;0;-1722;0;0;0;0;0;0;0;0;-807;0;0;0;0;0;-915;0;0;0;0;0;204;0;0
2009;10;3.18.02.17.00T; ;0;0;0;490;0;0;0;0;0;0;0;0;0;0;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;490;0;0
2009;10;3.18.02.20.00T; ;24;0;0;490;0;0;0;0;0;0;0;0;0;0;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514;0;0
2009;10;3.18.02.21.00T; ;334;0;0;1992;0;0;0;0;0;0;0;0;1007;0;0;985;0;0;-1922;0;0;0;0;0;0;0;0;-1007;0;0;0;0;0;-915;0;0;0;0;0;404;0;0
2009;10;3.19.02.05.00; ;152;0;0;1002;0;0;0;0;0;0;0;0;512;0;0;490;0;0;-1005;0;0;0;0;0;0;0;0;-512;0;0;0;0;0;-493;0;0;0;0;0;149;0;0
2009;10;3.19.02.06.00; ;152;0;0;1002;0;0;0;0;0;0;0;0;512;0;0;490;0;0;-1005;0;0;0;0;0;0;0;0;-512;0;0;0;0;0;-493;0;0;0;0;0;149;0;0
2009;10;3.22.01.11.01;81141-SWA0-J510-M1-P300 81141-SWA0-J510-M1-P300;0;0;0;4800;0;0;0;0;0;0;0;0;3200;0;0;1600;0;0;-4800;0;0;0;0;0;-1600;0;0;-3200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.22.01.11.02;82141-SWA0-J210-M1-P300 82141-SWA0-J210-M1-P300;0;0;0;4800;0;0;0;0;0;0;0;0;3200;0;0;1600;0;0;-4800;0;0;0;0;0;-1600;0;0;-3200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.22.01.12.00;82941-SWA0-J210-M1-P300 82941-SWA0-J210-M1-P300;0;0;0;2400;0;0;0;0;0;0;0;0;1600;0;0;800;0;0;-2400;0;0;0;0;0;-800;0;0;-1600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.22.01.13.00;81181-SWC0-U610-M1-P300 81181-SWC0-U610-M1-P300;0;0;0;1080;0;0;0;0;0;0;0;0;720;0;0;360;0;0;-1080;0;0;0;0;0;-360;0;0;-720;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.22.01.14.00;81581-SWC0-U510-M1-P300 81581-SWC0-U510-M1-P300;0;0;0;1080;0;0;0;0;0;0;0;0;720;0;0;360;0;0;-1080;0;0;0;0;0;-360;0;0;-720;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.22.02.01.00;81121-SWA0-J510-M1-P300 81121-SWA0-J510-M1-P300;0;0;0;930;0;0;0;0;0;0;0;0;540;0;0;390;0;0;-750;0;0;0;0;0;-210;0;0;-540;0;0;0;0;0;0;0;0;0;0;0;180;0;0
2009;10;3.22.02.02.00;81521-SWA0-J510-M1-P300 81521-SWA0-J510-M1-P300;0;0;0;930;0;0;0;0;0;0;0;0;540;0;0;390;0;0;-750;0;0;0;0;0;-210;0;0;-540;0;0;0;0;0;0;0;0;0;0;0;180;0;0
2009;10;3.22.02.03.01;81131-SWA0-9510-M1-P300 81131-SWA0-9510-M1-P300;150;0;0;510;0;0;0;0;0;0;0;0;240;0;0;270;0;0;-360;0;0;0;0;0;0;0;0;-240;0;0;0;0;0;-120;0;0;0;0;0;300;0;0
2009;10;3.22.02.03.02;81131-SWC0-K510-M1-P300 81131-SWC0-K510-M1-P300;0;0;0;780;0;0;0;0;0;0;0;0;480;0;0;300;0;0;-600;0;0;0;0;0;-120;0;0;-480;0;0;0;0;0;0;0;0;0;0;0;180;0;0
2009;10;3.22.02.04.01;81531-SWA0-9510-M1-P300 81531-SWA0-9510-M1-P300;30;0;0;1350;0;0;0;0;0;0;0;0;810;0;0;540;0;0;-1230;0;0;0;0;0;-300;0;0;-810;0;0;0;0;0;-120;0;0;0;0;0;150;0;0
2009;10;3.22.02.04.02;81531-SWA0-J510-M1-P300 81531-SWA0-J510-M1-P300;150;0;0;120;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;0;0
2009;10;3.22.02.05.01;82121-SWA7-J210-M1-P300 82121-SWA7-J210-M1-P300;0;0;0;960;0;0;0;0;0;0;0;0;600;0;0;360;0;0;-840;0;0;0;0;0;-240;0;0;-600;0;0;0;0;0;0;0;0;0;0;0;120;0;0
2009;10;3.22.02.05.02;82121-SWA7-U210-M1-P300 82121-SWA7-U210-M1-P300;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0
2009;10;3.22.02.06.01;82521-SWA7-J210-M1-P300 82521-SWA7-J210-M1-P300;0;0;0;960;0;0;0;0;0;0;0;0;600;0;0;360;0;0;-840;0;0;0;0;0;-240;0;0;-600;0;0;0;0;0;0;0;0;0;0;0;120;0;0
2009;10;3.22.02.06.02;82521-SWA7-U210-M1-P300 82521-SWA7-U210-M1-P300;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0
2009;10;3.22.02.07.01;82131-SWA7-J210-M1-P300 82131-SWA7-J210-M1-P300;90;0;0;480;0;0;0;0;0;0;0;0;240;0;0;240;0;0;-270;0;0;0;0;0;0;0;0;-240;0;0;0;0;0;-30;0;0;0;0;0;300;0;0
2009;10;3.22.02.07.02;82131-SWA7-N210-M1-P300 82131-SWA7-N210-M1-P300;90;0;0;870;0;0;0;0;0;0;0;0;600;0;0;270;0;0;-960;0;0;0;0;0;-240;0;0;-600;0;0;0;0;0;-120;0;0;0;0;0;0;0;0
2009;10;3.22.02.07.03;82131-SWA7-U210-M1-P300 82131-SWA7-U210-M1-P300;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0
2009;10;3.22.02.08.01;82531-SWA7-J210-M1-P300 82531-SWA7-J210-M1-P300;30;0;0;1380;0;0;0;0;0;0;0;0;810;0;0;570;0;0;-1140;0;0;0;0;0;-330;0;0;-810;0;0;0;0;0;0;0;0;0;0;0;270;0;0
2009;10;3.22.02.08.02;82531-SWA7-U210-M1-P300 82531-SWA7-U210-M1-P300;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0
2009;10;3.22.02.09.00;82181-SWA7-J210-M1-P300 82181-SWA7-J210-M1-P300;0;0;0;1230;0;0;0;0;0;0;0;0;660;0;0;570;0;0;-930;0;0;0;0;0;-270;0;0;-660;0;0;0;0;0;0;0;0;0;0;0;300;0;0
2009;10;3.22.02.10.01;82171-SWA7-J210-M1-P300 82171-SWA7-J210-M1-P300;30;0;0;240;0;0;0;0;0;0;0;0;120;0;0;120;0;0;-150;0;0;0;0;0;0;0;0;-120;0;0;0;0;0;-30;0;0;0;0;0;120;0;0
2009;10;3.22.02.10.02;82171-SWA7-N210-M1-P300 82171-SWA7-N210-M1-P300;90;0;0;150;0;0;0;0;0;0;0;0;120;0;0;30;0;0;-240;0;0;0;0;0;-120;0;0;-120;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;10;3.22.02.11.01;81141-SWA0-J510-M1-P300 81141-SWA0-J510-M1-P300;0;0;0;14070;0;0;0;0;0;0;0;0;9240;0;0;4830;0;0;-14070;0;0;0;0;0;-4620;0;0;-9240;0;0;0;0;0;-210;0;0;0;0;0;0;0;0
2009;10;3.22.02.11.02;82141-SWA0-J210-M1-P300 82141-SWA0-J210-M1-P300;0;0;0;14270;0;0;0;0;0;0;0;0;9350;0;0;4920;0;0;-14270;0;0;0;0;0;-4920;0;0;-9350;0;0;0;0;0;0;0;0;0;0;0;0;0;0
