xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      1                                            ¹ãÖÝÕÑºÍÆû³µÁã²¿¼þÓÐÏÞ¹«Ë¾                                      Ê±¼ä: 11:25:19
"mnt_lang"	"mnd_nbr"	"mnd_select"	"mnd_label"	"mnd_name"	"mnd_exec"	"mnd_help"
"US"	"5.18"	6	"Consignment Inventory Report"	""	"ppptrp10.p"	""
"US"	"5.18"	7	"Consignment Inventory by Order"	""	"pocnrp01.p"	""
"US"	"5.18"	8	"Consignment Usage Report"	""	"pocnrp02.p"	""
"US"	"5.18"	9	"Consignment Usage Summary Report"	""	"pocnrp03.p"	""
"US"	"5.18"	10	"Consignment Usage Export Report"	""	"pocnrp04.p"	""
"US"	"5.18"	13	"Aging Inventory Update"	""	"pocnaimt.p"	""
"US"	"5.18"	14	"Aging Inventory Batch Update"	""	"pocnaiup.p"	""
"US"	"5.18"	15	"Aging Inventory Report by Order"	""	"pocnairp.p"	""
"US"	"5.18"	16	"Aging Inventory Report by Part"	""	"pocnair1.p"	""
"US"	"5.18"	21	"Consignment Inventory Adjustment"	""	"pocnadj.p"	""
"US"	"5.18"	24	"Supplier Consignment Control"	""	"pocnspm.p"	""
"US"	"5"	19	"Purchase Order Cost Update"	""	"poprup.p"	"poprup.hlp"
"US"	"5"	22	"Closed PO Receipt Delete/Archive"	""	"porcup.p"	"porcup.hlp"
"US"	"5"	23	"Closed PO Delete/Archive"	""	"popoup.p"	"popoup.hlp"
"US"	"5"	24	"Purchasing Control"	""	"popopm.p"	"popopm.hlp"
"US"	"5"	25	"Utility Menu for Purchase Orders"	""	"5.25"	""
"US"	"5.25"	1	"Correct Invalid Ser/Lot Inv."	""	"utfxinv.p"	""
"US"	"5.25"	2	"Clean-up Lot Number Records"	""	"utlotwdl.p"	""
"US"	"5.25"	3	"Cleanup Schedule Order MRP% Recs"	""	"utsmpdel.p"	""
"US"	"5.25"	4	"Cleanup Sched Ord Cross Ref Recs"	""	"utscxdel.p"	""
"US"	"5.25"	5	"Delete Stranded Records"	""	"utqaddel.p"	""
"US"	"0"	7	"Sales Orders/Invoices"	""	"7"	""
"US"	"7"	1	"Sales Order Menu"	""	"7.1"	""
"US"	"7.1"	1	"Sales Order Maintenance"	""	"7.1.1"	"sosomt.hlp"
"US"	"7.1"	2	"Sales Order Browse"	""	"sobr009.p"	"sosoiq.hlp"
"US"	"7.1"	3	"Sales Order Print"	""	"sosorp05.p"	"sosorp05.hlp"
"US"	"7.1"	5	"Sales Order Confirmation"	""	"sosoco.p"	"sosoco.hlp"
"US"	"7.1"	6	"Sales Order Manual Allocations"	""	"sosoal.p"	"sosoal.hlp"
"US"	"7.1"	7	"Sales Order Auto Allocations"	""	"sosoal01.p"	"sosoal01.hlp"
"US"	"7.1"	8	"Available Kit Quantity to Ship"	""	"sosoktrp.p"	"sosoktrp.hlp"
"US"	"7.1"	11	"Sales Order Repricing"	""	"sorepr.p"	"sorepr.hlp"
"US"	"7.1"	12	"Sales Order Cost Revaluation"	""	"sosorv.p"	"sosorv.hlp"
"US"	"7.1"	13	"Sales Order Credit Maintenance"	""	"soasmt.p"	"soasmt.hlp"
"US"	"7.1"	14	"Sales Order Credit Inquiry"	""	"socriq.p"	"socriq.hlp"
"US"	"7.1"	15	"Sales Order Credit Report"	""	"socrrp.p"	"socrrp.hlp"
"US"	"7.1"	16	"Sales Order Auto Credit Hold"	""	"sochup.p"	"sochup.hlp"
"US"	"7.1"	17	"Sales Order Auto Credit Approval"	""	"socaup.p"	"socaup.hlp"
"US"	"7.1"	19	"ATP Enforcement Menu"	""	"7.1.19"	""
"US"	"7.1.19"	1	"ATP Enforcement Level Utility"	""	"utatp.p"	""
xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      13                                           ¹ãÖÝÕÑºÍÆû³µÁã²¿¼þÓÐÏÞ¹«Ë¾                                      Ê±¼ä: 11:25:20
"US"	"7.1.19"	2	"ATP Enforcement Check"	""	"soatpiq.p"	""
"US"	"7.1.19"	3	"ATP Enforcement Exception Report"	""	"soatprp.p"	""
"US"	"7.1"	22	"EMT Mass Supplier Chg"	""	"sobtbcv.p"	"sobtbcv.hlp"
"US"	"7.1"	24	"Sales Order Control"	""	"sosopm.p"	"sosopm.hlp"
"US"	"7"	3	"Customer Schedules Setup Menu"	""	"7.3"	""
"US"	"7.3"	1	"Customer Calendar Maintenance"	""	"xsrcccmt.p"	"rcccmt.hlp"
"US"	"7.3"	2	"Customer Calendar Browse"	""	"xsbr001.p"	"rccciq.hlp"
"US"	"7.3"	3	"Customer Order Period Maint"	""	"xscpcmt.p"	"rccpcmt.hlp"
"US"	"7.3"	4	"Customer Order Period Browse"	""	"xsbr004.p"	"rccpciq.hlp"
"US"	"7.3"	6	"Dock Maintenance"	""	"xsdkmt.p"	"addkmt.hlp"
"US"	"7.3"	7	"Dock Browse"	""	"xsbr005.p"	"addkiq.hlp"
"US"	"7.3"	8	"Dock Report"	""	"xsdkrp.p"	"addkrp.hlp"
"US"	"7.3"	10	"Site Ship-from ID Maintenance"	""	"xssfidmt.p"	"rcsfidmt.hlp"
"US"	"7.3"	11	"Shipping Label Definition Maint"	""	"xsslmt.p"	"rcslmt.hlp"
"US"	"7.3"	13	"Scheduled Order Maintenance"	""	"xssomt.p"	"rcsomt.hlp"
"US"	"7.3"	14	"Scheduled Order Inquiry"	""	"xssoiq.p"	"rcsoiq.hlp"
"US"	"7.3"	15	"Scheduled Order Report"	""	"xssorp.p"	"rcsorp.hlp"
"US"	"7.3"	24	"Customer Schedules Control"	""	"xspm.p"	"rcpm.hlp"
"US"	"7.3"	25	"Sales Order Batch Reports"	""	"7.3.25"	""
"US"	"7.3.25"	2	"Sales Order Batch Shipment Inqy"	""	"xsisbtiq.p"	"soisbtiq.hlp"
"US"	"7"	5	"Schedule Processing Menu"	""	"7.5"	""
"US"	"7.5"	1	"Customer Plan Schedule Maint"	""	"xspsmt.p"	"rcpsmt.hlp"
"US"	"7.5"	2	"Customer Ship Schedule Maint"	""	"xsssmt.p"	"rcssmt.hlp"
"US"	"7.5"	3	"Required Ship Schedule Maint"	""	"xsrsmt.p"	"rcrsmt.hlp"
"US"	"7.5"	4	"PRO/PLUS Sequence Schedules"	""	"7.5.4"	""
"US"	"7.5.4"	1	"Customer Controls Maintenance"	""	"xsccmt.p"	""
"US"	"7.5.4"	2	"Customer Controls Inquiry"	""	"xscciq.p"	""
"US"	"7.5.4"	5	"Sequence Schedule Maintenance"	""	"xssqscmt.p"	""
"US"	"7.5.4"	6	"Sequence Schedule Inquiry"	""	"xssqsciq.p"	""
"US"	"7.5.4"	7	"Sequence Schedule Report"	""	"xsrp05.p"	""
"US"	"7.5.4"	10	"Sequence Pre-Shipper - Automatic"	""	"xssqsl.p"	""
"US"	"7.5.4"	11	"Sequence Shipper Report"	""	"xssqrp03.p"	""
"US"	"7.5.4"	13	"Sequence Cross-Ref Maintenance"	""	"xssqsxmt.p"	""
"US"	"7.5.4"	14	"Sequence Cross-Ref Report"	""	"xssqsxrp.p"	""
"US"	"7.5.4"	16	"Sequence Schedule Variance Rpt"	""	"xssqrp01.p"	""
"US"	"7.5.4"	17	"Plan/Ship Sequence Variance Rpt"	""	"xssqrp02.p"	""
"US"	"7.5.4"	22	"Sequence Schedule Detail Delete"	""	"xssqscdl.p"	""
"US"	"7.5.4"	24	"Sequence Schedule Control"	""	"xssqpm.p"	""
"US"	"7.5"	5	"Required Ship Schedule Update"	""	"xsrsup.p"	"rcrsup.hlp"
"US"	"7.5"	6	"Selective Req Ship Sched Update"	""	"xsrssup.p"	"rcrssup.hlp"
"US"	"7.5"	8	"Schedule Inquiry"	""	"xsiq01.p"	"rciq01.hlp"
"US"	"7.5"	9	"Schedule History Inquiry"	""	"xsiq02.p"	"rciq02.hlp"
"US"	"7.5"	10	"Schedule Report"	""	"xsrp01.p"	"rcrp01.hlp"
"US"	"7.5"	11	"Schedule Comparative"	""	"xsrp02.p"	"rcrp02.hlp"
"US"	"7.5"	12	"Schedule Authorization Report"	""	"xsrp03.p"	"rcrp03.hlp"
"US"	"7.5"	13	"Req Ship Schedule Summary Report"	""	"xsrp07.p"	"rcrp07.hlp"
"US"	"7.5"	14	"Req Ship Schedule Detail Report"	""	"xsrp09.p"	"rcrp09.hlp"
"US"	"7.5"	16	"Cumulative Shipped Maintenance"	""	"xscadj.p"	"rccadj.hlp"
"US"	"7.5"	18	"Cum Shipped Reset"	""	"xscup01.p"	"rccup01.hlp"
"US"	"7.5"	20	"Shipment History Report"	""	"xsrp08.p"	"rcrp08.hlp"
"US"	"7.5"	21	"Ship Schedule Variance Report"	""	"xsrp15.p"	""
"US"	"7.5"	22	"Ship to Plan Variance Report"	""	"xsrp16.p"	""
"US"	"7.5"	23	"Schedule Delete/Archive"	""	"xsdel.p"	"rcdel.hlp"
"US"	"7"	7	"Containerization Menu"	""	"7.7"	""
"US"	"7.7"	1	"Container Workbench"	""	"rcctwb.p"	"rcctwb.hlp"
"US"	"7.7"	2	"Container Inquiry"	""	"rciq03d.p"	"rciq03d.hlp"
"US"	"7.7"	3	"Container by Item Inquiry"	""	"rcctiq.p"	"rcctiq.hlp"
"US"	"7.7"	5	"SO Container Maintenance"	""	"rcctmt.p"	"rcctmt.hlp"
xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      14                                           ¹ãÖÝÕÑºÍÆû³µÁã²¿¼þÓÐÏÞ¹«Ë¾                                      Ê±¼ä: 11:25:20
"US"	"7.7"	7	"Shipping Label Print"	""	"rcrp10.p"	"rcrp10.hlp"
"US"	"7.7"	23	"Container Delete/Archive"	""	"rcctdel.p"	""
"US"	"7"	9	"Shipment Processing Menu"	""	"7.9"	""
"US"	"7.9"	1	"Picklist/Pre-Shipper - Automatic"	""	"sososl.p"	"sososl.hlp"
"US"	"7.9"	2	"Pre-Shipper/Shipper Workbench"	""	"rcshwb.p"	"rcshwb.hlp"
"US"	"7.9"	3	"Pre-Shipper/Shipper Inquiry"	""	"rciq03.p"	"rciq03.hlp"
"US"	"7.9"	4	"Pre-Shipper/Shipper Print"	""	"rcrp13.p"	"rcrp13.hlp"
"US"	"7.9"	5	"Pre-Shipper/Shipper Confirm"	""	"rcsois.p"	"rcsois.hlp"
"US"	"7.9"	6	"Pre-Shipper/Shipper Report"	""	"rcshrp01.p"	""
"US"	"7.9"	7	"Pre-Shipper/Shipper Auto Confirm"	""	"rcauis.p"	"rcauis.hlp"
"US"	"7.9"	8	"Sales Order Shipper Maintenance"	""	"rcshmt.p"	"rcshmt.hlp"
"US"	"7.9"	9	"Sales Order Shipper Print"	""	"rcrp11.p"	"rcrp11.hlp"
"US"	"7.9"	10	"Manual SO Shipper Verification"	""	"rcvrfsh.p"	""
"US"	"7.9"	12	"Bills of Lading Menu"	""	"7.9.12"	""
"US"	"7.9.12"	1	"Bill of Lading Print"	""	"rcrp12.p"	"rcrp12.hlp"
"US"	"7.9.12"	2	"Master Bill of Lading Maint"	""	"rcmbmt.p"	"rcmbmt.hlp"
"US"	"7.9.12"	3	"Master Bill of Lading Inquiry"	""	"rcmbiq.p"	"rcmbiq.hlp"
"US"	"7.9.12"	4	"Master Bill of Lading Print"	""	"rcmbrp.p"	"rcmbrp.hlp"
"US"	"7.9.12"	23	"Master Bill Delete/Archive"	""	"icmbdel.p"	"icmbdel.hlp"
"US"	"7.9"	13	"Sales Order Packing List"	""	"sosopk.p"	"sosopk.hlp"
"US"	"7.9"	14	"Sales Order Shipping Label Print"	""	"sosorp14.p"	"sosorp14.hlp"
"US"	"7.9"	15	"Sales Order Shipments"	""	"sosois.p"	"sosois.hlp"
"US"	"7.9"	17	"PRO/PLUS Shipment Performance"	""	"7.9.17"	""
"US"	"7.9.17"	1	"Performance Controls Maintenance"	""	"sospcmt.p"	""
"US"	"7.9.17"	3	"Time-Based Status Code Maint"	""	"sosttmt.p"	""
"US"	"7.9.17"	4	"Time-Based Status Code Browse"	""	"sobr028.p"	""
"US"	"7.9.17"	6	"Quantity-Based Status Code Maint"	""	"sostqmt.p"	""
"US"	"7.9.17"	7	"Qty-Based Status Code Browse"	""	"sobr029.p"	""
"US"	"7.9.17"	9	"Shipment Reason Code Entry"	""	"sorsnent.p"	""
"US"	"7.9.17"	10	"Missing Reason Code Report"	""	"soshprp6.p"	""
"US"	"7.9.17"	13	"Shipment Performance Data Maint"	""	"soshpmt.p"	""
"US"	"7.9.17"	15	"Shipment Performance Report"	""	"soshprp.p"	""
"US"	"7.9.17"	17	"Reason Code Analysis Report"	""	"soshprp1.p"	""
"US"	"7.9.17"	18	"Item Analysis Report"	""	"soshprp2.p"	""
"US"	"7.9.17"	19	"Customer Analysis Report"	""	"soshprp3.p"	""
"US"	"7.9.17"	22	"Performance Data Extract"	""	"soshpex.p"	""
"US"	"7.9.17"	23	"Performance Data Delete/Archive"	""	"soshpup.p"	""
"US"	"7.9.17"	24	"Shipment Performance Control"	""	"soshppm.p"	""
"US"	"7.9"	18	"Backlog/Missed Shipment Report"	""	"soshprp5.p"	""
"US"	"7.9"	19	"Fill Rate Report"	""	"soshprp4.p"	""
"US"	"7.9"	20	"Undo Shipper Number Assignment"	""	"rcslrb.p"	"rcslrb.hlp"
"US"	"7.9"	21	"Shipper Unconfirm"	""	"rcunis.p"	"rcunis.hlp"
"US"	"7.9"	22	"Shipper Gateway"	""	"rcshgw.p"	"rcshgw.hlp"
"US"	"7.9"	23	"Shipper Delete/Archive"	""	"rcscdel.p"	"rcscdel.hlp"
"US"	"7.9"	24	"Container/Shipper Control"	""	"rcpm.p"	"rcpm.hlp"
"US"	"7.9"	25	"Assign NRM Sequences to Shippers"	""	"utshnrm.p"	"utshnrm.hlp"
"US"	"7.9"	26	"Release Locked Shipper Confirms"	""	"utshrel.p"	""
"US"	"7.9"	27	"Moving Pick Qty. to qad field"	""	"uxdecqad.p"	""
"US"	"7.9"	28	"Cleanup Stranded lad_det"	""	"uxladadj.p"	""
"US"	"7.9"	29	"Correct Negative SO Qty Alloc."	""	"uxsodall.p"	""
"US"	"7.9"	30	"Correct Shipper for KIT Items"	""	"uxshfix.p"	""
"US"	"7.9"	31	"Roll-up Net/Gross/Tare Weight"	""	"uxnwtgwt.p"	""
"US"	"7.9"	32	"Corrects Loc. Det & SO Pick Qty"	""	"uxsodlad.p"	""
"US"	"7.9"	33	"Cleanup Corrupted Lad_det"	""	"uxladdel.p"	""
"US"	"7.9"	34	"Correct Qty Allocated in ld_det"	""	"uxlddall.p"	""
"US"	"7"	12	"Sales Quotation Menu"	""	"7.12"	""
"US"	"7.12"	1	"Sales Quote Maintenance"	""	"sqqomt.p"	"sqqomt.hlp"
"US"	"7.12"	2	"Sales Quote Browse"	""	"sqbr001.p"	"sqqoiq.hlp"
xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      15                                           ¹ãÖÝÕÑºÍÆû³µÁã²¿¼þÓÐÏÞ¹«Ë¾                                      Ê±¼ä: 11:25:20
"US"	"7.12"	3	"Sales Quote Print"	""	"sqqorp05.p"	"sqqorp05.hlp"
"US"	"7.12"	5	"Sales Quote Copy from Order"	""	"sqqocpy.p"	"sqqocpy.hlp"
"US"	"7.12"	6	"Sales Quote Copy from Quote"	""	"sqqoqo.p"	"sqqoqo.hlp"
"US"	"7.12"	8	"Sales Quote Repricing"	""	"sqrepr.p"	"sqrepr.hlp"
"US"	"7.12"	10	"Sales Quote Release to Order"	""	"sqqoso.p"	"sqqoso.hlp"
"US"	"7.12"	13	"Sales Quote by Quote Report"	""	"sqqorp.p"	"sqqorp.hlp"
"US"	"7.12"	14	"Sales Quote by Customer Report"	""	"sqqorp01.p"	"sqqorp01.hlp"
"US"	"7.12"	15	"Sales Quote by Item Report"	""	"sqqorp02.p"	"sqqorp02.hlp"
"US"	"7.12"	16	"Sales Quote Gross Margin Report"	""	"sqqorp08.p"	"sqqorp08.hlp"
"US"	"7.12"	17	"Sales Quote Reason Lost Report"	""	"sqqorp03.p"	"sqqorp03.hlp"
"US"	"7.12"	23	"Expired Quote Delete/Archive"	""	"sqqoup.p"	"sqqoup.hlp"
"US"	"7.12"	24	"Sales Quote Control"	""	"sqqopm.p"	"sqqopm.hlp"
"US"	"7"	13	"Invoice Menu"	""	"7.13"	""
"US"	"7.13"	1	"Pending Invoice Maintenance"	""	"7.13.1"	"soivmt.hlp"
"US"	"7.13"	2	"Pending Invoice Register"	""	"soivrp.p"	"soivrp.hlp"
"US"	"7.13"	3	"Invoice Print"	""	"sosorp10.p"	"sosorp10.hlp"
"US"	"7.13"	4	"Invoice Post"	""	"7.13.4"	"soivpst.hlp"
"US"	"7.13"	7	"Invoice History Browse"	""	"sobr007.p"	"soiviq.hlp"
"US"	"7.13"	8	"Invoice History Report"	""	"7.13.8"	""
"US"	"7.13"	9	"Invoice Bill of Material Inquiry"	""	"soivbiq.p"	"soivbiq.hlp"
"US"	"7.13"	10	"Sales Order Tracking Inquiry"	""	"soiviq01.p"	"soiviq01.hlp"
"US"	"7.13"	12	"Closed Invoice Reprint"	""	"soivrp10.p"	"soivrp10.hlp"
"US"	"7.13"	13	"Retrobilling Menu"	""	"7.13.13"	""
"US"	"7.13.13"	1	"Retrobill Maintenance"	""	"rcrbmt.p"	"rcrbmt.hlp"
"US"	"7.13.13"	2	"Retrobill Inquiry"	""	"rcrbiq.p"	"rcrbiq.hlp"
"US"	"7.13.13"	3	"Retrobill Report"	""	"rcrbrp01.p"	"rcrbrp01.hlp"
"US"	"7.13.13"	4	"Retrobill History Report"	""	"rcrbrp02.p"	"rcrbrp02.hlp"
"US"	"7.13"	23	"Invoice History Delete/Archive"	""	"soivup.p"	"soivup.hlp"
"us"	"7"	14	"Chinese Accounting Invoice Menu"	"*"	"7.14"	""
"us"	"7.14"	1	"Invoice Print"	""	"chsorp10.p"	""
"us"	"7.14"	2	"Invoice Post"	""	"chivpst.p"	""
"us"	"7.14"	3	"Print/Create File for GoldenTax"	""	"chgtivdt.p"	""
"us"	"7.14"	10	"Load Printed Enternal Invoices"	""	"chgtivld.p"	""
"us"	"7.14"	11	"Linking External Invoices"	""	"chgtilnk.p"	""
"us"	"7.14"	13	"Invoice/Enternal Invoice Browse"	""	"chbr020.p"	""
"us"	"7.14"	14	"Invoice History Report"	""	"chgtivrp.p"	""
"US"	"7"	15	"Sales Order Reports Menu"	""	"7.15"	""
"US"	"7.15"	1	"Sales Orders by Order Report"	""	"sosorp.p"	"sosorp.hlp"
"US"	"7.15"	2	"Sales Orders by Customer Report"	""	"sosorp01.p"	"sosorp01.hlp"
"US"	"7.15"	3	"Sales Orders by Item Report"	""	"sosorp02.p"	"sosorp02.hlp"
"US"	"7.15"	5	"Sales Order Gross Margin Report"	""	"sosorp08.p"	"sosorp08.hlp"
"US"	"7.15"	7	"Sales Order Pricing Report"	""	"sopirp01.p"	"sopirp01.hlp"
"US"	"7.15"	9	"Unconfirmed Sales Order Report"	""	"sosorp16.p"	""
"US"	"7.15"	11	"EMT Tracking Report"	""	"sobtbrp.p"	"sobtbrp.hlp"
"US"	"7.15"	13	"Booking Transaction Browse"	""	"sobr011.p"	"sotriq03.hlp"
"US"	"7.15"	14	"Booking Transaction Report"	""	"sosorp03.p"	"sosorp03.hlp"
"US"	"7.15"	15	"Booking Trans Summary by Item"	""	"sosorp15.p"	"sosorp15.hlp"
"US"	"7.15"	17	"Shipment Transaction Browse"	""	"sobr012.p"	"sotriq04.hlp"
"US"	"7.15"	18	"Shipment Transaction Report"	""	"sosorp04.p"	"sosorp04.hlp"
"US"	"7.15"	19	"Shipment Trans by Cust Report"	""	"sosorp09.p"	"sosorp09.hlp"
"US"	"7.15"	21	"Trans Summary by Item Report"	""	"sosorp11.p"	"sosorp11.hlp"
"US"	"7.15"	22	"Trans Summary by Cust Report"	""	"sosorp12.p"	"sosorp12.hlp"
"US"	"7.15"	23	"Trans Summary by Cust by Item"	""	"sosorp13.p"	"sosorp13.hlp"
"US"	"7"	17	"Sales Analysis Menu"	""	"7.17"	""
"US"	"7.17"	1	"Salesperson Quota Maintenance"	""	"sasphmt.p"	"sasphmt.hlp"
"US"	"7.17"	2	"Salesperson Quota Inquiry"	""	"sasphiq.p"	"sasphiq.hlp"
"US"	"7.17"	3	"Salesperson Margin Inquiry"	""	"sasphiq1.p"	"sasphiq1.hlp"
"US"	"7.17"	5	"Sales by Salesperson Browse"	""	"sabr003.p"	"sasaiq05.hlp"
xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      16                                           ¹ãÖÝÕÑºÍÆû³µÁã²¿¼þÓÐÏÞ¹«Ë¾                                      Ê±¼ä: 11:25:20
"US"	"7.17"	6	"Salesperson Ranking Report"	""	"sasarp04.p"	"sasarp04.hlp"
"US"	"7.17"	10	"Sales by Site Report"	""	"sasarp06.p"	"sasarp06.hlp"
"US"	"7.17"	13	"Sales by Customer Browse"	""	"sabr001.p"	"sasaiq03.hlp"
"US"	"7.17"	14	"Sales by Customer Report"	""	"sasarp03.p"	"sasarp03.hlp"
"US"	"7.17"	15	"Customer Ranking Report"	""	"sasarp01.p"	"sasarp01.hlp"
"US"	"7.17"	17	"Sales by Item Browse"	""	"sabr002.p"	"sasaiq04.hlp"
"US"	"7.17"	18	"Sales by Item Report"	""	"sasarp05.p"	"sasarp05.hlp"
"US"	"7.17"	19	"Item Ranking Report"	""	"sasarp02.p"	"sasarp02.hlp"
"US"	"7.17"	22	"Fiscal Year Change"	""	"safyrcg.p"	"safyrcg.hlp"
"US"	"7.17"	23	"Sales Analysis Delete/Archive"	""	"sasaup.p"	"sasaup.hlp"
"US"	"7.17"	25	"Sales Analysis Utilities"	""	"7.17.25"	""
"US"	"7.17.25"	2	"Build Sales Analysis"	""	"utsabild.p"	""
"US"	"7"	18	"Customer Consignment Inventory"	""	"7.18"	""
"US"	"7.18"	1	"Ship-To/Item Controls Maint"	""	"socnstmt.p"	""
"US"	"7.18"	2	"Ship-To/Item Controls Report"	""	"socnstrp.p"	""
"US"	"7.18"	4	"Consignment Reports Menu"	""	"7.18.4"	""
"US"	"7.18.4"	1	"Consignment Inventory Report"	""	"ppptrp10.p"	""
"US"	"7.18.4"	2	"Consignment Inventory by Loc"	""	"iclorp02.p"	""
"US"	"7.18.4"	3	"Consignment Inventory by Order"	""	"socnrp01.p"	""
"US"	"7.18.4"	4	"Consignment by Order with Seq"	""	"socnrp06.p"	""
"US"	"7.18.4"	7	"Aging Inventory Report by Order"	""	"socnairp.p"	""
"US"	"7.18.4"	8	"Aging Inventory Report by Part"	""	"socnair1.p"	""
"US"	"7.18.4"	9	"Aging Inv by Order with Seq"	""	"socnrp07.p"	""
"US"	"7.18.4"	13	"Inventory Usage Report"	""	"socnrp04.p"	""
"US"	"7.18.4"	14	"Authorization Usage Report"	""	"socnrp09.p"	""
"US"	"7.18.4"	15	"Sequenced Usage Report"	""	"socnrp08.p"	""
"US"	"7.18.4"	16	"Usage Report by Order"	""	"socnrp02.p"	""
"US"	"7.18.4"	17	"Usage Report by Order with Seq"	""	"socnrp10.p"	""
"US"	"7.18"	7	"Consignment Inventory Transfer"	""	"socnxfer.p"	""
"US"	"7.18"	10	"Aging Inventory Update"	""	"socnaimt.p"	""
"US"	"7.18"	11	"Aging Inventory Batch Update"	""	"socnaiup.p"	""
"US"	"7.18"	13	"Inventory Usage Create"	""	"socnuac.p"	""
"US"	"7.18"	14	"Authorization Usage Create"	""	"socnuac3.p"	""
"US"	"7.18"	15	"Sequenced Usage Create"	""	"socnuac5.p"	""
"US"	"7.18"	16	"Usage Inquiry"	""	"socnuiq.p"	""
"US"	"7.18"	17	"Authorization Usage Inquiry"	""	"socnuaiq.p"	""
"US"	"7.18"	18	"Sequenced Usage Inquiry"	""	"socnusiq.p"	""
"US"	"7.18"	21	"Consignment Inventory Adjustment"	""	"socnadj.p"	""
"US"	"7.18"	22	"Usage Create Undo"	""	"socnundo.p"	""
"US"	"7.18"	24	"Customer Consignment Control"	""	"socncpm.p"	""
"US"	"7"	20	"Advanced Pricing Management Menu"	""	"7.20"	""
"US"	"7"	21	"Storefront Integration Menu"	""	"7.21"	""
"US"	"7.21"	1	"External Address X-Ref Browse"	""	"adbr024.p"	""
"US"	"7.21"	2	"Credit Card Transaction Browse"	""	"sobr018.p"	""
"US"	"7.21"	3	"Storefront Sales Order Browse"	""	"sobr019.p"	""
"US"	"7.21"	24	"Storefront Control"	""	"ncpm.p"	""
"US"	"7"	22	"PRO/PLUS Container & Line Charge"	""	"7.22"	""
"US"	"7.22"	1	"Charge Type Maintenance"	""	"cctmt.p"	""
"US"	"7.22"	2	"Charge Type Inquiry"	""	"cctiq.p"	""
"US"	"7.22"	5	"Ship-To/Container Charge Maint"	""	"ccscmt.p"	""
"US"	"7.22"	6	"Ship-To/Container Charge Inquiry"	""	"ccsciq.p"	""
"US"	"7.22"	7	"Ship-To/Container Charge Report"	""	"ccscpr.p"	""
"US"	"7.22"	10	"Container Item Maintenance"	""	"ccpmt.p"	""
"US"	"7.22"	11	"Container Inquiry"	""	"ccpiq.p"	""
"US"	"7.22"	12	"Container Data Report"	""	"ccprp.p"	""
"US"	"7.22"	13	"Order Line Charge Maintenance"	""	"rcslcmt.p"	""
"US"	"7.22"	15	"Ship-To Control Maintenance"	""	"cclspm.p"	""
"US"	"7.22"	16	"Ship-To Control Inquiry"	""	"cclsiq.p"	""
xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      17                                           ¹ãÖÝÕÑºÍÆû³µÁã²¿¼þÓÐÏÞ¹«Ë¾                                      Ê±¼ä: 11:25:20
"US"	"7.22"	17	"Ship-To Control Report"	""	"cclspr.p"	""
"US"	"7.22"	19	"Container Usage Report"	""	"ccurp.p"	""
"US"	"7.22"	24	"Container/Line Charge Control"	""	"cclpm.p"	""
"US"	"7"	23	"Service/Repair Order Menu"	""	"7.23"	""
"US"	"7.23"	1	"S/RO Maintenance"	""	"srsromt.p"	"srsromt.hlp"
"US"	"7.23"	2	"S/RO Print"	""	"srsrorp.p"	"srsrorp.hlp"
"US"	"7.23"	13	"S/RO by Status Browse"	""	"srbr001.p"	"srsroiq1.hlp"
"US"	"7.23"	14	"S/RO by Failure Browse"	""	"srbr002.p"	"srsroiq2.hlp"
"US"	"7.23"	15	"S/RO by Assigned to Browse"	""	"srbr003.p"	"srsroiq3.hlp"
"US"	"7.23"	16	"S/RO by Date Browse"	""	"srbr004.p"	"srsroiq4.hlp"
"US"	"7.23"	17	"S/RO by Item Browse"	""	"srbr005.p"	"srsroiq5.hlp"
"US"	"7.23"	18	"S/RO by Type Browse"	""	"srbr006.p"	"srsroiq6.hlp"
"US"	"7.23"	19	"S/RO by Disposition Browse"	""	"srbr007.p"	"srsroiq7.hlp"
"US"	"7.23"	20	"S/RO by Customer Browse"	""	"srbr008.p"	"srsroiq8.hlp"
"US"	"7.23"	23	"S/RO Delete/Archive"	""	"srsroup.p"	"srsroup.hlp"
"US"	"7.23"	24	"S/RO Control"	""	"srsropm.p"	"srsropm.hlp"
"US"	"7"	25	"Sales Order Utility Menu"	""	"7.25"	""
"US"	"7.25"	2	"Set Multiple BOL Print Utility"	""	"utsoship.p"	""
"US"	"7.25"	3	"SO Batch Shipment Processor"	""	"soisbt.p"	"soisbt.hlp"
