xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      1                                            ¹ãÖÝÕÑºÍÆû³µÁã²¿¼þÓÐÏÞ¹«Ë¾                                      Ê±¼ä: 11:25:19
"mnt_lang"	"mnd_nbr"	"mnd_select"	"mnd_label"	"mnd_name"	"mnd_exec"	"mnd_help"
"US"	"15"	16	"Process Definition Copy"	""	"fmrocp.p"	"fmrocp.hlp"
"US"	"15"	18	"Process/Formula Maintenance"	""	"fmopmt.p"	""
"US"	"15"	19	"Process/Formula Inquiry"	""	"fmopiq.p"	""
"US"	"15"	22	"Enable PCC Formula Maintenance"	""	"fmpcnabl.p"	"fmpcnabl.hlp"
"US"	"15"	25	"Formula Process Utility Menu"	""	"15.25"	""
"US"	"0"	16	"Work Orders"	""	"16"	""
"US"	"16"	1	"Work Order Maintenance"	""	"wowomt.p"	"wowomt.hlp"
"US"	"16"	2	"Work Order Browse"	""	"wobr003.p"	"wowoiq.hlp"
"US"	"16"	3	"Work Order Reports Menu"	""	"16.3"	""
"US"	"16.3"	1	"Work Order by Order Report"	""	"woworp.p"	"woworp.hlp"
"US"	"16.3"	2	"Work Order by Item Report"	""	"woworp01.p"	"woworp01.hlp"
"US"	"16.3"	3	"Work Order Status Report"	""	"woworp02.p"	"woworp02.hlp"
"US"	"16.3"	4	"Work Order Cost Report"	""	"woworp05.p"	"woworp05.hlp"
"US"	"16.3"	5	"Work Order WIP Cost Report"	""	"woworp09.p"	"woworp09.hlp"
"US"	"16.3"	6	"Work Order History Report"	""	"woworp03.p"	"woworp03.hlp"
"US"	"16.3"	13	"Co/By-Product Work Order Inquiry"	""	"wojpiq.p"	""
"US"	"16"	5	"Work Order Component Check"	""	"wowocc.p"	"wowocc.hlp"
"US"	"16"	6	"Work Order Release/Print"	""	"woworl.p"	"woworl.hlp"
"US"	"16"	7	"Multiple WO Release/Print"	""	"woworl01.p"	"woworl01.hlp"
"US"	"16"	8	"Multiple WO Status Change"	""	"wowomt01.p"	"wowomt01.hlp"
"US"	"16"	9	"Work Order Split"	""	"wowosp.p"	"wowosp.hlp"
"US"	"16"	10	"Work Order Component Issue"	""	"wowois.p"	"wowois.hlp"
"US"	"16"	11	"Work Order Receipt"	""	"woworc.p"	"woworc.hlp"
"US"	"16"	12	"Work Order Receipt Backflush"	""	"wowoisrc.p"	"wowoisrc.hlp"
"US"	"16"	13	"Work Order Bills/Routings Menu"	""	"16.13"	""
"US"	"16.13"	1	"Work Order Bill Maintenance"	""	"wowamt.p"	"wowamt.hlp"
"US"	"16.13"	2	"Work Order Bill Browse"	""	"wobr002.p"	"wowaiq.hlp"
"US"	"16.13"	3	"Work Order Bill by Order Report"	""	"wowarp01.p"	"wowarp01.hlp"
"US"	"16.13"	4	"Work Order Bill by Item Report"	""	"wowarp.p"	"wowarp.hlp"
"US"	"16.13"	13	"Work Order Routing Maintenance"	""	"woopmt.p"	"woopmt.hlp"
"US"	"16.13"	14	"Work Order Routing Browse"	""	"wobr001.p"	"woopiq.hlp"
"US"	"16.13"	15	"Work Order Routing Report"	""	"wooprp.p"	"wooprp.hlp"
"US"	"16"	15	"Work Order Bill Shortage Inquiry"	""	"wowsiq.p"	"wowsiq.hlp"
"US"	"16"	16	"Work Order Bill Shortage Report"	""	"wowsrp.p"	"wowsrp.hlp"
"US"	"16"	17	"Work Order Bill Shortage by Item"	""	"wowsrp01.p"	"wowsrp01.hlp"
"US"	"16"	18	"Work Order Dispatch Report"	""	"woworp04.p"	"woworp04.hlp"
"US"	"16"	19	"Work Order Operation Backflush"	""	"wobkfl.p"	""
"US"	"16"	21	"Work Order Accounting Close"	""	"wowocl.p"	"wowocl.hlp"
"US"	"16"	22	"WIP Material Cost Revaluation"	""	"wocswip.p"	"wocswip.hlp"
"US"	"16"	23	"Work Order Delete/Archive"	""	"wowoup.p"	"wowoup.hlp"
"US"	"16"	24	"Work Order Control"	""	"wowopm.p"	"wowopm.hlp"
"US"	"16"	25	"Work Order Utilities"	""	"16.25"	""
"US"	"16.25"	1	"Stranded MFWORLA qad_wkfl Delete"	""	"utdelwkf.p"	""
"US"	"16.25"	2	"Copy Subcon Cost to WO Routing"	""	"uxsubupd.p"	""
"US"	"16.25"	15	"WO Routing Actual Setup Utility"	""	"uxwooput.p"	""
"US"	"0"	17	"Shop Floor Control"	""	"17"	""
xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      28                                           ¹ãÖÝÕÑºÍÆû³µÁã²¿¼þÓÐÏÞ¹«Ë¾                                      Ê±¼ä: 11:25:20
"US"	"17"	1	"Labor Feedback by Work Order"	""	"sfoptr01.p"	"sfoptr01.hlp"
"US"	"17"	2	"Labor Feedback by Employee"	""	"sfoptr02.p"	"sfoptr02.hlp"
"US"	"17"	3	"Labor Feedback by Work Center"	""	"sfoptr03.p"	"sfoptr03.hlp"
"US"	"17"	4	"Non-Productive Labor Feedback"	""	"sfoptr04.p"	"sfoptr04.hlp"
"US"	"17"	5	"Operation Complete Transaction"	""	"sfoptr05.p"	"sfoptr05.hlp"
"US"	"17"	6	"Operation Move Transaction"	""	"sfoptr06.p"	"sfoptr06.hlp"
"US"	"17"	7	"Operation Scrap Transaction"	""	"sfscrap.p"	""
"US"	"17"	13	"Shop Floor Reports Menu"	""	"17.13"	""
"US"	"17.13"	8	"Operation Transaction Browse"	""	"sfbr001.p"	"sfopiq11.hlp"
"US"	"17.13"	9	"Operation Transaction Detail Inq"	""	"sfopiq12.p"	"sfopiq12.hlp"
"US"	"17.13"	10	"Operations Accounting Report"	""	"sfacrp01.p"	"sfacrp01.hlp"
"US"	"17.13"	11	"Input/Output Inquiry"	""	"sfioiq.p"	"sfioiq.hlp"
"US"	"17.13"	12	"Input/Output Report"	""	"sfiorp.p"	"sfiorp.hlp"
"US"	"17.13"	13	"Operations by Work Center Report"	""	"sfoprp11.p"	"sfoprp11.hlp"
"US"	"17.13"	14	"Operations by Work Order Report"	""	"sfoprp12.p"	"sfoprp12.hlp"
"US"	"17.13"	15	"Operations by Employee Report"	""	"sfoprp13.p"	"sfoprp13.hlp"
"US"	"17.13"	16	"Down Time Report"	""	"sfoprp14.p"	"sfoprp14.hlp"
"US"	"17.13"	17	"Down Time by Reason Report"	""	"sfoprp15.p"	"sfoprp15.hlp"
"US"	"17.13"	18	"Work Center Utilization Report"	""	"sfwcrp04.p"	"sfwcrp04.hlp"
"US"	"17.13"	19	"Efficiency by Work Center Report"	""	"sfwcrp03.p"	"sfwcrp03.hlp"
"US"	"17.13"	20	"Efficiency by Work Order Report"	""	"sfoprp01.p"	"sfoprp01.hlp"
"US"	"17.13"	21	"Efficiency by Employee Report"	""	"sfemrp01.p"	"sfemrp01.hlp"
"US"	"17"	21	"Flow Menu"	""	"17.21"	""
"US"	"17.21"	1	"Flow Setup Menu"	""	"17.21.1"	""
"US"	"17.21.1"	1	"Schedule Period Maintenance"	""	"kbppmt.p"	""
"US"	"17.21.1"	2	"Schedule Period Browse"	""	"kbbr001.p"	""
"US"	"17.21.1"	4	"Production Line Maintenance"	""	"flplmt.p"	""
"US"	"17.21.1"	5	"Production Line Browse"	""	"flbr004.p"	""
"US"	"17.21.1"	7	"Production Line Item Maintenance"	""	"flplimt.p"	""
"US"	"17.21.1"	8	"Production Line Item Browse"	""	"flbr006.p"	""
"US"	"17.21.1"	10	"Flex Fence Maintenance"	""	"flffmt.p"	""
"US"	"17.21.1"	13	"Rate Code by Item Maintenance"	""	"flcimt.p"	""
"US"	"17.21.1"	14	"Rate Code by Item Browse"	""	"flbr011.p"	""
"US"	"17.21.1"	16	"Rate Code by Type/Group Maint"	""	"flrcgmt.p"	""
"US"	"17.21.1"	17	"Rate Code by Item Type Browse"	""	"flbr012.p"	""
"US"	"17.21.1"	18	"Rate Code by Item Group Browse"	""	"flbr013.p"	""
"US"	"17.21.1"	19	"Schedule Code Maintenance"	""	"flscmt.p"	""
"US"	"17.21.1"	22	"Work Ctr/Location Maintenance"	""	"pppoulmt.p"	""
"US"	"17.21"	3	"Flow Schedule Maintenance"	""	"flschmt.p"	""
"US"	"17.21"	5	"Flow Schedule Copy"	""	"flschcp.p"	""
"US"	"17.21"	7	"Flow Schedule Receipts"	""	"flschrc.p"	""
"US"	"17.21"	9	"Import MRP Orders to Schedule"	""	"flimpmrp.p"	""
"US"	"17.21"	10	"Export Schedule to Repetitive"	""	"flexprep.p"	""
"US"	"17.21"	13	"Flow Inquiry and Reports Menu"	""	"17.21.13"	""
"US"	"17.21.13"	1	"Linearity Summary Inquiry"	""	"fllniq.p"	""
"US"	"17.21.13"	2	"Linearity Summary Report"	""	"fllnrp.p"	""
"US"	"17.21.13"	7	"Flow Schedule View"	""	"flscvw.p"	""
"US"	"17.21.13"	10	"Flow Schedule Detail View"	""	"flscdv.p"	""
"US"	"17.21.13"	11	"Flow Schedule Detail Report"	""	"flscdrp.p"	""
"US"	"17.21"	19	"Flow Schedule Close"	""	"flschcl.p"	""
"US"	"17.21"	23	"Flow Delete/Archive"	""	"flschup.p"	""
"US"	"17.21"	24	"Flow Control"	""	"flpm.p"	""
"US"	"17"	22	"Kanban Menu"	""	"17.22"	""
"US"	"17.22"	1	"Kanban Item Master Maintenance"	""	"kbptmt.p"	""
"US"	"17.22"	2	"Supermarket Maintenance"	""	"kbsmmt.p"	""
"US"	"17.22"	3	"Kanban Process Maintenance"	""	"kbpmt.p"	""
"US"	"17.22"	4	"Kanban Master Maintenance"	""	"kbmt.p"	""
"US"	"17.22"	5	"Container Type Maintenance"	""	"kbcntmt.p"	""
xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      29                                           ¹ãÖÝÕÑºÍÆû³µÁã²¿¼þÓÐÏÞ¹«Ë¾                                      Ê±¼ä: 11:25:20
"US"	"17.22"	6	"Demand Calc Template Maintenance"	""	"kbtmpmt.p"	""
"US"	"17.22"	7	"Demand Calc Template Update"	""	"kbtmpup.p"	""
"US"	"17.22"	8	"Kanban Master Copy"	""	"kbkbcp.p"	""
"US"	"17.22"	9	"Average Demand Calculation"	""	"kbadrp.p"	""
"US"	"17.22"	10	"Safety Stock Calculation"	""	"kbssrp.p"	""
"US"	"17.22"	11	"Basic Process Calculations"	""	"kbepeirp.p"	""
"US"	"17.22"	12	"Process Item Operation Roll-Up"	""	"kbknpdru.p"	""
"US"	"17.22"	13	"Process Shift Maintenance"	""	"kbscmt.p"	""
"US"	"17.22"	14	"Prelim Level Schedule Report"	""	"kbplsrp.p"	""
"US"	"17.22"	15	"Inventory Validation Report"	""	"kbivrp.p"	""
"US"	"17.22"	16	"Kanban Card Management Menu"	""	"17.22.16"	""
"US"	"17.22.16"	1	"Kanban Card Maintenance"	""	"kbcdmt.p"	""
"US"	"17.22.16"	2	"Kanban Multi-Card Maintenance"	""	"kbcdmt04.p"	""
"US"	"17.22.16"	3	"Kanban Card Inquiry"	""	"kbsziq.p"	""
"US"	"17.22.16"	4	"Kanban Card Print"	""	"kbcdrp03.p"	""
"US"	"17.22.16"	5	"Kanban Multi-Card Print"	""	"kbcdrp01.p"	""
"US"	"17.22.16"	8	"Kanban Card Activate"	""	"kbcdmt01.p"	""
"US"	"17.22.16"	9	"Kanban Card Deactivate"	""	"kbcdmt02.p"	""
"US"	"17.22.16"	10	"Kanban Card Close"	""	"kbcdmt03.p"	""
"US"	"17.22.16"	12	"Kanban Card Create"	""	"kbcdcr.p"	""
"US"	"17.22.16"	13	"Kanban Card Status Report"	""	"kbcdstrp.p"	""
"US"	"17.22.16"	14	"Kanban Card Audit Report"	""	"kbcarp.p"	""
"US"	"17.22"	19	"Kanban Transactions Menu"	""	"17.22.19"	""
"US"	"17.22.19"	1	"Kanban Consume/Post"	""	"kbtr1.p"	""
"US"	"17.22.19"	2	"Kanban Authorize"	""	"kbtr2.p"	""
"US"	"17.22.19"	3	"Kanban Acknowledge"	""	"kbtr3.p"	""
"US"	"17.22.19"	4	"Kanban Ship"	""	"kbtr4.p"	""
"US"	"17.22.19"	5	"Kanban Fill/Receive"	""	"kbtr5.p"	""
"US"	"17.22.19"	6	"Accumulator Monitor"	""	"kbacmgr.p"	""
"US"	"17.22.19"	7	"Authorized Card Inquiry"	""	"kbemptiq.p"	""
"US"	"17.22.19"	8	"Item/Loop/Card Transaction View"	""	"kbtriq.p"	""
"US"	"17.22.19"	9	"Item/Loop Transactions View"	""	"kbtriqa.p"	""
"US"	"17.22.19"	10	"Kanban Card Transactions View"	""	"kbtriq3.p"	""
"US"	"17.22.19"	11	"Kanban Transaction Hist Inquiry"	""	"kbtriqb.p"	""
"US"	"17.22.19"	12	"Transaction History Browse"	""	"kbbr008.p"	""
"US"	"17.22.19"	13	"Kanban Dispatch List Processing"	""	"kbdlrp.p"	""
"US"	"17.22.19"	15	"Kanban Transactions Audit Report"	""	"kbtrrp.p"	""
"US"	"17.22.19"	18	"Missing Kanbans Report"	""	"kbmirp.p"	""
"US"	"17.22.19"	23	"Transaction Delete/Archive"	""	"kbtrup.p"	""
"US"	"17.22"	20	"Historical Buffer Evaluation"	""	"kbhbevmt.p"	""
"US"	"17.22"	23	"Workbench Menu"	""	"17.22.23"	""
"US"	"17.22.23"	1	"Kanban Workbench"	""	"kbkbwb.p"	""
"US"	"17.22.23"	2	"Supermarket Workbench"	""	"kbsmwb.p"	""
"US"	"17.22.23"	3	"Level Mix Workbench"	""	"kblmwb.p"	""
"US"	"17.22.23"	13	"Kanban Workbench Export"	""	"kbkbwbex.p"	""
"US"	"17.22.23"	14	"Kanban Workbench Import"	""	"kbkbwbim.p"	""
"US"	"17.22.23"	16	"Supermarket Workbench Export"	""	"kbsmwbex.p"	""
"US"	"17.22.23"	17	"Supermarket Workbench Import"	""	"kbsmwbim.p"	""
"US"	"17.22.23"	19	"Level Mix Workbench Export"	""	"kblmwbex.p"	""
"US"	"17.22.23"	20	"Level Mix Workbench Import"	""	"kblmwbim.p"	""
"US"	"17.22"	24	"Kanban Control"	""	"kbpm.p"	""
"US"	"17"	23	"Operation History Delete/Archive"	""	"sfopup.p"	"sfopup.hlp"
"US"	"17"	24	"Shop Floor Control"	""	"sfoppm.p"	"sfoppm.hlp"
"US"	"0"	18	"Repetitive"	""	"18"	""
"US"	"18"	1	"Production Line Menu"	""	"18.1"	""
"US"	"18.1"	1	"Production Line Maintenance"	""	"splnmt.p"	"splnmt.hlp"
"US"	"18.1"	2	"Production Line Browse"	""	"rebr002.p"	"relniq.hlp"
"US"	"18.1"	3	"Production Line Detail Browse"	""	"rebr003.p"	"relniq01.hlp"
xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      30                                           ¹ãÖÝÕÑºÍÆû³µÁã²¿¼þÓÐÏÞ¹«Ë¾                                      Ê±¼ä: 11:25:20
"US"	"18.1"	4	"Production Line Report"	""	"relnrp.p"	"relnrp.hlp"
"US"	"18.1"	6	"Line Changeover Maintenance"	""	"rechmt.p"	"rechmt.hlp"
"US"	"18.1"	7	"Line Changeover Browse"	""	"rebr001.p"	"rechiq.hlp"
"US"	"18.1"	8	"Line Changeover Report"	""	"rechrp.p"	"rechrp.hlp"
"US"	"18.1"	10	"Line Schedule Workbench"	""	"resqwb.p"	"resqwb.hlp"
"US"	"18.1"	11	"Line Allocation Maintenance"	""	"splamt.p"	"splamt.hlp"
"US"	"18.1"	12	"Line Allocation Inquiry"	""	"splaiq.p"	"splaiq.hlp"
"US"	"18.1"	13	"Line Schedule Browse"	""	"rebr004.p"	"resqiq.hlp"
"US"	"18.1"	14	"Line Schedule Report"	""	"resqrp.p"	"resqrp.hlp"
"US"	"18.1"	15	"Line Utilization Report"	""	"reutlrp.p"	"reutlrp.hlp"
"US"	"18.1"	18	"Repetitive Schedule Update"	""	"recrms.p"	"recrms.hlp"
"US"	"18.1"	22	"Shift Maintenance"	""	"rescmt.p"	"rescmt.hlp"
"US"	"18.1"	23	"Shift Report"	""	"rescrp.p"	"rescrp.hlp"
"US"	"18.1"	25	"Non-Workbench Line Records Conv"	""	"utresq.p"	"utresq.hlp"
"US"	"18"	2	"Schedule Menu"	""	"18.2"	""
"US"	"18.2"	1	"Schedule Maintenance"	""	"rerpmt.p"	"rerpmt.hlp"
"US"	"18.2"	2	"Item Schedule Inquiry"	""	"rerpiq.p"	"rerpiq.hlp"
"US"	"18.2"	3	"Item Schedule Summary"	""	"rerpiq04.p"	"rerpiq04.hlp"
"US"	"18.2"	4	"Schedule Explosion"	""	"rerpex.p"	"rerpex.hlp"
"US"	"18.2"	5	"Operation Schedule Report"	""	"reoprp01.p"	"reoprp01.hlp"
"US"	"18.2"	13	"Production Line Schedule Inquiry"	""	"relsiq.p"	"relsiq.hlp"
"US"	"18.2"	14	"Production Line Schedule Browse"	""	"rebr011.p"	"relsiq.hlp"
"US"	"18.2"	15	"Production Line Schedule Report"	""	"relsrp.p"	"relsrp.hlp"
"US"	"18"	3	"Picklist Menu"	""	"18.3"	""
"US"	"18.3"	1	"Repetitive Picklist Calculation"	""	"repkup.p"	"repkup.hlp"
"US"	"18.3"	2	"Repetitive Picklist Inquiry"	""	"repkiq.p"	"repkiq.hlp"
"US"	"18.3"	3	"Repetitive Picklist Report"	""	"repkrp.p"	"repkrp.hlp"
"US"	"18.3"	5	"Repetitive Picklist Print"	""	"repkrp01.p"	"repkrp01.hlp"
"US"	"18.3"	6	"Repetitive Picklist Transfer"	""	"repkis.p"	"repkis.hlp"
"US"	"18.3"	8	"Repetitive Picklist Undo"	""	"repkunpk.p"	"repkunpk.hlp"
"US"	"18.3"	9	"Repetitive Picklist Delete"	""	"repkdel.p"	"repkdel.hlp"
"US"	"18"	4	"Reports Menu"	""	"18.4"	""
"US"	"18.4"	1	"Repetitive Transaction Browse"	""	"sfbr001.p"	"sfopiq11.hlp"
"US"	"18.4"	2	"Repetitive Trans Detail Inquiry"	""	"reopiq12.p"	"reopiq12.hlp"
"US"	"18.4"	4	"Reject by Item Report"	""	"reoprp23.p"	"reoprp23.hlp"
"US"	"18.4"	5	"Reject by Reason Report"	""	"reoprp25.p"	"reoprp25.hlp"
"US"	"18.4"	6	"Down Time by Reason Report"	""	"reoprp24.p"	"reoprp24.hlp"
"US"	"18.4"	8	"Work Center Dispatch Report"	""	"reworp04.p"	"reworp04.hlp"
"US"	"18.4"	10	"Rep Operations Accounting Report"	""	"reacrp01.p"	"reacrp01.hlp"
"US"	"18.4"	12	"Repetitive WIP Cost Report"	""	"reptrp30.p"	"reptrp30.hlp"
"US"	"18.4"	13	"Operations by Item Report"	""	"reoprp17.p"	"reoprp17.hlp"
"US"	"18.4"	14	"Operations by Employee Report"	""	"reoprp18.p"	"reoprp18.hlp"
"US"	"18.4"	15	"Operations by Work Center Report"	""	"reoprp16.p"	"reoprp16.hlp"
"US"	"18.4"	17	"Productivity by Item Report"	""	"reoprp21.p"	"reoprp21.hlp"
"US"	"18.4"	18	"Productivity by Employee Report"	""	"reoprp20.p"	"reoprp20.hlp"
"US"	"18.4"	19	"Productivity by Work Ctr Report"	""	"reoprp22.p"	"reoprp22.p"
"US"	"18.4"	21	"Efficiency by Item Report"	""	"reptrp01.p"	"reptrp01.hlp"
"US"	"18.4"	22	"Efficiency by Employee Report"	""	"reemrp01.p"	"reemrp01.hlp"
"US"	"18.4"	23	"Efficiency by Work Center Report"	""	"rewcrp01.p"	"rewcrp01.hlp"
"US"	"18"	6	"Cumulative Order Maintenance"	""	"rewomt.p"	"rewomt.hlp"
"US"	"18"	7	"Cumulative Order Browse"	""	"rebr005.p"	"rewoiq.hlp"
"US"	"18"	8	"Cumulative Order Report"	""	"reworp.p"	"reworp.hlp"
"US"	"18"	9	"Cumulative Ord Accounting Close"	""	"rewocl.p"	"rewocl.hlp"
"US"	"18"	13	"Repetitive Setup Transaction"	""	"reoptr07.p"	"reoptr07.hlp"
"US"	"18"	14	"Repetitive Labor Transaction"	""	"reoptr10.p"	"reoptr10.hlp"
"US"	"18"	15	"Repetitive Down Time Transaction"	""	"reoptr12.p"	"reoptr12.hlp"
"US"	"18"	16	"Repetitive Rework Transaction"	""	"reoptr13.p"	"reoptr13.hlp"
"US"	"18"	17	"Repetitive Reject Transaction"	""	"reoptr11.p"	"reoptr11.hlp"
xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      31                                           ¹ãÖÝÕÑºÍÆû³µÁã²¿¼þÓÐÏÞ¹«Ë¾                                      Ê±¼ä: 11:25:20
"US"	"18"	18	"Repetitive Scrap Transaction"	""	"reoptr14.p"	"reoptr14.hlp"
"US"	"18"	19	"Non-Productive Labor Feedback"	""	"reoptr15.p"	"reoptr15.hlp"
"US"	"18"	22	"Advanced Repetitive"	""	"18.22"	""
"US"	"18.22"	1	"Production Line Menu"	""	"18.22.1"	""
"US"	"18.22.1"	1	"Production Line Maintenance"	""	"splnmt.p"	"splnmt.hlp"
"US"	"18.22.1"	2	"Production Line Browse"	""	"rebr002.p"	"relniq.hlp"
"US"	"18.22.1"	3	"Production Line Detail Browse"	""	"rebr003.p"	"relniq01.hlp"
"US"	"18.22.1"	4	"Production Line Report"	""	"relnrp.p"	"relnrp.hlp"
"US"	"18.22.1"	6	"Line Changeover Maintenance"	""	"rechmt.p"	"rechmt.hlp"
"US"	"18.22.1"	7	"Line Changeover Browse"	""	"rechiq.p"	"rechiq.hlp"
"US"	"18.22.1"	8	"Line Changeover Report"	""	"rechrp.p"	"rechrp.hlp"
"US"	"18.22.1"	10	"Line Schedule Workbench"	""	"resqwb.p"	"resqwb.hlp"
"US"	"18.22.1"	11	"Line Allocation Maintenance"	""	"splamt.p"	"splamt.hlp"
"US"	"18.22.1"	12	"Line Allocation Inquiry"	""	"splaiq.p"	"splaiq.hlp"
"US"	"18.22.1"	13	"Line Schedule Browse"	""	"rebr004.p"	"resqiq.hlp"
"US"	"18.22.1"	14	"Line Schedule Report"	""	"resqrp.p"	"resqrp.hlp"
"US"	"18.22.1"	15	"Line Utilization Report"	""	"reutlrp.p"	"reutlrp.hlp"
"US"	"18.22.1"	18	"Repetitive Schedule Update"	""	"recrms.p"	"recrms.hlp"
"US"	"18.22.1"	22	"Shift Maintenance"	""	"rescmt.p"	"rescmt.hlp"
"US"	"18.22.1"	23	"Shift Report"	""	"rescrp.p"	"rescrp.hlp"
"US"	"18.22.1"	25	"Non-workbench Line Records Conv"	""	"utresq.p"	"utresq.hlp"
"US"	"18.22"	2	"Schedule Menu"	""	"18.22.2"	""
"US"	"18.22.2"	1	"Schedule Maintenance"	""	"rerpmt.p"	"rerpmt.hlp"
"US"	"18.22.2"	2	"Item Schedule Inquiry"	""	"reschiq.p"	"reschiq.hlp"
"US"	"18.22.2"	3	"Item Schedule Summary"	""	"rerpiq04.p"	"rerpiq04.hlp"
"US"	"18.22.2"	4	"Schedule Explosion"	""	"xxreschex.p"	"reschex.hlp"
"US"	"18.22.2"	5	"Operation Schedule Report"	""	"reoprp01.p"	"reoprp01.hlp"
"US"	"18.22.2"	6	"Cumulative Completed Maintenance"	""	"reccmt.p"	"reccmt.hlp"
"US"	"18.22.2"	7	"Schedule Delete"	""	"reschdel.p"	"reschdel.hlp"
"US"	"18.22.2"	13	"Production Line Schedule Inquiry"	""	"relsiq.p"	"relsiq.hlp"
"US"	"18.22.2"	14	"Production Line Schedule Browse"	""	"rebr011.p"	"relsiq.hlp"
"US"	"18.22.2"	15	"Production Line Schedule Report"	""	"relsrp.p"	"relsrp.hlp"
"US"	"18.22"	3	"Picklist Menu"	""	"18.22.3"	""
"US"	"18.22.3"	1	"Repetitive Picklist Calculation"	""	"repkup.p"	"repkup.hlp"
"US"	"18.22.3"	2	"Repetitive Picklist Inquiry"	""	"repkiq.p"	"repkiq.hlp"
"US"	"18.22.3"	3	"Repetitive Picklist Report"	""	"repkrp.p"	"repkrp.hlp"
"US"	"18.22.3"	6	"Repetitive Picklist Transfer"	""	"repkis.p"	"repkis.hlp"
"US"	"18.22.3"	8	"Repetitive Picklist Undo"	""	"repkunpk.p"	"repkunpk.hlp"
"US"	"18.22.3"	9	"Repetitive Picklist Delete"	""	"repkdel.p"	"repkdel.hlp"
"US"	"18.22"	4	"Reports Menu"	""	"18.22.4"	""
"US"	"18.22.4"	1	"Operation Transaction Inquiry"	""	"reopiq01.p"	"reopiq01.hlp"
"US"	"18.22.4"	2	"Operation Trans Detail Inquiry"	""	"reopiq02.p"	"reopiq02.hlp"
"US"	"18.22.4"	3	"Scrap Analysis Report"	""	"rescrp01.p"	"rescrp01.hlp"
"US"	"18.22.4"	4	"Reject Analysis Report"	""	"rerjrp01.p"	"rerjrp01.hlp"
"US"	"18.22.4"	5	"Rework Analysis Report"	""	"rerwrp01.p"	"rerwrp01.hlp"
"US"	"18.22.4"	6	"Wip Adjustments Analysis Report"	""	"rewarp01.p"	"rewarp01.hlp"
"US"	"18.22.4"	7	"Down Time By Reason Report"	""	"reoprp24.p"	"reoprp24.hlp"
"US"	"18.22.4"	8	"Work Center Dispatch Report"	""	"reworp04.p"	"reworp04.hlp"
"US"	"18.22.4"	9	"Rep Operations Accounting Report"	""	"reacrp01.p"	"reacrp01.hlp"
"US"	"18.22.4"	10	"Cumulative Order Cost Report"	""	"reworp02.p"	"reworp02.hlp"
"US"	"18.22.4"	11	"Wip Status Report"	""	"reworp05.p"	"reworp05.hlp"
"US"	"18.22.4"	13	"Wip Valuation Report"	""	"reworp03.p"	"reworp03.hlp"
"US"	"18.22.4"	14	"Scrap Valuation Report"	""	"rescrp02.p"	"rescrp02.hlp"
"US"	"18.22.4"	15	"Wip Adjustments Valuation Report"	""	"rewarp02.p"	"rewarp02.hlp"
"US"	"18.22.4"	16	"Operations By Item Report"	""	"reoprp37.p"	"reoprp37.hlp"
"US"	"18.22.4"	17	"Operations By Employee Report"	""	"reoprp38.p"	"reoprp38.hlp"
"US"	"18.22.4"	18	"Operations By Work Center Report"	""	"reoprp36.p"	"reoprp36.hlp"
"US"	"18.22.4"	19	"Productivity By Item Report"	""	"reoprp41.p"	"reoprp41.hlp"
xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      32                                           ¹ãÖÝÕÑºÍÆû³µÁã²¿¼þÓÐÏÞ¹«Ë¾                                      Ê±¼ä: 11:25:20
"US"	"18.22.4"	20	"Productivity By Employee Report"	""	"reoprp40.p"	"reoprp40.hlp"
"US"	"18.22.4"	21	"Productivity By Work Ctr Report"	""	"reoprp42.p"	"reoprp42.hlp"
"US"	"18.22.4"	22	"Efficiency By Item Report"	""	"reptrp31.p"	"reptrp31.hlp"
"US"	"18.22.4"	23	"Efficiency By Employee Report"	""	"reemrp31.p"	"reemrp31.hlp"
"US"	"18.22.4"	24	"Efficiency By Work Center Report"	""	"rewcrp31.p"	"rewcrp31.hlp"
"US"	"18.22"	5	"Subcontract Shipping Menu"	""	"18.22.5"	""
"US"	"18.22.5"	4	"Sub Container Maintenance"	""	"rectmt.p"	"rectmt.hlp"
"US"	"18.22.5"	5	"Sub Shipper Maintenance"	""	"reshmt.p"	"reshmt.hlp"
"US"	"18.22.5"	6	"Sub Shipper/Container Inquiry"	""	"reiq03.p"	"reiq03.hlp"
"US"	"18.22.5"	9	"Sub Shipper Print"	""	"rerp11.p"	"rerp11.hlp"
"US"	"18.22.5"	11	"Sub Shipper Issue"	""	"resubis.p"	"resubis.hlp"
