xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      1                                            ¹ãÖİÕÑºÍÆû³µÁã²¿¼şÓĞÏŞ¹«Ë¾                                      Ê±¼ä: 11:24:55
"mnt_lang"	"mnd_nbr"	"mnd_select"	"mnd_label"	"mnd_name"	"mnd_exec"	"mnd_help"
"ch"	"7.5.4"	1	"¿Í»§¿ØÖÆÎ¬»¤"	""	"xsccmt.p"	""
"ch"	"7.5.4"	2	"¿Í»§¿ØÖÆ²éÑ¯"	""	"xscciq.p"	""
"ch"	"7.5.4"	5	"ÓĞË³ĞòµÄÃ÷Ï¸±íÎ¬»¤"	""	"xssqscmt.p"	""
"ch"	"7.5.4"	6	"ÓĞË³ĞòµÄÃ÷Ï¸±í²éÑ¯"	""	"xssqsciq.p"	""
"ch"	"7.5.4"	7	"ÓĞË³ĞòµÄÃ÷Ï¸±í±¨±í"	""	"xsrp05.p"	""
"ch"	"7.5.4"	10	"ÓĞË³ĞòµÄÔ¤ÏÈ»õÔËµ¥ - ×Ô¶¯"	""	"xssqsl.p"	""
"ch"	"7.5.4"	11	"ÓĞË³ĞòµÄ»õÔËµ¥±¨±í"	""	"xssqrp03.p"	""
"ch"	"7.5.4"	13	"ÓĞË³ĞòµÄ½»²æ²Î¿¼Î¬»¤"	""	"xssqsxmt.p"	""
"ch"	"7.5.4"	14	"ÓĞË³ĞòµÄ½»²æ²Î¿¼±¨±í"	""	"xssqsxrp.p"	""
"ch"	"7.5.4"	16	"ÓĞË³ĞòµÄÃ÷Ï¸±í²îÒì±¨±í"	""	"xssqrp01.p"	""
"ch"	"7.5.4"	17	"¼Æ»®/·¢»õĞòºÅ²îÒì±¨±í"	""	"xssqrp02.p"	""
"ch"	"7.5.4"	22	"ÓĞË³ĞòµÄÃ÷Ï¸±íÏ¸½ÚÉ¾³ı"	""	"xssqscdl.p"	""
"ch"	"7.5.4"	24	"Ë³Ğò¼Æ»®¿ØÖÆ"	""	"xssqpm.p"	""
"ch"	"7.5"	5	"ÒªÇó·¢»õµÄÈÕ³Ì¸üĞÂ"	""	"xsrsup.p"	"rcrsup.hlp"
"ch"	"7.5"	6	"¿ÉÑ¡ÔñµÄÒªÇó·¢»õµÄÈÕ³Ì¸üĞÂ"	""	"xsrssup.p"	"rcrssup.hlp"
"ch"	"7.5"	8	"ÈÕ³Ì²éÑ¯"	""	"xsiq01.p"	"rciq01.hlp"
"ch"	"7.5"	9	"ÈÕ³ÌÀúÊ·¼ÇÂ¼²éÑ¯"	""	"xsiq02.p"	"rciq02.hlp"
"ch"	"7.5"	10	"ÈÕ³Ì±¨±í"	""	"xsrp01.p"	"rcrp01.hlp"
"ch"	"7.5"	11	"ÈÕ³Ì±È½Ï"	""	"xsrp02.p"	"rcrp02.hlp"
"ch"	"7.5"	12	"ÈÕ³ÌºË×¼±¨±í"	""	"xsrp03.p"	"rcrp03.hlp"
"ch"	"7.5"	13	"ÒªÇó·¢»õÈÕ³Ì»ã×Ü±¨±í"	""	"xsrp07.p"	"rcrp07.hlp"
"ch"	"7.5"	14	"ÒªÇó·¢»õÈÕ³ÌÃ÷Ï¸±¨±í"	""	"xsrp09.p"	"rcrp09.hlp"
"ch"	"7.5"	16	"ÀÛ¼Æ·¢»õÎ¬»¤"	""	"xscadj.p"	"rccadj.hlp"
"ch"	"7.5"	18	"ÀÛ¼Æ·¢»õÖØÖÃÎªÁã"	""	"xscup01.p"	"rccup01.hlp"
"ch"	"7.5"	20	"·¢»õÀúÊ·¼ÇÂ¼±¨±í"	""	"xsrp08.p"	"rcrp08.hlp"
"ch"	"7.5"	21	"·¢»õÃ÷Ï¸±í²îÒì±¨±í"	""	"xsrp15.p"	""
"ch"	"7.5"	22	"·¢»õÖÁ¼Æ»®²îÒì±¨±í"	""	"xsrp16.p"	""
"ch"	"7.5"	23	"ÈÕ³ÌµÄÉ¾³ı/´æµµ"	""	"xsdel.p"	"rcdel.hlp"
"ch"	"7"	7	"¼¯×°Ïä»¯ÔËÊä²Ëµ¥"	""	"7.7"	""
"ch"	"7.7"	1	"¼¯×°Ïä°²ÅÅ"	""	"rcctwb.p"	"rcctwb.hlp"
"ch"	"7.7"	2	"¼¯×°Ïä²éÑ¯"	""	"rciq03d.p"	"rciq03d.hlp"
"ch"	"7.7"	3	"°´Áã¼şÅÅĞòµÄ¼¯×°Ïä²éÑ¯"	""	"rcctiq.p"	"rcctiq.hlp"
"ch"	"7.7"	5	"¿Í»§¶©µ¥¼¯×°ÏäÎ¬»¤"	""	"rcctmt.p"	"rcctmt.hlp"
"ch"	"7.7"	7	"»õÔË±êÇ©´òÓ¡"	""	"rcrp10.p"	"rcrp10.hlp"
"ch"	"7.7"	23	"¼¯×°ÏäÉ¾³ı/¹éµµ"	""	"rcctdel.p"	""
"ch"	"7"	9	"·¢»õ´¦Àí²Ëµ¥"	""	"7.9"	""
"ch"	"7.9"	1	"ÁìÁÏµ¥/»õÔËµ¥ - ×Ô¶¯Éú³É"	""	"sososl.p"	"sososl.hlp"
"ch"	"7.9"	2	"Ô¤ÏÈ»õÔËµ¥/»õÔËµ¥°²ÅÅ"	""	"rcshwb.p"	"rcshwb.hlp"
"ch"	"7.9"	3	"Ô¤ÏÈ»õÔËµ¥/»õÔËµ¥²éÑ¯"	""	"rciq03.p"	"rciq03.hlp"
"ch"	"7.9"	4	"Ô¤ÏÈ»õÔËµ¥/»õÔËµ¥´òÓ¡"	""	"rcrp13.p"	"rcrp13.hlp"
"ch"	"7.9"	5	"Ô¤ÏÈ»õÔËµ¥/»õÔËµ¥È·ÈÏ"	""	"rcsois.p"	"rcsois.hlp"
"ch"	"7.9"	6	"Ô¤ÏÈ»õÔËµ¥/»õÔËµ¥±¨±í"	""	"rcshrp01.p"	""
"ch"	"7.9"	7	"Ô¤ÏÈ»õÔËµ¥/»õÔËµ¥×Ô¶¯È·ÈÏ"	""	"rcauis.p"	"rcauis.hlp"
"ch"	"7.9"	8	"¿Í»§¶©¹º»õÔËµ¥Î¬»¤"	""	"rcshmt.p"	"rcshmt.hlp"
"ch"	"7.9"	9	"¿Í»§¶©¹º»õÔËµ¥´òÓ¡"	""	"rcrp11.p"	"rcrp11.hlp"
"ch"	"7.9"	10	"¿Í»§¶©¹º»õÔËµ¥µÄÊÖ¹¤ÑéÖ¤"	""	"rcvrfsh.p"	""
"ch"	"7.9"	12	"Ìáµ¥²Ëµ¥"	""	"7.9.12"	""
"ch"	"7.9.12"	1	"Ìáµ¥´òÓ¡"	""	"rcrp12.p"	"rcrp12.hlp"
"ch"	"7.9.12"	2	"Ö÷Ìáµ¥Î¬»¤"	""	"rcmbmt.p"	"rcmbmt.hlp"
"ch"	"7.9.12"	3	"Ö÷Ìáµ¥²éÑ¯"	""	"rcmbiq.p"	"rcmbiq.hlp"
"ch"	"7.9.12"	4	"Ö÷Ìáµ¥´òÓ¡"	""	"rcmbrp.p"	"rcmbrp.hlp"
"ch"	"7.9.12"	23	"Ö÷Ìáµ¥É¾³ı/´æµµ"	""	"icmbdel.p"	"icmbdel.hlp"
xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      17                                           ¹ãÖİÕÑºÍÆû³µÁã²¿¼şÓĞÏŞ¹«Ë¾                                      Ê±¼ä: 11:24:55
"ch"	"7.9"	13	"¿Í»§¶©µ¥×°Ïäµ¥"	""	"sosopk.p"	"sosopk.hlp"
"ch"	"7.9"	14	"¿Í»§¶©µ¥»õÎï·¢ÔË±êÇ©´òÓ¡"	""	"sosorp14.p"	"sosorp14.hlp"
"ch"	"7.9"	15	"¿Í»§¶©µ¥»õÎï·¢ÔË"	""	"sosois.p"	"sosois.hlp"
"ch"	"7.9"	16	"³ö»õ±êÇ©´òÓ¡[C]"	""	"xxsobcsp.p"	""
"ch"	"7.9"	17	"PRO/PLUS »õÔËĞÔÄÜ"	""	"7.9.17"	""
"ch"	"7.9.17"	1	"ĞÔÄÜ¿ØÖÆÎ¬»¤"	""	"sospcmt.p"	""
"ch"	"7.9.17"	3	"»ùÓÚÊ±¼äµÄ×´Ì¬´úÂëÎ¬»¤"	""	"sosttmt.p"	""
"ch"	"7.9.17"	4	"»ùÓÚÊ±¼äµÄ×´Ì¬´úÂëä¯ÀÀ"	""	"sobr028.p"	""
"ch"	"7.9.17"	6	"»ùÓÚÊıÁ¿µÄ×´Ì¬´úÂëÎ¬»¤"	""	"sostqmt.p"	""
"ch"	"7.9.17"	7	"»ùÓÚÊıÁ¿µÄ×´Ì¬´úÂëä¯ÀÀ"	""	"sobr029.p"	""
"ch"	"7.9.17"	9	"»õÔËÔ­Òò´úÂëÌõÄ¿"	""	"sorsnent.p"	""
"ch"	"7.9.17"	10	"¶ªÊ§Ô­Òò´úÂë±¨±í"	""	"soshprp6.p"	""
"ch"	"7.9.17"	13	"»õÔËĞÔÄÜÊı¾İÎ¬»¤"	""	"soshpmt.p"	""
"ch"	"7.9.17"	15	"»õÔËĞÔÄÜ±¨±í"	""	"soshprp.p"	""
"ch"	"7.9.17"	17	"Ô­Òò´úÂë·ÖÎö±¨¸æ"	""	"soshprp1.p"	""
"ch"	"7.9.17"	18	"ÏîÄ¿·ÖÎö±¨±í"	""	"soshprp2.p"	""
"ch"	"7.9.17"	19	"¿Í»§·ÖÎö±¨±í"	""	"soshprp3.p"	""
"ch"	"7.9.17"	22	"ĞÔÄÜÊı¾İÌáÈ¡"	""	"soshpex.p"	""
"ch"	"7.9.17"	23	"Òµ¼¨Êı¾İÉ¾³ı/´æµµ"	""	"soshpup.p"	""
"ch"	"7.9.17"	24	"»õÔËĞÔÄÜ¿ØÖÆ"	""	"soshppm.p"	""
"ch"	"7.9"	18	"´¢±¸/¶ªÊ§µÄ»õÔË±¨±í"	""	"soshprp5.p"	""
"ch"	"7.9"	19	"Ìî³äÂÊ±¨±í"	""	"soshprp4.p"	""
"ch"	"7.9"	20	"³·Ïú·ÖÅäµÄ»õÔËµ¥ºÅ"	""	"rcslrb.p"	"rcslrb.hlp"
"ch"	"7.9"	21	"»õÔËµ¥Î´È·ÈÏ"	""	"rcunis.p"	"rcunis.hlp"
"ch"	"7.9"	22	"»õÔËµ¥Íø¹Ø"	""	"rcshgw.p"	"rcshgw.hlp"
"ch"	"7.9"	23	"»õÔËµ¥µÄÉ¾³ı/´æµµ"	""	"rcscdel.p"	"rcscdel.hlp"
"ch"	"7.9"	24	"¼¯×°Ïä/·¢»õÈË¿ØÖÆ"	""	"rcpm.p"	"rcpm.hlp"
"ch"	"7.9"	25	"·ÖÅäNRM Ë³ĞòÖÁ»õÔËµ¥"	""	"utshnrm.p"	"utshnrm.hlp"
"ch"	"7.9"	26	"·¢²¼Ëø¶¨µÄ»õÔËµ¥È·¶¨"	""	"utshrel.p"	""
"ch"	"7.9"	27	"½«ÁìÁÏÊıÁ¿ÒÆÖÁqad×Ö¶Î"	""	"uxdecqad.p"	""
"ch"	"7.9"	28	"ÇåÀí±ê×¼lad_det"	""	"uxladadj.p"	""
"ch"	"7.9"	29	"¾ÀÕı¸ºÖµ¿Í»§¶©µ¥ÊıÁ¿·ÖÅä¡£"	""	"uxsodall.p"	""
"ch"	"7.9"	30	"¾ÀÕı¹¤¾ßÁã¼şµÄ»õÔËµ¥"	""	"uxshfix.p"	""
"ch"	"7.9"	31	"ÀÛ¼Ó¾»¶î/×Ü¶î/Æ¤ÖØ"	""	"uxnwtgwt.p"	""
"ch"	"7.9"	32	"¾ÀÕı¿âÎ»Ã÷Ï¸ºÍ¿Í»§¶©µ¥µÄÁìÁÏÊıÁ¿"	""	"uxsodlad.p"	""
"ch"	"7.9"	33	"Çå³ıÒÑËğ»µµÄLad_det"	""	"uxladdel.p"	""
"ch"	"7.9"	34	"¾ÀÕıÔÚld_detÖĞ·ÖÅäµÄÊıÁ¿"	""	"uxlddall.p"	""
"ch"	"7"	12	"ÏúÊÛ±¨¼Û²Ëµ¥"	""	"7.12"	""
"ch"	"7.12"	1	"ÏúÊÛ±¨¼ÛÎ¬»¤"	""	"sqqomt.p"	"sqqomt.hlp"
"ch"	"7.12"	2	"ÏúÊÛ±¨¼Ûä¯ÀÀ"	""	"sqbr001.p"	"sqqoiq.hlp"
"ch"	"7.12"	3	"ÏúÊÛ±¨¼Û´òÓ¡"	""	"sqqorp05.p"	"sqqorp05.hlp"
"ch"	"7.12"	5	"ÓÃ¶©µ¥¸´ÖÆÏúÊÛ±¨¼Û"	""	"sqqocpy.p"	"sqqocpy.hlp"
"ch"	"7.12"	6	"ÓÃ±¨¼Û¸´ÖÆÏúÊÛ±¨¼Û"	""	"sqqoqo.p"	"sqqoqo.hlp"
"ch"	"7.12"	8	"ÏúÊÛ±¨¼ÛÖØĞÂ¶¨¼Û"	""	"sqrepr.p"	"sqrepr.hlp"
"ch"	"7.12"	10	"ÏúÊÛ±¨¼ÛÓÃÓÚ¿Í»§¶©µ¥"	""	"sqqoso.p"	"sqqoso.hlp"
"ch"	"7.12"	13	"°´±¨¼ÛºÅÅÅĞòµÄÏúÊÛ±¨¼Û±¨±í"	""	"sqqorp.p"	"sqqorp.hlp"
"ch"	"7.12"	14	"°´¿Í»§´úÂëÅÅĞòµÄÏúÊÛ±¨¼Û±¨±í"	""	"sqqorp01.p"	"sqqorp01.hlp"
"ch"	"7.12"	15	"°´Áã¼şºÅÅÅĞòµÄÏúÊÛ±¨¼Û±¨±í"	""	"sqqorp02.p"	"sqqorp02.hlp"
"ch"	"7.12"	16	"ÏúÊÛ±¨¼ÛÃ«Àû±¨±í"	""	"sqqorp08.p"	"sqqorp08.hlp"
"ch"	"7.12"	17	"ÏúÊÛ±¨¼ÛÎŞĞ§Ô­Òò±¨±í"	""	"sqqorp03.p"	"sqqorp03.hlp"
"ch"	"7.12"	23	"¹ıÆÚ±¨¼ÛÉ¾³ı/´æµµ"	""	"sqqoup.p"	"sqqoup.hlp"
"ch"	"7.12"	24	"ÏúÊÛ±¨¼Û¿ØÖÆ"	""	"sqqopm.p"	"sqqopm.hlp"
"ch"	"7"	13	"·¢Æ±²Ëµ¥"	""	"7.13"	""
"ch"	"7.13"	1	"´ı¿ª·¢Æ±Î¬»¤²Ëµ¥"	""	"7.13.1"	"soivmt.hlp"
"ch"	"7.13.1"	1	"´ı¿ª·¢Æ±Î¬»¤"	""	"soivmt.p"	""
"ch"	"7.13.1"	2	"´ı¿ª·¢Æ±Î¬»¤[C]"	""	"xxsoivmt.p"	""
"ch"	"7.13"	2	"´ı¿ª·¢Æ±µÇ¼Ç²¾"	""	"soivrp.p"	"soivrp.hlp"
"ch"	"7.13"	3	"·¢Æ±´òÓ¡"	""	"sosorp10.p"	"sosorp10.hlp"
xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      18                                           ¹ãÖİÕÑºÍÆû³µÁã²¿¼şÓĞÏŞ¹«Ë¾                                      Ê±¼ä: 11:24:55
"ch"	"7.13"	4	"·¢Æ±¹ıÕË"	""	"7.13.4"	"soivpst.hlp"
"ch"	"7.13.4"	1	"·¢Æ±¹ıÕË"	""	"soivpst.p"	"soivpst.hlp"
"ch"	"7.13.4"	2	"·¢Æ±¹ıÕË[C]"	""	"xxsoivpst.p"	"soivpst.hlp"
"ch"	"7.13"	5	"·¢Æ±ÉêÇë²Ëµ¥"	""	"7.13.5"	""
"ch"	"7.13.5"	1	"´ı¿ª·¢Æ±´´½¨"	""	"xxssirm1.p"	""
"ch"	"7.13.5"	2	"·¢Æ±ÉêÇëÎ¬»¤"	""	"xxssirm2.p"	""
"ch"	"7.13.5"	3	"·¢Æ±ÉêÇë¹ıÕË"	""	"xxssirps.p"	""
"ch"	"7.13.5"	4	"·¢»õ¼ÇÂ¼»ã×Ü²éÑ¯"	""	"xxrso002.p"	""
"ch"	"7.13.5"	5	"·¢»õ¼ÇÂ¼Ã÷Ï¸²éÑ¯"	""	"xxrso003.p"	""
"ch"	"7.13.5"	24	"·¢Æ±ÉêÇë¿ØÖÆÎÄ¼ş"	""	"xxssirpm.p"	""
"ch"	"7.13"	7	"·¢Æ±ÀúÊ·¼ÇÂ¼ä¯ÀÀ"	""	"sobr007.p"	"soiviq.hlp"
"ch"	"7.13"	8	"·¢Æ±ÀúÊ·¼ÇÂ¼±¨±í"	""	"7.13.8"	""
"ch"	"7.13.8"	1	"·¢Æ±ÀúÊ·¼ÇÂ¼±¨±í"	""	"soivrp09.p"	"soivrp09.hlp"
"ch"	"7.13.8"	2	"·¢Æ±ÀúÊ·¼ÇÂ¼±¨±í[C]"	""	"xxsoivr9.p"	"soivrp09.hlp"
"ch"	"7.13"	9	"ÎïÁÏÇåµ¥·¢Æ±²éÑ¯"	""	"soivbiq.p"	"soivbiq.hlp"
"ch"	"7.13"	10	"¿Í»§¶©µ¥¸ú×Ù²éÑ¯"	""	"soiviq01.p"	"soiviq01.hlp"
"ch"	"7.13"	12	"ÒÑ½á·¢Æ±ÖØĞÂ´òÓ¡"	""	"soivrp10.p"	"soivrp10.hlp"
"ch"	"7.13"	13	"ÍËÕÊ²Ëµ¥"	""	"7.13.13"	""
"ch"	"7.13.13"	1	"ÍËÕÊÎ¬»¤"	""	"rcrbmt.p"	"rcrbmt.hlp"
"ch"	"7.13.13"	2	"ÍËÕÊ²éÑ¯"	""	"rcrbiq.p"	"rcrbiq.hlp"
"ch"	"7.13.13"	3	"ÍËÕÊ±¨±í"	""	"rcrbrp01.p"	"rcrbrp01.hlp"
"ch"	"7.13.13"	4	"ÍËÕÊÀúÊ·¼ÇÂ¼±¨±í"	""	"rcrbrp02.p"	"rcrbrp02.hlp"
"ch"	"7.13"	23	"·¢Æ±ÀúÊ·¼ÇÂ¼É¾³ı/´æµµ"	""	"soivup.p"	"soivup.hlp"
"CH"	"7"	14	"ÖĞ¹ú²ÆÎñ·¢Æ±´¦Àí²Ëµ¥"	"*"	"7.14"	""
"ch"	"7.14"	1	"·¢Æ±´òÓ¡"	""	"chsorp10.p"	""
"ch"	"7.14"	2	"·¢Æ±¹ıÕÊ"	""	"chivpst.p"	""
"ch"	"7.14"	3	"´òÓ¡ºÍÉú³É´ı¿ª·¢Æ±ÎÄ¼ş(½ğË°)"	""	"chgtivdt.p"	""
"ch"	"7.14"	10	"×°ÈëÒÑ¿ªÍâ²¿·¢Æ±Êı¾İ(½ğË°)"	""	"chgtivld.p"	""
"ch"	"7.14"	11	"ÒÑ¿ªÍâ²¿·¢Æ±Óë·¢Æ±µÄÁ¬½Ó"	""	"chgtilnk.p"	""
"ch"	"7.14"	13	"ÒÑ¿ª·¢Æ±/Íâ²¿·¢Æ±²éÑ¯"	""	"chbr020.p"	""
"ch"	"7.14"	14	"·¢Æ±ÀúÊ·¼ÇÂ¼±¨±í"	""	"chgtivrp.p"	""
"ch"	"7"	15	"¿Í»§¶©µ¥±¨±í²Ëµ¥"	""	"7.15"	""
"ch"	"7.15"	1	"°´¶©µ¥ºÅÂëÅÅĞòµÄ¿Í»§¶©µ¥±¨±í"	""	"sosorp.p"	"sosorp.hlp"
"ch"	"7.15"	2	"°´¿Í»§´úÂëÅÅĞòµÄ¿Í»§¶©µ¥±¨±í"	""	"sosorp01.p"	"sosorp01.hlp"
"ch"	"7.15"	3	"°´Áã¼şºÅÅÅĞòµÄ¿Í»§¶©µ¥±¨±í"	""	"sosorp02.p"	"sosorp02.hlp"
"ch"	"7.15"	5	"¿Í»§¶©µ¥Ã«Àû±¨±í"	""	"sosorp08.p"	"sosorp08.hlp"
"ch"	"7.15"	7	"¿Í»§¶©µ¥¼Û¸ñ±¨±í"	""	"sopirp01.p"	"sopirp01.hlp"
"ch"	"7.15"	9	"Î´È·ÈÏµÄ¿Í»§¶©µ¥±¨±í"	""	"sosorp16.p"	""
"ch"	"7.15"	11	"EMT¸ú×Ù±¨±í"	""	"sobtbrp.p"	"sobtbrp.hlp"
"ch"	"7.15"	13	"¶©»õ¼ÇÂ¼ÊÂÎñä¯ÀÀ"	""	"sobr011.p"	"sotriq03.hlp"
"ch"	"7.15"	14	"¶©»õ¼ÇÂ¼ÊÂÎñ´¦Àí±¨±í"	""	"sosorp03.p"	"sosorp03.hlp"
"ch"	"7.15"	15	"°´Áã¼şÅÅĞòµÄ¶©»õ¼ÇÂ¼ÊÂÎñ»ã×Ü"	""	"sosorp15.p"	"sosorp15.hlp"
"ch"	"7.15"	17	"·¢»õÊÂÎñä¯ÀÀ"	""	"sobr012.p"	"sotriq04.hlp"
"ch"	"7.15"	18	"·¢»õÊÂÎñ´¦Àí±¨±í"	""	"sosorp04.p"	"sosorp04.hlp"
"ch"	"7.15"	19	"°´¿Í»§ÅÅĞòµÄ·¢»õÊÂÎñ±¨±í"	""	"sosorp09.p"	"sosorp09.hlp"
"ch"	"7.15"	21	"°´Áã¼şºÅÅÅĞòµÄÊÂÎñ»ã×Ü±¨±í"	""	"sosorp11.p"	"sosorp11.hlp"
"ch"	"7.15"	22	"°´¿Í»§ÅÅĞòµÄÊÂÎñ»ã×Ü±¨±í"	""	"sosorp12.p"	"sosorp12.hlp"
"ch"	"7.15"	23	"°´¿Í»§¼°Áã¼şÅÅĞòµÄÊÂÎñ»ã×Ü±í"	""	"sosorp13.p"	"sosorp13.hlp"
"ch"	"7"	16	"Ôİ¹À·¢Æ±²Ëµ¥"	""	"7.16"	""
"ch"	"7.16"	1	"Ôİ¹À·¢Æ±´´½¨"	""	"xxssdim1.p"	""
"ch"	"7.16"	2	"ÔöÖµË°·¢Æ±ÉêÇëÎ¬»¤"	""	"xxssdim2.p"	""
"ch"	"7.16"	3	"ÔöÖµË°·¢Æ±ÉêÇëÈ·ÈÏ"	""	"xxssdii1.p"	""
"ch"	"7.16"	4	"ÕıÊ½·¢Æ±¹ıÕË"	""	"xxsoivpst.p"	""
"ch"	"7.16"	7	"ÔÂ¶ÈÏúÊÛÇëÇóÊé"	""	"xxssdir1.p"	""
"ch"	"7.16"	9	"ÖØĞÂ´òÓ¡ÔÂ¶ÈÏúÊÛÇëÇóÊé"	""	"xxssdira.p"	""
"ch"	"7.16"	11	"ÒÑ´òÓ¡Î´È·ÈÏµÄÔİ¹À·¢Æ±»ã×Ü±¨±í"	""	"xxssdi25.p"	""
"ch"	"7.16"	12	"ÒÑ´òÓ¡Î´È·ÈÏµÄÔİ¹À·¢Æ±Ã÷Ï¸±¨±í"	""	"xxssdi26.p"	""
"ch"	"7.16"	13	"Î´´´½¨µÄÔİ¹À·¢Æ±»ã×Ü±¨±í"	""	"7.16.13"	""
xxmgmer2.p 0905                         15.1           36.25.99.3 ²Ëµ¥ÏµÍ³±¨±í                                        ÈÕÆÚ: 11/03/07
Ò³:      19                                           ¹ãÖİÕÑºÍÆû³µÁã²¿¼şÓĞÏŞ¹«Ë¾                                      Ê±¼ä: 11:24:56
"ch"	"7.16.13"	1	"Î´´´½¨µÄÔİ¹À·¢Æ±»ã×Ü±¨±í"	""	"xxssdi01.p"	""
"ch"	"7.16.13"	2	"Î´´´½¨µÄÔİ¹À·¢Æ±°´µ¥¼Û»ã×Ü±¨±í"	""	"xxssdi03.p"	""
"ch"	"7.16"	14	"Î´´´½¨µÄÔİ¹À·¢Æ±Ã÷Ï¸±¨±í"	""	"xxssdi02.p"	""
"ch"	"7.16"	15	"ÒÑ´´½¨Î´ÉêÇëµÄÔİ¹À·¢Æ±»ã×Ü±¨±í"	""	"xxssdi11.p"	""
"ch"	"7.16"	16	"ÒÑ´´½¨Î´ÉêÇëµÄÔİ¹À·¢Æ±Ã÷Ï¸±¨±í"	""	"xxssdi12.p"	""
"ch"	"7.16"	17	"ÒÑÉêÇëÎ´´òÓ¡µÄÔİ¹À·¢Æ±»ã×Ü±¨±í"	""	"xxssdi21.p"	""
"ch"	"7.16"	18	"ÒÑÉêÇëÎ´´òÓ¡µÄÔİ¹À·¢Æ±Ã÷Ï¸±¨±í"	""	"xxssdi22.p"	""
"ch"	"7.16"	19	"ÒÑÈ·ÈÏÎ´¹ıÕËµÄÔİ¹À·¢Æ±»ã×Ü±¨±í"	""	"xxssdi31.p"	""
"ch"	"7.16"	20	"ÒÑÈ·ÈÏÎ´¹ıÕËµÄÔİ¹À·¢Æ±Ã÷Ï¸±¨±í"	""	"xxssdi32.p"	""
"ch"	"7.16"	21	"ÒÑ¹ıÕËµÄÔİ¹À·¢Æ±»ã×Ü±¨±í"	""	"xxssdi41.p"	""
"ch"	"7.16"	22	"ÒÑ¹ıÕËµÄÔİ¹À·¢Æ±Ã÷Ï¸±¨±í"	""	"xxssdi42.p"	""
"ch"	"7.16"	23	"ÊÂÎñÓë·¢Æ±ÀúÊ·¼ÇÂ¼ÑéÖ¤Óë¸üÕı"	""	"xxssditr.p"	""
"ch"	"7.16"	24	"Ôİ¹À·¢Æ±¿ØÖÆÎÄ¼ş"	""	"xxssdip1.p"	""
"ch"	"7"	17	"ÏúÊÛ·ÖÎö²Ëµ¥"	""	"7.17"	""
"ch"	"7.17"	1	"ÍÆÏúÔ±¶¨¶îÎ¬»¤"	""	"sasphmt.p"	"sasphmt.hlp"
"ch"	"7.17"	2	"ÍÆÏúÔ±¶¨¶î²éÑ¯"	""	"sasphiq.p"	"sasphiq.hlp"
"ch"	"7.17"	3	"ÍÆÏúÔ±Ã«Àû²éÑ¯"	""	"sasphiq1.p"	"sasphiq1.hlp"
"ch"	"7.17"	5	"°´ÍÆÏúÔ±ÅÅĞòµÄÏúÊÛä¯ÀÀ"	""	"sabr003.p"	"sasaiq05.hlp"
"ch"	"7.17"	6	"ÍÆÏúÔ±·Ö¼¶±¨±í"	""	"sasarp04.p"	"sasarp04.hlp"
"ch"	"7.17"	10	"°´µØµãÅÅĞòµÄÏúÊÛ±¨±í"	""	"sasarp06.p"	"sasarp06.hlp"
"ch"	"7.17"	13	"°´¿Í»§ÅÅĞòµÄÏúÊÛä¯ÀÀ"	""	"sabr001.p"	"sasaiq03.hlp"
"ch"	"7.17"	14	"°´¿Í»§ÅÅĞòµÄÏúÊÛ±¨±í"	""	"sasarp03.p"	"sasarp03.hlp"
"ch"	"7.17"	15	"¿Í»§·Ö¼¶±¨±í"	""	"sasarp01.p"	"sasarp01.hlp"
"ch"	"7.17"	17	"°´Áã¼şºÅÅÅĞòµÄÏúÊÛä¯ÀÀ"	""	"sabr002.p"	"sasaiq04.hlp"
"ch"	"7.17"	18	"°´Áã¼şºÅÅÅĞòµÄÏúÊÛ±¨±í"	""	"sasarp05.p"	"sasarp05.hlp"
"ch"	"7.17"	19	"Áã¼ş·Ö¼¶±¨±í"	""	"sasarp02.p"	"sasarp02.hlp"
"ch"	"7.17"	22	"²ÆÕşÄê¶È±ä¸ü"	""	"safyrcg.p"	"safyrcg.hlp"
"ch"	"7.17"	23	"ÏúÊÛ·ÖÎöµÄÉ¾³ı/´æµµ"	""	"sasaup.p"	"sasaup.hlp"
"ch"	"7.17"	25	"ÏúÊÛ·ÖÎöÊµÓÃ³ÌĞò"	""	"7.17.25"	""
"ch"	"7.17.25"	2	"½¨Á¢ÏúÊÛ·ÖÎö"	""	"utsabild.p"	""
"ch"	"7"	18	"¿Í»§Î¯ÍĞ¿â´æ"	""	"7.18"	""
"ch"	"7.18"	1	"»õÎï·¢Íù/ÏîÄ¿¿ØÖÆÎ¬»¤"	""	"socnstmt.p"	""
"ch"	"7.18"	2	"»õÎï·¢Íù/ÏîÄ¿¿ØÖÆ±¨±í"	""	"socnstrp.p"	""
"ch"	"7.18"	4	"Î¯ÍĞ±¨±í²Ëµ¥"	""	"7.18.4"	""
"ch"	"7.18.4"	1	"Î¯ÍĞ¿â´æ±¨±í"	""	"ppptrp10.p"	""
