帐户;分帐户;成本中心;金额
212111;691056;;0
212111;691059;;0
212111;691060;;0
212111;691061;;0
212111;691063;;0
212111;691064;;0
212111;691067;;0
212111;691068;;0
212111;691070;;0
212111;691074;;0
212111;691075;;0
212111;691076;;0
212111;691077;;0
212111;691078;;0
212111;691079;;0
212111;691080;;0
212111;691081;;0
212111;691083;;0
212111;691085;;0
212111;691086;;0
212111;691087;;0
212111;691088;;0
212111;691090;;0
212111;691092;;0
212111;691093;;0
212111;691095;;0
212111;691096;;0
212111;691097;;0
212111;691098;;0
212111;691099;;0
212111;691100;;0
212111;691101;;0
212111;691102;;0
212111;691103;;0
212111;691104;;0
212111;691105;;0
212111;691106;;0
212111;691107;;0
212111;691108;;0
212111;691109;;0
212111;691110;;0
212111;691111;;0
212111;691112;;0
212111;691113;;0
212111;691115;;0
212111;691116;;0
212111;691117;;0
212111;691118;;0
212111;691120;;0
212111;691121;;0
212111;691123;;0
212111;691124;;0
212111;691125;;0
212111;691126;;0
212111;691127;;0
212111;691128;;0
212111;691129;;0
212111;691130;;0
212111;691131;;0
212111;691134;;0
212111;691135;;0
212111;691136;;0
212111;691137;;0
212111;691138;;0
212111;691139;;0
212111;691140;;0
212111;691141;;0
212111;691142;;0
212111;691146;;0
212111;691147;;0
212111;691148;;0
212111;691150;;0
212111;691151;;0
212111;691153;;0
212111;691155;;0
212111;691156;;0
212111;691158;;0
212111;691159;;0
212111;691160;;0
212111;691161;;0
212111;691162;;0
212111;693002;;0
212111;693004;;0
212111;693005;;0
212111;693008;;0
212111;693009;;0
212111;693011;;0
212111;693013;;0
212111;693014;;0
212111;693015;;0
212111;693016;;0
212111;693017;;0
212111;693018;;0
212111;693020;;0
212111;693021;;0
212111;693022;;0
212111;693023;;0
212111;693024;;0
212111;693025;;0
212111;693026;;0
212111;693027;;0
212111;693028;;0
212111;693029;;0
212111;693030;;0
212111;693031;;0
212111;693032;;0
212111;693034;;0
212111;693035;;0
212111;693037;;0
212111;693039;;0
212111;693040;;0
212111;693041;;0
212111;693042;;0
212111;693043;;0
212111;693045;;0
212111;693046;;0
212111;693047;;0
212111;693048;;0
212111;693049;;0
212111;693050;;0
212111;693052;;0
212111;693053;;0
212111;693054;;0
212111;693055;;0
212111;693056;;0
212111;693059;;0
212111;693060;;0
212111;693061;;0
212111;693062;;0
212111;693063;;0
212111;693064;;0
212111;693065;;0
212111;693066;;0
212111;693069;;0
212111;693070;;0
212111;693071;;0
212111;693072;;0
212111;693075;;0
212111;694002;;0
212111;694003;;0
212111;694004;;0
212111;694005;;0
212111;697001;;0
212111;697002;;0
212111;697004;;0
212111;697005;;0
212111;697006;;0
212111;697007;;0
212111;697008;;0
212111;697009;;0
212111;697010;;0
212111;697011;;0
212111;697012;;0
212111;697013;;0
212111;697014;;0
212111;697015;;0
212111;697016;;0
212111;697017;;0
212111;697018;;0
212111;697019;;0
212111;697020;;0
212111;697021;;0
212111;697022;;0
212111;697023;;0
212111;697024;;0
212111;697025;;0
212111;697026;;0
212111;697027;;0
212111;697028;;0
212111;697029;;0
212111;697030;;0
212111;697031;;0
212111;697032;;0
212111;697033;;0
212111;698001;;0
212111;698002;;0
212111;698003;;0
212111;698004;;0
212111;698005;;0
212111;698006;;0
212111;698007;;0
212111;698008;;0
212111;698009;;0
212111;698010;;0
212111;698011;;0
212111;698012;;0
212111;698013;;0
212111;698014;;0
212111;698016;;0
212111;698017;;0
212111;698018;;0
212111;698019;;0
212111;698020;;0
212111;698021;;0
212111;698022;;0
212111;698023;;0
212111;698024;;0
212111;698025;;0
212111;698026;;0
212111;698028;;0
212111;698031;;0
212111;698032;;0
212111;698033;;0
212111;698034;;0
212111;698035;;0
212111;698036;;0
212111;698037;;0
212111;698038;;0
212111;698039;;0
212111;698040;;0
212111;698041;;0
212111;698042;;0
212111;698043;;0
212111;698044;;0
212111;698046;;0
212111;698047;;0
212111;698052;;0
212111;699001;;0
212111;699002;;0
212111;699003;;0
212111;699004;;0
212111;699006;;0
212111;699007;;0
212111;699008;;0
212111;699009;;0
212111;699012;;0
212111;699017;;0
212111;699018;;0
212112;699001;;0
212112;699003;;0
212112;699004;;0
212112;699005;;0
212112;699009;;0
212112;699011;;0
212112;699012;;0
212112;699013;;0
212112;699014;;0
212112;699015;;0
212112;699016;;0
212113;699003;;0
212113;699005;;0
212121;691002;;0
212121;691003;;0
212121;691004;;0
212121;691008;;0
212121;691010;;0
212121;691013;;0
212121;691014;;0
212121;691016;;0
212121;691017;;0
212121;691018;;0
212121;691019;;0
212121;691020;;0
212121;691022;;0
212121;691024;;0
212121;691025;;0
212121;691026;;0
212121;691028;;0
212121;691031;;0
212121;691032;;0
212121;691034;;0
212121;691035;;0
212121;691036;;0
212121;691039;;0
212121;691042;;0
212121;691045;;0
212121;691046;;0
212121;691047;;0
212121;691048;;0
212121;691050;;0
212121;691051;;0
212121;691052;;0
212121;691053;;0
212121;691054;;0
212121;691055;;0
212121;691059;;0
212121;691060;;0
212121;691063;;0
212121;691064;;0
212121;691068;;0
212121;691071;;0
212121;691074;;0
212121;691075;;0
212121;691077;;0
212121;691079;;0
212121;691083;;0
212121;691086;;0
212121;691087;;0
212121;691088;;0
212121;691090;;0
212121;691093;;0
212121;691095;;0
212121;691096;;0
212121;691097;;0
212121;691098;;0
212121;691099;;0
212121;691100;;0
212121;691102;;0
212121;691103;;0
212121;691106;;0
212121;691107;;0
212121;691108;;0
212121;691109;;0
212121;691110;;0
212121;691111;;0
212121;691112;;0
212121;691113;;0
212121;691115;;0
212121;691116;;0
212121;691118;;0
212121;691120;;0
212121;691122;;0
212121;691123;;0
212121;691124;;0
212121;691125;;0
212121;691126;;0
212121;691127;;0
212121;691128;;0
212121;691130;;0
212121;691131;;0
212121;691134;;0
212121;691135;;0
212121;691138;;0
212121;691139;;0
212121;691140;;0
212121;691141;;0
212121;691142;;0
212121;691146;;0
212121;691147;;0
212121;691148;;0
212121;691151;;0
212121;691155;;0
212121;691156;;0
212121;691158;;0
212121;691159;;0
212121;691162;;0
212121;693001;;0
212121;693002;;0
212121;693003;;0
212121;693005;;0
212121;693009;;0
212121;693010;;0
212121;693011;;0
212121;693014;;0
212121;693015;;0
212121;693016;;0
212121;693017;;0
212121;693018;;0
212121;693020;;0
212121;693022;;0
212121;693024;;0
212121;693026;;0
212121;693027;;0
212121;693028;;0
212121;693029;;0
212121;693030;;0
212121;693031;;0
212121;693032;;0
212121;693033;;0
212121;693034;;0
212121;693035;;0
212121;693040;;0
212121;693041;;0
212121;693043;;0
212121;693044;;0
212121;693045;;0
212121;693047;;0
212121;693048;;0
212121;693049;;0
212121;693050;;0
212121;693052;;0
212121;693054;;0
212121;693055;;0
212121;693056;;0
212121;693059;;0
212121;693060;;0
212121;693063;;0
212121;693064;;0
212121;693065;;0
212121;693066;;0
212121;693071;;0
212121;693072;;0
212121;693073;;0
212121;693074;;0
212121;693075;;0
212121;693076;;0
212121;694003;;0
212121;694004;;0
212121;694005;;0
212121;697001;;0
212121;697003;;0
212121;697004;;0
212121;697005;;0
212121;697006;;0
212121;697007;;0
212121;697008;;0
212121;697009;;0
212121;697010;;0
212121;697011;;0
212121;697012;;0
212121;697013;;0
212121;697014;;0
212121;697015;;0
212121;697016;;0
212121;697017;;0
212121;697018;;0
212121;697019;;0
212121;697020;;0
212121;697021;;0
212121;697022;;0
212121;697023;;0
212121;697024;;0
212121;697025;;0
212121;697026;;0
212121;697027;;0
212121;697028;;0
212121;697029;;0
212121;697030;;0
212121;697031;;0
212121;697032;;0
212121;697033;;0
212121;697034;;0
212121;698001;;0
212121;698002;;0
212121;698003;;0
212121;698005;;0
212121;698006;;0
212121;698007;;0
212121;698008;;0
212121;698010;;0
212121;698011;;0
212121;698013;;0
212121;698016;;0
212121;698018;;0
212121;698019;;0
212121;698021;;0
212121;698022;;0
212121;698023;;0
212121;698024;;0
212121;698025;;0
212121;698027;;0
212121;698028;;0
212121;698029;;0
212121;698031;;0
212121;698032;;0
212121;698033;;0
212121;698034;;0
212121;698035;;0
212121;698036;;0
212121;698039;;0
212121;698040;;0
212121;698041;;0
212121;698042;;0
212121;698043;;0
212121;698044;;0
212121;698046;;0
212121;698048;;0
212121;698049;;0
212121;698050;;0
212121;698051;;0
212121;698052;;0
212121;699001;;0
212121;699002;;0
212121;699003;;0
212121;699004;;0
212121;699006;;0
212121;699007;;0
212121;699008;;0
212121;699009;;0
212121;699017;;0
212121;699018;;0
212122;699001;;0
212122;699005;;0
212122;699011;;0
212122;699013;;0
212122;699014;;0
212123;699005;;0
212131;699003;;0
212132;699003;;0
212132;699005;;0
212133;699005;;0
212143;699005;;0
215101;;;0
215102;;;0
215103;;;0
215108;;;0
215109;;;0
215301;;;0
215302;;;0
215303;;;0
215304;;;0
215305;;;0
215306;;;0
215307;;;0
215310;;;0
215319;;;0
215320;;;0
21611;;;0
21612;;;0
21613;;;0
21614;;;0
2171011;01;;0
2171011;02;;0
2171011;03;;0
2171011;04;;0
2171011;08;;0
2171013;;;0
2171014;01;;0
2171014;02;;0
2171014;03;;0
2171014;04;;0
2171014;08;;0
2171015;;;0
2171016;;;0
217102;;;0
217103;;;0
21710401;;;0
21710402;;;0
217106;;;0
217108;;;0
217109;;;0
217110;01;;0
217110;02;;0
217110;03;;0
217110;04;;0
217110;08;;0
217111;;;0
217112;;;0
21811;601005;;0
21811;691007;;0
21811;691074;;0
21811;691084;;0
21811;691093;;0
21811;691116;;0
21811;691126;;0
21811;691143;;0
21811;691144;;0
21811;691145;;0
21811;691152;;0
21811;691154;;0
21811;691157;;0
21811;691163;;0
21811;691164;;0
21811;693016;;0
21811;693039;;0
21811;693045;;0
21811;693057;;0
21811;693058;;0
21811;694001;;0
21811;698002;;0
21811;698028;;0
21811;698035;;0
21811;698045;;0
21811;69Y001;;0
21811;69Y006;;0
21811;69Y007;;0
21811;69Y008;;0
21811;69Y010;;0
21811;69Y011;;0
21811;69Y012;;0
21811;69Y013;;0
21811;69Y014;;0
21811;69Y099;;0
21812;699005;;0
21812;699007;;0
21812;69Y002;;0
21812;69Y004;;0
21813;699013;;0
21813;69Y003;;0
21813;69Y005;;0
2191111;;;0
2191121;;;0
2191131;;;0
2191141;;;0
2191151;;;0
2191161;;;0
2191171;;;0
2191181;;;0
2201;35010004;;-7012895.95
2201;35010061;;-3907017.59
2201;35010072;;-744365.81
2201;35010081;;-1072352.56
22020101;35010001;;0
22020101;35010002;;0
22020101;35010003;;0
22020101;35010004;;-6040.91
22020101;35010005;;-17650.82
22020101;35010006;;-19255.28
22020101;35010007;;-63063.94
22020101;35010009;;-10260.01
22020101;35010010;;-127075.51
22020101;35010011;;-1535030.44
22020101;35010012;;-1281706.56
22020101;35010013;;-464.95
22020101;35010014;;-38.56
22020101;35010015;;-1272.73
22020101;35010016;;-5731.61
22020101;35010017;;-8826.76
22020101;35010018;;0
22020101;35010019;;-454830.4
22020101;35010020;;-2983.5
22020101;35010021;;0
22020101;35010022;;-51871.51
22020101;35010024;;-202066.77
22020101;35010026;;-2259
22020101;35010027;;-801336.9
22020101;35010028;;0
22020101;35010030;;-114961.7
22020101;35010031;;-499106.84
22020101;35010033;;-27143.4
22020101;35010034;;0
22020101;35010035;;-3776630.25
22020101;35010036;;0
22020101;35010037;;0
22020101;35010038;;0
22020101;35010039;;-16371.7
22020101;35010040;;-27256.26
22020101;35010044;;0
22020101;35010045;;-964974.02
22020101;35010047;;-639206.8
22020101;35010048;;-23517.59
22020101;35010049;;-205331.1
22020101;35010050;;-57727.84
22020101;35010051;;-221640
22020101;35010052;;-135950.91
22020101;35010053;;-69191.28
22020101;35010054;;-13815
22020101;35010055;;-94.05
22020101;35010056;;0
22020101;35010058;;0
22020101;35010059;;0
22020101;35010060;;-107941.5
22020101;35010061;;0
22020101;35010062;;-276763.5
22020101;35010063;;-9550
22020101;35010064;;-104623.79
22020101;35010065;;-2181.3
22020101;35010066;;-80686.53
22020101;35010067;;0
22020101;35010068;;-8553.05
22020101;35010070;;-15180
22020101;35010071;;-20723
22020101;35010072;;-32641
22020101;35010073;;5938.6
22020101;35010074;;-12044.05
22020101;35010076;;-119952.24
22020101;35010079;;-7458
22020101;35010080;;-6013.55
22020101;35010081;;-103798.18
22020101;35010082;;-7143.17
22020101;35010083;;-49160.85
22020101;35010084;;0
22020101;35010085;;4815.02
22020101;35010086;;-21598.44
22020101;35010087;;0
22020101;35010088;;-88363.12
22020101;35010089;;-969253.94
22020101;35010092;;0
22020101;35010094;;0
22020101;35020004;;-553.34
22020101;35020005;;-290917.42
22020101;35020008;;-38520.66
22020101;35020012;;-1491451.62
22020101;35020013;;-2469911.57
22020101;35030002;;-132975.77
22020101;35030003;;-74100.78
22020101;35030004;;-2448.85
22020101;35030005;;-20405.78
22020101;35030007;;0
22020101;35030008;;-15795.3
22020101;35030009;;-63683.46
22020101;35030012;;-20040.63
22020101;35030013;;-14432.17
22020101;35030014;;0
22020101;35030015;;-2994
22020101;35030017;;-14414.4
22020101;35030018;;27557
22020101;35030019;;-12423.12
22020101;35030021;;-5257
22020101;35030023;;-15537.9
22020101;35030024;;-450
22020101;35030025;;-9203.29
22020101;35030026;;-81158.05
22020101;35030027;;-70769.79
22020101;35030029;;-10309.64
22020101;35030031;;0
22020101;35030032;;-12356
22020101;35030033;;0
22020101;35030034;;-42060
22020101;35030035;;-8547.01
22020101;35030036;;-5600
22020101;35030037;;-5372.48
22020101;35030038;;-157548.14
22020101;35030039;;-40672.71
22020101;35030040;;-3935.22
22020101;35030041;;-232133.55
22020101;35030042;;-14210
22020101;35030043;;-660.93
22020101;35030045;;-17644.97
22020101;35030046;;-490
22020101;35030047;;-10250
22020101;35030048;;-2250
22020101;35030050;;-15331.29
22020101;35030051;;-71133.64
22020101;35030052;;-12686
22020101;35030053;;-3612.39
22020101;35030054;;-2328.88
22020101;35030056;;-1846.14
22020101;35030057;;0
22020101;35030059;;-16548.56
22020101;35030060;;-128050.72
22020101;35030061;;-19844.97
22020101;35030062;;-289435.37
22020101;35030063;;0
22020101;35030065;;0
22020101;35030067;;-36632.98
22020101;35030068;;-8425.52
22020101;35030070;;-800
22020101;35030071;;-3715
22020101;35030072;;-1650
22020101;35030073;;-1006.16
22020101;35030075;;-2412
22020101;35030076;;0
22020101;35030077;;-1594.65
22020101;35030078;;-2584
22020101;35030080;;0
22020101;35030082;;-58266.19
22020101;35030084;;-7511.4
22020101;35030085;;-2400
22020101;35030087;;-39662.7
22020101;35030089;;-21431.26
22020101;35030090;;0
22020101;35030091;;0
22020101;35030095;;-3978
22020101;35030096;;-6242
22020101;35030097;;0
22020101;35030098;;0
22020101;35030100;;0
22020101;35030102;;-76483
22020101;35030104;;-34670.03
22020101;35030105;;-6410.75
22020101;35030107;;-17082.05
22020101;35030108;;-954
22020101;35030109;;0
22020101;35030110;;-12587.66
22020101;35030112;;0
22020101;35030113;;-6045.08
22020101;35030114;;-1298.5
22020101;35030115;;0
22020101;35030118;;0
22020101;35030120;;0
22020101;35030123;;0
22020101;35030124;;-8868.6
22020101;35030126;;-41827.5
22020101;35030127;;0
22020101;35030130;;-2500
22020101;35030131;;-13869.99
22020101;35030133;;-286.42
22020101;35030134;;-52184.57
22020101;35030135;;-125119.8
22020101;35030136;;0
22020101;35030137;;0
22020101;35030139;;-9463.7
22020101;35030141;;-965.25
22020101;35030142;;-2000
22020101;35030144;;-3388
22020101;35030145;;-1000
22020101;35030146;;-34000.01
22020101;35030147;;-44982.55
22020101;35030148;;-360
22020101;35030149;;-570
22020101;35030150;;-28500
22020101;35030151;;7850
22020101;35030153;;0
22020101;35030154;;0
22020101;35030156;;-24380
22020101;35030158;;0
22020101;35030160;;-2393.16
22020101;35030161;;-91430
22020101;35030163;;-2457
22020101;35030168;;-7683.52
22020101;35030171;;-26720.46
22020102;35010001;;-1021678
22020102;35010002;;-14100.47
22020102;35010003;;-210092.96
22020102;35010004;;-2459464.41
22020102;35010005;;-23576.96
22020102;35010006;;-7268.02
22020102;35010007;;-100882.91
22020102;35010010;;-79023.63
22020102;35010011;;-2169306.97
22020102;35010012;;157703.39
22020102;35010013;;-592531.94
22020102;35010014;;-102739.15
22020102;35010015;;-14299.15
22020102;35010016;;-3459.91
22020102;35010017;;-537097.21
22020102;35010018;;-2818.21
22020102;35010019;;-539925.3
22020102;35010021;;-8657.28
22020102;35010022;;-139450.78
22020102;35010024;;-385721.62
22020102;35010025;;-3963.24
22020102;35010026;;-4048.72
22020102;35010027;;-3642516.1
22020102;35010028;;0
22020102;35010029;;-16596.39
22020102;35010030;;-91569.62
22020102;35010031;;-1947476.53
22020102;35010033;;-167857.17
22020102;35010034;;-1401545.86
22020102;35010035;;-3968611.48
22020102;35010036;;-71666.68
22020102;35010037;;-29910.7
22020102;35010041;;-11664
22020102;35010042;;-258
22020102;35010044;;-25155.9
22020102;35010045;;-30910974.67
22020102;35010047;;-604830.53
22020102;35010048;;-20271
22020102;35010049;;-124712.42
22020102;35010051;;-441888.16
22020102;35010052;;-7372.31
22020102;35010053;;-14991.45
22020102;35010054;;-14431.62
22020102;35010056;;-23589.74
22020102;35010057;;-306.28
22020102;35010058;;-152265.98
22020102;35010059;;-173600
22020102;35010060;;-695074.06
22020102;35010061;;-1513993.37
22020102;35010062;;-291045.4
22020102;35010063;;0
22020102;35010067;;-214513.72
22020102;35010069;;-296.48
22020102;35010070;;-43247.86
22020102;35010071;;-109281.38
22020102;35010072;;-918758.33
22020102;35010073;;-88253
22020102;35010074;;-211890.39
22020102;35010076;;-959108.55
22020102;35010079;;0
22020102;35010080;;-7498.23
22020102;35010081;;-224596.7
22020102;35010083;;-86861.27
22020102;35010084;;0
22020102;35010085;;-102177.8
22020102;35010086;;-11323.78
22020102;35010087;;0
22020102;35010088;;-27976.37
22020102;35010089;;-1631781.67
22020102;35010090;;-2937.3
22020102;35010091;;-199
22020102;35010092;;0
22020102;35020001;;-3763.2
22020102;35020005;;-3141.28
22020102;35020012;;0
22020102;35020013;;0
22020102;35030002;;0
22020102;35030003;;-465203
22020102;35030005;;-5811.24
22020102;35030006;;-3219
22020102;35030009;;-26127
22020102;35030010;;-2800
22020102;35030012;;0
22020102;35030014;;-2856.08
22020102;35030016;;-1980
22020102;35030017;;0
22020102;35030018;;-88346.21
22020102;35030020;;-348.72
22020102;35030021;;0
22020102;35030025;;-17428.56
22020102;35030026;;-5554.93
22020102;35030027;;-124246.9
22020102;35030029;;-6898.78
22020102;35030031;;-1020
22020102;35030032;;-3634.19
22020102;35030034;;-8260
22020102;35030036;;0
22020102;35030037;;0
22020102;35030038;;-22862
22020102;35030039;;-22381.6
22020102;35030041;;-99993.14
22020102;35030045;;-162
22020102;35030046;;-2900
22020102;35030047;;0
22020102;35030048;;0
22020102;35030049;;-1150
22020102;35030050;;-5452.2
22020102;35030051;;-12497.75
22020102;35030053;;-12067.77
22020102;35030054;;-4121.38
22020102;35030058;;-1413
22020102;35030059;;0
22020102;35030060;;-19417.12
22020102;35030061;;-24420
22020102;35030062;;-84699
22020102;35030067;;-480
22020102;35030070;;-21722.26
22020102;35030071;;0
22020102;35030072;;-17022.95
22020102;35030074;;-171471.5
22020102;35030080;;-9871.79
22020102;35030082;;-68361.9
22020102;35030083;;-863.25
22020102;35030084;;-6385
22020102;35030085;;0
22020102;35030087;;-172847.7
22020102;35030088;;-407.69
22020102;35030090;;-99580
22020102;35030091;;-900
22020102;35030092;;-634.5
22020102;35030093;;-7966
22020102;35030096;;-1206
22020102;35030097;;-23252.25
22020102;35030098;;-38060.51
22020102;35030100;;-35537.5
22020102;35030102;;51024.82
22020102;35030104;;-43241.19
22020102;35030105;;-4786.32
22020102;35030108;;-79430.5
22020102;35030110;;0
22020102;35030115;;-4444.44
22020102;35030118;;-5004
22020102;35030119;;-800
22020102;35030120;;-2500
22020102;35030123;;-11189.73
22020102;35030124;;0
22020102;35030126;;-8550
22020102;35030127;;0
22020102;35030128;;-3590
22020102;35030131;;0
22020102;35030132;;-5472.97
22020102;35030133;;-3793.6
22020102;35030134;;-106204
22020102;35030135;;-2799.9
22020102;35030137;;-26201.83
22020102;35030139;;-5599.8
22020102;35030141;;-23856.04
22020102;35030148;;-360
22020102;35030149;;-358.97
22020102;35030151;;-7850
22020102;35030152;;-38290.6
22020102;35030154;;0
22020102;35030156;;0
22020102;35030158;;0
22020102;35030161;;-4500
22020102;35030163;;-4200
22020102;35030166;;-4273.5
22020102;35030167;;-15761.36
22020102;35030168;;0
22020102;35030170;;-10156.8
22020102;35030171;;0
22020201;35020001;;-305674.08
22020201;35020002;;-622276.46
22020201;35020003;;-34739855.87
22020201;35020006;;-93219.97
22020201;35020007;;-32419.64
22020201;35020008;;-330680.32
22020201;35020009;;-567584.42
22020201;35020010;;-1402472.64
22020201;35020011;;-8199.1
22020201;35030152;;0
22020202;35020007;;0
22020203;35020001;;-469707.62
22020203;35020003;;-19438720.13
22020301;35020003;;-5474785.51
22020301;35020014;;-27642.91
22020303;35020003;;-1970998.09
221101;;;68741985.3
221102;;;11064990.38
221103;;;8728624
221104;;;0
221105;;;0
221106;;;0
221107;;;242700
221118;;;5177634.39
221119;;;-95214711.98
221121;;;400898.75
221122;;;3290353.78
221123;;;440006.85
221127;;;10821816.36
221128;;;-14851774.5
221129;;;-4385459.99
221131;;;-59427.81
221132;;;-1261302.76
221132;;45;135
221132;;54;150
221132;;56;880
221132;;57;-38745.09
22210101;10000001;;10089541.93
22210101;10000002;;86565919.6
22210101;10000003;;205164839.71
22210101;10000004;;8831600.7
22210101;10000005;;13460732.22
22210102;;;87666547.64
22210103;10000001;;-12354671.95
22210103;10000002;;-145747489.68
22210103;10000003;;-215526051.4
22210103;10000004;;-15288526.3
22210103;10000005;;-10387255.16
22210104;;;-6183538.26
22210105;;;-6291649.05
222102;;;-10205945.55
222103;;;-1831424.53
22210401;;;-263234.91
22210402;;;-80056.1
222105;;;0
222107;;;-42430.46
222108;10000003;;0
222108;10000004;;0
222109;;;-27.5
222110;;;0
222111;;;-170965
223101;20000001;;-40150
223101;20000003;;-328500
223101;20000004;;0
223102;20000007;;-378967.18
223201;;;-5786883.76
223202;;;-749462.95
223203;;;-2998805.31
22410101;36000001;;-486027
22410101;36000003;;0
22410101;36000004;;-47256.82
22410101;36000005;;-319776.76
22410101;36000006;;-80000
22410101;36000007;;-120000
22410101;36000011;;-8070440.24
22410101;36000012;;0
22410101;36000013;;0
22410101;36000014;;0
22410101;36000015;;-118534
22410101;36000016;;-20734.2
22410101;36009001;;-861901.66
22410101;36009007;;-528984.16
22410101;36009009;;-1551587.77
22410101;36009010;;-651319.58
22410201;36000010;;-2092.22
22410201;36009003;;-873865.29
22410201;36009005;;-291288.43
22410301;36000008;;-2330.56
22410301;36000009;;-67243.02
22410301;36009002;;-756420.91
22410301;36009004;;-38361.71
31011;;;0
31012;;;0
31013;;;0
31014;;;0
31015;;;0
31111;;;0
31112;;;0
312102;;;0
31211;;;0
31412;;;0
31413;;;0
31414;;;0
31415;;;0
31416;;;79063094.36
32112;;;0
400101;;;-152919345.78
400102;;;-19806479.32
400103;;;-79283752.1
400201;;;-3370799.12
400202;;;1624155.46
410101;;;-6844157.58
410102;;;-22813858.64
410111;01;;0
410111;01;11;0
410111;02;;0
410111;02;21;0
410111;03;;0
410111;04;;0
410112;01;;0
410112;01;11;0
410112;02;;0
410112;02;21;0
410112;02;22;0
410112;02;23;0
410112;03;;0
410112;03;31;0
410112;03;32;0
410112;03;35;0
410121;01;;0
410121;01;11;0
410121;01;12;0
410121;01;13;0
410121;01;14;0
410121;01;15;0
410121;01;16;0
410121;01;17;0
410121;02;;0
410121;02;21;0
410121;02;22;0
410121;02;23;0
410121;02;53;0
410121;03;;0
410121;03;31;0
410121;03;32;0
410121;03;33;0
410121;03;34;0
410121;03;35;0
410121;03;36;0
410122;01;;0
410122;01;11;0
410122;01;12;0
410122;01;13;0
410122;01;14;0
410122;01;15;0
410122;01;16;0
410122;01;17;0
410122;02;;0
410122;02;21;0
410122;02;22;0
410122;02;23;0
410122;03;;0
410122;03;31;0
410122;03;32;0
410122;03;33;0
410122;03;34;0
410122;03;35;0
410122;03;36;0
410123;01;;0
410123;01;11;0
410123;01;12;0
410123;01;13;0
410123;01;14;0
410123;01;15;0
410123;01;16;0
410123;01;17;0
410123;02;;0
410123;02;21;0
410123;02;22;0
410123;02;23;0
410123;03;;0
410123;03;31;0
410123;03;32;0
410123;03;33;0
410123;03;34;0
410123;03;35;0
410123;03;36;0
4101241;01;;0
4101241;01;11;0
4101241;01;12;0
4101241;01;13;0
4101241;01;14;0
4101241;01;15;0
4101241;01;16;0
4101241;01;17;0
4101241;02;;0
4101241;02;21;0
4101241;02;22;0
4101241;02;23;0
4101241;03;;0
4101241;03;31;0
4101241;03;32;0
4101241;03;33;0
4101241;03;34;0
4101241;03;35;0
4101241;03;36;0
4101242;01;;0
4101242;01;11;0
4101242;01;12;0
4101242;01;13;0
4101242;01;14;0
4101242;01;15;0
4101242;01;16;0
4101242;01;17;0
4101242;02;;0
4101242;02;21;0
4101242;02;22;0
4101242;02;23;0
4101242;03;;0
4101242;03;31;0
4101242;03;32;0
4101242;03;33;0
4101242;03;34;0
4101242;03;35;0
4101242;03;36;0
4101243;01;;0
4101243;01;11;0
4101243;01;12;0
4101243;01;13;0
4101243;01;14;0
4101243;01;15;0
4101243;01;16;0
4101243;01;17;0
4101243;02;;0
4101243;02;21;0
4101243;02;22;0
4101243;02;23;0
4101243;03;;0
4101243;03;31;0
4101243;03;32;0
4101243;03;33;0
4101243;03;34;0
4101243;03;35;0
4101243;03;36;0
4101244;01;;0
4101244;01;11;0
4101244;01;12;0
4101244;01;13;0
4101244;01;14;0
4101244;01;15;0
4101244;01;16;0
4101244;01;17;0
4101244;02;;0
4101244;02;21;0
4101244;02;22;0
4101244;02;23;0
4101244;03;;0
4101244;03;31;0
4101244;03;32;0
4101244;03;33;0
4101244;03;34;0
4101244;03;35;0
4101244;03;36;0
410125;01;;0
410125;02;;0
410125;03;;0
410126;01;;0
410126;02;;0
410126;03;;0
410127;01;;0
410127;02;;0
410127;03;;0
410401;;;13017173.67
410402;;;3905152.09
410403;;;2603434.74
410404;;;22000837.38
410409;;;-208576013.51
4105011;01;;0
4105011;01;11;0
4105011;01;12;0
4105011;01;13;0
4105011;01;14;0
4105011;01;15;0
4105011;01;16;0
4105011;01;17;0
4105011;02;;0
4105011;02;21;0
4105011;02;22;0
4105011;02;23;0
4105011;03;;0
4105011;03;31;0
4105011;03;32;0
4105011;03;33;0
4105011;03;34;0
4105011;03;35;0
4105011;03;36;0
4105012;01;;0
4105012;01;11;0
4105012;01;12;0
4105012;01;13;0
4105012;01;14;0
4105012;01;15;0
4105012;01;16;0
4105012;01;17;0
4105012;02;;0
4105012;02;21;0
4105012;02;22;0
4105012;02;23;0
4105012;03;;0
4105012;03;31;0
4105012;03;32;0
4105012;03;33;0
4105012;03;34;0
4105012;03;35;0
4105012;03;36;0
4105013;01;;0
4105013;01;11;0
4105013;01;12;0
4105013;01;13;0
4105013;01;14;0
4105013;01;15;0
4105013;01;16;0
4105013;01;17;0
4105013;01;23;0
4105013;02;;0
4105013;02;21;0
4105013;02;22;0
4105013;02;23;0
4105013;03;;0
4105013;03;31;0
4105013;03;32;0
4105013;03;33;0
4105013;03;34;0
4105013;03;35;0
4105013;03;36;0
41050141;01;;0
41050141;01;11;0
41050141;01;12;0
41050141;01;13;0
41050141;01;14;0
41050141;01;15;0
41050141;01;16;0
41050141;01;17;0
41050141;02;;0
41050141;02;21;0
41050141;02;22;0
41050141;02;23;0
41050141;03;;0
41050141;03;31;0
41050141;03;32;0
41050141;03;33;0
41050141;03;34;0
41050141;03;35;0
41050141;03;36;0
41050142;01;;0
41050142;01;11;0
41050142;01;12;0
