#def REPORTPATH=$/QAD Addons/BI Report/xxicaldr
#def :end
"会计单位";"年份";"期间";"零件";"工单";"分配比例";"数量";"基础参数";"乘参数1";"乘参数2";"乘参数3";"除参数1";"除参数2";"除参数3";"单量";"总量";"量比";"成本"
"1000";2009;6;"2.14.12.05.00";"28745";"RGGS";68334.4327;1;1;1;1;1;1;1;1;68334.4327;.0021344208;640.32624
"1000";2009;6;"2.14.12.05.00";"28745";"RGGS";68334.4327;1;1;1;1;1;1;1;1;68334.4327;.0021344208;1067.2104
"1000";2009;6;"2.14.12.05.00";"28758";"RGGS";75927.1474;1;1;1;1;1;1;1;1;75927.1474;.0023715786;2371.5786
"1000";2009;6;"2.14.12.05.00";"28758";"RGGS";75927.1474;1;1;1;1;1;1;1;1;75927.1474;.0023715786;474.31572
"1000";2009;6;"2.14.12.05.00";"28758";"RGGS";75927.1474;1;1;1;1;1;1;1;1;75927.1474;.0023715786;711.47358
"1000";2009;6;"2.14.12.05.00";"28758";"RGGS";75927.1474;1;1;1;1;1;1;1;1;75927.1474;.0023715786;1185.7893
"1000";2009;6;"2.14.12.05.00";"28879";"RGGS";68334.4327;1;1;1;1;1;1;1;1;68334.4327;.0021344208;2134.4208
"1000";2009;6;"2.14.12.05.00";"28879";"RGGS";68334.4327;1;1;1;1;1;1;1;1;68334.4327;.0021344208;426.88416
"1000";2009;6;"2.14.12.05.00";"28879";"RGGS";68334.4327;1;1;1;1;1;1;1;1;68334.4327;.0021344208;640.32624
"1000";2009;6;"2.14.12.05.00";"28879";"RGGS";68334.4327;1;1;1;1;1;1;1;1;68334.4327;.0021344208;1067.2104
"1000";2009;6;"2.14.12.05.00";"29187";"RGGS";68334.4327;1;1;1;1;1;1;1;1;68334.4327;.0021344208;2134.4208
"1000";2009;6;"2.14.12.05.00";"29187";"RGGS";68334.4327;1;1;1;1;1;1;1;1;68334.4327;.0021344208;426.88416
"1000";2009;6;"2.14.12.05.00";"29187";"RGGS";68334.4327;1;1;1;1;1;1;1;1;68334.4327;.0021344208;640.32624
"1000";2009;6;"2.14.12.05.00";"29187";"RGGS";68334.4327;1;1;1;1;1;1;1;1;68334.4327;.0021344208;1067.2104
"1000";2009;6;"2.14.12.05.00";"29373";"RGGS";55679.9081;1;1;1;1;1;1;1;1;55679.9081;.0017391576;1739.1576
"1000";2009;6;"2.14.12.05.00";"29373";"RGGS";55679.9081;1;1;1;1;1;1;1;1;55679.9081;.0017391576;347.83152
"1000";2009;6;"2.14.12.05.00";"29373";"RGGS";55679.9081;1;1;1;1;1;1;1;1;55679.9081;.0017391576;521.74728
"1000";2009;6;"2.14.12.05.00";"29373";"RGGS";55679.9081;1;1;1;1;1;1;1;1;55679.9081;.0017391576;869.5788
"1000";2009;6;"2.14.12.06.00";"26759";"RGGS";87054.5505;1;1;1;1;1;1;1;1;87054.5505;.0027191422;2719.1422
"1000";2009;6;"2.14.12.06.00";"26759";"RGGS";87054.5505;1;1;1;1;1;1;1;1;87054.5505;.0027191422;543.82844
"1000";2009;6;"2.14.12.06.00";"26759";"RGGS";87054.5505;1;1;1;1;1;1;1;1;87054.5505;.0027191422;815.74266
"1000";2009;6;"2.14.12.06.00";"26759";"RGGS";87054.5505;1;1;1;1;1;1;1;1;87054.5505;.0027191422;1359.5711
"1000";2009;6;"2.14.12.06.00";"27170";"RGGS";49745.4574;1;1;1;1;1;1;1;1;49745.4574;.0015537955;1553.7955
"1000";2009;6;"2.14.12.06.00";"27170";"RGGS";49745.4574;1;1;1;1;1;1;1;1;49745.4574;.0015537955;310.7591
"1000";2009;6;"2.14.12.06.00";"27170";"RGGS";49745.4574;1;1;1;1;1;1;1;1;49745.4574;.0015537955;466.13865
"1000";2009;6;"2.14.12.06.00";"27170";"RGGS";49745.4574;1;1;1;1;1;1;1;1;49745.4574;.0015537955;776.89775
"1000";2009;6;"2.14.12.06.00";"28183";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;1942.2444
"1000";2009;6;"2.14.12.06.00";"28183";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;388.44888
"1000";2009;6;"2.14.12.06.00";"28183";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;582.67332
"1000";2009;6;"2.14.12.06.00";"28183";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;971.1222
"1000";2009;6;"2.14.12.06.00";"28194";"RGGS";87054.5505;1;1;1;1;1;1;1;1;87054.5505;.0027191422;2719.1422
"1000";2009;6;"2.14.12.06.00";"28194";"RGGS";87054.5505;1;1;1;1;1;1;1;1;87054.5505;.0027191422;543.82844
"1000";2009;6;"2.14.12.06.00";"28194";"RGGS";87054.5505;1;1;1;1;1;1;1;1;87054.5505;.0027191422;815.74266
"1000";2009;6;"2.14.12.06.00";"28194";"RGGS";87054.5505;1;1;1;1;1;1;1;1;87054.5505;.0027191422;1359.5711
"1000";2009;6;"2.14.12.06.00";"28240";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;1942.2444
"1000";2009;6;"2.14.12.06.00";"28240";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;388.44888
"1000";2009;6;"2.14.12.06.00";"28240";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;582.67332
"1000";2009;6;"2.14.12.06.00";"28240";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;971.1222
"1000";2009;6;"2.14.12.06.00";"28299";"RGGS";87054.5505;1;1;1;1;1;1;1;1;87054.5505;.0027191422;2719.1422
"1000";2009;6;"2.14.12.06.00";"28299";"RGGS";87054.5505;1;1;1;1;1;1;1;1;87054.5505;.0027191422;543.82844
"1000";2009;6;"2.14.12.06.00";"28299";"RGGS";87054.5505;1;1;1;1;1;1;1;1;87054.5505;.0027191422;815.74266
"1000";2009;6;"2.14.12.06.00";"28299";"RGGS";87054.5505;1;1;1;1;1;1;1;1;87054.5505;.0027191422;1359.5711
"1000";2009;6;"2.14.12.06.00";"28431";"RGGS";37309.0931;1;1;1;1;1;1;1;1;37309.0931;.0011653467;1165.3467
"1000";2009;6;"2.14.12.06.00";"28431";"RGGS";37309.0931;1;1;1;1;1;1;1;1;37309.0931;.0011653467;233.06934
"1000";2009;6;"2.14.12.06.00";"28431";"RGGS";37309.0931;1;1;1;1;1;1;1;1;37309.0931;.0011653467;349.60401
"1000";2009;6;"2.14.12.06.00";"28431";"RGGS";37309.0931;1;1;1;1;1;1;1;1;37309.0931;.0011653467;582.67335
"1000";2009;6;"2.14.12.06.00";"28527";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;1942.2444
"1000";2009;6;"2.14.12.06.00";"28527";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;388.44888
"1000";2009;6;"2.14.12.06.00";"28527";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;582.67332
"1000";2009;6;"2.14.12.06.00";"28527";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;971.1222
"1000";2009;6;"2.14.12.06.00";"28617";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;1942.2444
"1000";2009;6;"2.14.12.06.00";"28617";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;388.44888
"1000";2009;6;"2.14.12.06.00";"28617";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;582.67332
"1000";2009;6;"2.14.12.06.00";"28617";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;971.1222
"1000";2009;6;"2.14.12.06.00";"28720";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;1942.2444
"1000";2009;6;"2.14.12.06.00";"28720";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;388.44888
"1000";2009;6;"2.14.12.06.00";"28720";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;582.67332
"1000";2009;6;"2.14.12.06.00";"28720";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;971.1222
"1000";2009;6;"2.14.12.06.00";"28731";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;1942.2444
"1000";2009;6;"2.14.12.06.00";"28731";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;388.44888
"1000";2009;6;"2.14.12.06.00";"28731";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;582.67332
"1000";2009;6;"2.14.12.06.00";"28731";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;971.1222
"1000";2009;6;"2.14.12.06.00";"28744";"RGGS";74618.1862;1;1;1;1;1;1;1;1;74618.1862;.0023306933;2330.6933
"1000";2009;6;"2.14.12.06.00";"28744";"RGGS";74618.1862;1;1;1;1;1;1;1;1;74618.1862;.0023306933;466.13866
"1000";2009;6;"2.14.12.06.00";"28744";"RGGS";74618.1862;1;1;1;1;1;1;1;1;74618.1862;.0023306933;699.20799
"1000";2009;6;"2.14.12.06.00";"28744";"RGGS";74618.1862;1;1;1;1;1;1;1;1;74618.1862;.0023306933;1165.34665
"1000";2009;6;"2.14.12.06.00";"28757";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;1942.2444
"1000";2009;6;"2.14.12.06.00";"28757";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;388.44888
"1000";2009;6;"2.14.12.06.00";"28757";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;582.67332
"1000";2009;6;"2.14.12.06.00";"28757";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;971.1222
"1000";2009;6;"2.14.12.06.00";"28878";"RGGS";74618.1862;1;1;1;1;1;1;1;1;74618.1862;.0023306933;2330.6933
"1000";2009;6;"2.14.12.06.00";"28878";"RGGS";74618.1862;1;1;1;1;1;1;1;1;74618.1862;.0023306933;466.13866
"1000";2009;6;"2.14.12.06.00";"28878";"RGGS";74618.1862;1;1;1;1;1;1;1;1;74618.1862;.0023306933;699.20799
"1000";2009;6;"2.14.12.06.00";"28878";"RGGS";74618.1862;1;1;1;1;1;1;1;1;74618.1862;.0023306933;1165.34665
"1000";2009;6;"2.14.12.06.00";"29186";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;1942.2444
"1000";2009;6;"2.14.12.06.00";"29186";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;388.44888
"1000";2009;6;"2.14.12.06.00";"29186";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;582.67332
"1000";2009;6;"2.14.12.06.00";"29186";"RGGS";62181.8218;1;1;1;1;1;1;1;1;62181.8218;.0019422444;971.1222
"1000";2009;6;"2.14.12.06.00";"29372";"RGGS";59694.5489;1;1;1;1;1;1;1;1;59694.5489;.0018645546;1864.5546
"1000";2009;6;"2.14.12.06.00";"29372";"RGGS";59694.5489;1;1;1;1;1;1;1;1;59694.5489;.0018645546;372.91092
"1000";2009;6;"2.14.12.06.00";"29372";"RGGS";59694.5489;1;1;1;1;1;1;1;1;59694.5489;.0018645546;559.36638
"1000";2009;6;"2.14.12.06.00";"29372";"RGGS";59694.5489;1;1;1;1;1;1;1;1;59694.5489;.0018645546;932.2773
"1000";2009;6;"2.14.12.08.00";"27153";"RGGS";49598.5383;1;1;1;1;1;1;1;1;49598.5383;.0015492065;1549.2065
"1000";2009;6;"2.14.12.08.00";"27153";"RGGS";49598.5383;1;1;1;1;1;1;1;1;49598.5383;.0015492065;309.8413
"1000";2009;6;"2.14.12.08.00";"27153";"RGGS";49598.5383;1;1;1;1;1;1;1;1;49598.5383;.0015492065;464.76195
"1000";2009;6;"2.14.12.08.00";"27153";"RGGS";49598.5383;1;1;1;1;1;1;1;1;49598.5383;.0015492065;774.60325
"1000";2009;6;"2.14.12.08.00";"27740";"RGGS";235593.0568;1;1;1;1;1;1;1;1;235593.0568;.007358731;7358.731
"1000";2009;6;"2.14.12.08.00";"27740";"RGGS";235593.0568;1;1;1;1;1;1;1;1;235593.0568;.007358731;1471.7462
"1000";2009;6;"2.14.12.08.00";"27740";"RGGS";235593.0568;1;1;1;1;1;1;1;1;235593.0568;.007358731;2207.6193
"1000";2009;6;"2.14.12.08.00";"27740";"RGGS";235593.0568;1;1;1;1;1;1;1;1;235593.0568;.007358731;3679.3655
"1000";2009;6;"2.14.12.08.00";"28187";"RGGS";49598.5383;1;1;1;1;1;1;1;1;49598.5383;.0015492065;1549.2065
"1000";2009;6;"2.14.12.08.00";"28187";"RGGS";49598.5383;1;1;1;1;1;1;1;1;49598.5383;.0015492065;309.8413
"1000";2009;6;"2.14.12.08.00";"28187";"RGGS";49598.5383;1;1;1;1;1;1;1;1;49598.5383;.0015492065;464.76195
"1000";2009;6;"2.14.12.08.00";"28187";"RGGS";49598.5383;1;1;1;1;1;1;1;1;49598.5383;.0015492065;774.60325
"1000";2009;6;"2.14.12.08.00";"28199";"RGGS";86797.442;1;1;1;1;1;1;1;1;86797.442;.0027111114;2711.1114
"1000";2009;6;"2.14.12.08.00";"28199";"RGGS";86797.442;1;1;1;1;1;1;1;1;86797.442;.0027111114;542.22228
"1000";2009;6;"2.14.12.08.00";"28199";"RGGS";86797.442;1;1;1;1;1;1;1;1;86797.442;.0027111114;813.33342
"1000";2009;6;"2.14.12.08.00";"28199";"RGGS";86797.442;1;1;1;1;1;1;1;1;86797.442;.0027111114;1355.5557
"1000";2009;6;"2.14.12.08.00";"28282";"RGGS";161195.2494;1;1;1;1;1;1;1;1;161195.2494;.0050349212;5034.9212
"1000";2009;6;"2.14.12.08.00";"28282";"RGGS";161195.2494;1;1;1;1;1;1;1;1;161195.2494;.0050349212;1006.98424
"1000";2009;6;"2.14.12.08.00";"28282";"RGGS";161195.2494;1;1;1;1;1;1;1;1;161195.2494;.0050349212;1510.47636
"1000";2009;6;"2.14.12.08.00";"28282";"RGGS";161195.2494;1;1;1;1;1;1;1;1;161195.2494;.0050349212;2517.4606
"1000";2009;6;"2.14.12.08.00";"28302";"RGGS";136395.9802;1;1;1;1;1;1;1;1;136395.9802;.004260318;4260.318
"1000";2009;6;"2.14.12.08.00";"28302";"RGGS";136395.9802;1;1;1;1;1;1;1;1;136395.9802;.004260318;852.0636
"1000";2009;6;"2.14.12.08.00";"28302";"RGGS";136395.9802;1;1;1;1;1;1;1;1;136395.9802;.004260318;1278.0954
"1000";2009;6;"2.14.12.08.00";"28302";"RGGS";136395.9802;1;1;1;1;1;1;1;1;136395.9802;.004260318;2130.159
"1000";2009;6;"2.14.12.08.00";"28434";"RGGS";12399.6346;1;1;1;1;1;1;1;1;12399.6346;.0003873016;387.3016
"1000";2009;6;"2.14.12.08.00";"28434";"RGGS";12399.6346;1;1;1;1;1;1;1;1;12399.6346;.0003873016;77.46032
"1000";2009;6;"2.14.12.08.00";"28434";"RGGS";12399.6346;1;1;1;1;1;1;1;1;12399.6346;.0003873016;116.19048
"1000";2009;6;"2.14.12.08.00";"28434";"RGGS";12399.6346;1;1;1;1;1;1;1;1;12399.6346;.0003873016;193.6508
"1000";2009;6;"2.14.12.08.00";"28530";"RGGS";148795.6148;1;1;1;1;1;1;1;1;148795.6148;.0046476196;4647.6196
"1000";2009;6;"2.14.12.08.00";"28530";"RGGS";148795.6148;1;1;1;1;1;1;1;1;148795.6148;.0046476196;929.52392
"1000";2009;6;"2.14.12.08.00";"28530";"RGGS";148795.6148;1;1;1;1;1;1;1;1;148795.6148;.0046476196;1394.28588
"1000";2009;6;"2.14.12.08.00";"28530";"RGGS";148795.6148;1;1;1;1;1;1;1;1;148795.6148;.0046476196;2323.8098
"1000";2009;6;"2.14.12.08.00";"28673";"RGGS";111596.7111;1;1;1;1;1;1;1;1;111596.7111;.0034857147;3485.7147
"1000";2009;6;"2.14.12.08.00";"28673";"RGGS";111596.7111;1;1;1;1;1;1;1;1;111596.7111;.0034857147;697.14294
"1000";2009;6;"2.14.12.08.00";"28673";"RGGS";111596.7111;1;1;1;1;1;1;1;1;111596.7111;.0034857147;1045.71441
"1000";2009;6;"2.14.12.08.00";"28673";"RGGS";111596.7111;1;1;1;1;1;1;1;1;111596.7111;.0034857147;1742.85735
"1000";2009;6;"2.14.12.08.00";"28723";"RGGS";111596.7111;1;1;1;1;1;1;1;1;111596.7111;.0034857147;3485.7147
"1000";2009;6;"2.14.12.08.00";"28723";"RGGS";111596.7111;1;1;1;1;1;1;1;1;111596.7111;.0034857147;697.14294
"1000";2009;6;"2.14.12.08.00";"28723";"RGGS";111596.7111;1;1;1;1;1;1;1;1;111596.7111;.0034857147;1045.71441
"1000";2009;6;"2.14.12.08.00";"28723";"RGGS";111596.7111;1;1;1;1;1;1;1;1;111596.7111;.0034857147;1742.85735
"1000";2009;6;"2.14.12.08.00";"28734";"RGGS";49598.5383;1;1;1;1;1;1;1;1;49598.5383;.0015492065;1549.2065
"1000";2009;6;"2.14.12.08.00";"28734";"RGGS";49598.5383;1;1;1;1;1;1;1;1;49598.5383;.0015492065;309.8413
"1000";2009;6;"2.14.12.08.00";"28734";"RGGS";49598.5383;1;1;1;1;1;1;1;1;49598.5383;.0015492065;464.76195
"1000";2009;6;"2.14.12.08.00";"28734";"RGGS";49598.5383;1;1;1;1;1;1;1;1;49598.5383;.0015492065;774.60325
"1000";2009;6;"2.14.12.08.00";"28747";"RGGS";173594.8839;1;1;1;1;1;1;1;1;173594.8839;.0054222228;5422.2228
"1000";2009;6;"2.14.12.08.00";"28747";"RGGS";173594.8839;1;1;1;1;1;1;1;1;173594.8839;.0054222228;1084.44456
"1000";2009;6;"2.14.12.08.00";"28747";"RGGS";173594.8839;1;1;1;1;1;1;1;1;173594.8839;.0054222228;1626.66684
"1000";2009;6;"2.14.12.08.00";"28747";"RGGS";173594.8839;1;1;1;1;1;1;1;1;173594.8839;.0054222228;2711.1114
"1000";2009;6;"2.14.12.08.00";"28873";"RGGS";161195.2494;1;1;1;1;1;1;1;1;161195.2494;.0050349212;5034.9212
"1000";2009;6;"2.14.12.08.00";"28873";"RGGS";161195.2494;1;1;1;1;1;1;1;1;161195.2494;.0050349212;1006.98424
"1000";2009;6;"2.14.12.08.00";"28873";"RGGS";161195.2494;1;1;1;1;1;1;1;1;161195.2494;.0050349212;1510.47636
"1000";2009;6;"2.14.12.08.00";"28873";"RGGS";161195.2494;1;1;1;1;1;1;1;1;161195.2494;.0050349212;2517.4606
"1000";2009;6;"2.14.12.08.00";"28901";"RGGS";161195.2494;1;1;1;1;1;1;1;1;161195.2494;.0050349212;5034.9212
"1000";2009;6;"2.14.12.08.00";"28901";"RGGS";161195.2494;1;1;1;1;1;1;1;1;161195.2494;.0050349212;1006.98424
"1000";2009;6;"2.14.12.08.00";"28901";"RGGS";161195.2494;1;1;1;1;1;1;1;1;161195.2494;.0050349212;1510.47636
"1000";2009;6;"2.14.12.08.00";"28901";"RGGS";161195.2494;1;1;1;1;1;1;1;1;161195.2494;.0050349212;2517.4606
"1000";2009;6;"2.14.12.08.00";"29333";"RGGS";53731.7498;1;1;1;1;1;1;1;1;53731.7498;.0016783071;1678.3071
"1000";2009;6;"2.14.12.08.00";"29333";"RGGS";53731.7498;1;1;1;1;1;1;1;1;53731.7498;.0016783071;335.66142
"1000";2009;6;"2.14.12.08.00";"29333";"RGGS";53731.7498;1;1;1;1;1;1;1;1;53731.7498;.0016783071;503.49213
"1000";2009;6;"2.14.12.08.00";"29333";"RGGS";53731.7498;1;1;1;1;1;1;1;1;53731.7498;.0016783071;839.15355
"1000";2009;6;"2.14.12.08.00";"29377";"RGGS";24799.2691;1;1;1;1;1;1;1;1;24799.2691;.0007746033;774.6033
"1000";2009;6;"2.14.12.08.00";"29377";"RGGS";24799.2691;1;1;1;1;1;1;1;1;24799.2691;.0007746033;154.92066
"1000";2009;6;"2.14.12.08.00";"29377";"RGGS";24799.2691;1;1;1;1;1;1;1;1;24799.2691;.0007746033;232.38099
"1000";2009;6;"2.14.12.08.00";"29377";"RGGS";24799.2691;1;1;1;1;1;1;1;1;24799.2691;.0007746033;387.30165
"1000";2009;6;"2.14.12.09.00";"27152";"RGGS";34328.8028;1;1;1;1;1;1;1;1;34328.8028;.0010722575;1072.2575
"1000";2009;6;"2.14.12.09.00";"27152";"RGGS";34328.8028;1;1;1;1;1;1;1;1;34328.8028;.0010722575;214.4515
"1000";2009;6;"2.14.12.09.00";"27152";"RGGS";34328.8028;1;1;1;1;1;1;1;1;34328.8028;.0010722575;321.67725
"1000";2009;6;"2.14.12.09.00";"27152";"RGGS";34328.8028;1;1;1;1;1;1;1;1;34328.8028;.0010722575;536.12875
"1000";2009;6;"2.14.12.09.00";"27174";"RGGS";197390.6161;1;1;1;1;1;1;1;1;197390.6161;.0061654807;6165.4807
"1000";2009;6;"2.14.12.09.00";"27174";"RGGS";197390.6161;1;1;1;1;1;1;1;1;197390.6161;.0061654807;1233.09614
"1000";2009;6;"2.14.12.09.00";"27174";"RGGS";197390.6161;1;1;1;1;1;1;1;1;197390.6161;.0061654807;1849.64421
"1000";2009;6;"2.14.12.09.00";"27174";"RGGS";197390.6161;1;1;1;1;1;1;1;1;197390.6161;.0061654807;3082.74035
"1000";2009;6;"2.14.12.09.00";"28198";"RGGS";111568.6091;1;1;1;1;1;1;1;1;111568.6091;.0034848369;3484.8369
"1000";2009;6;"2.14.12.09.00";"28198";"RGGS";111568.6091;1;1;1;1;1;1;1;1;111568.6091;.0034848369;696.96738
"1000";2009;6;"2.14.12.09.00";"28198";"RGGS";111568.6091;1;1;1;1;1;1;1;1;111568.6091;.0034848369;1045.45107
"1000";2009;6;"2.14.12.09.00";"28198";"RGGS";111568.6091;1;1;1;1;1;1;1;1;111568.6091;.0034848369;1742.41845
"1000";2009;6;"2.14.12.09.00";"28281";"RGGS";60075.4049;1;1;1;1;1;1;1;1;60075.4049;.0018764507;1876.4507
"1000";2009;6;"2.14.12.09.00";"28281";"RGGS";60075.4049;1;1;1;1;1;1;1;1;60075.4049;.0018764507;375.29014
"1000";2009;6;"2.14.12.09.00";"28281";"RGGS";60075.4049;1;1;1;1;1;1;1;1;60075.4049;.0018764507;562.93521
"1000";2009;6;"2.14.12.09.00";"28281";"RGGS";60075.4049;1;1;1;1;1;1;1;1;60075.4049;.0018764507;938.22535
"1000";2009;6;"2.14.12.09.00";"28301";"RGGS";102986.4084;1;1;1;1;1;1;1;1;102986.4084;.0032167725;3216.7725
"1000";2009;6;"2.14.12.09.00";"28301";"RGGS";102986.4084;1;1;1;1;1;1;1;1;102986.4084;.0032167725;643.3545
"1000";2009;6;"2.14.12.09.00";"28301";"RGGS";102986.4084;1;1;1;1;1;1;1;1;102986.4084;.0032167725;965.03175
"1000";2009;6;"2.14.12.09.00";"28301";"RGGS";102986.4084;1;1;1;1;1;1;1;1;102986.4084;.0032167725;1608.38625
"1000";2009;6;"2.14.12.09.00";"28433";"RGGS";51493.2042;1;1;1;1;1;1;1;1;51493.2042;.0016083863;1608.3863
"1000";2009;6;"2.14.12.09.00";"28433";"RGGS";51493.2042;1;1;1;1;1;1;1;1;51493.2042;.0016083863;321.67726
"1000";2009;6;"2.14.12.09.00";"28433";"RGGS";51493.2042;1;1;1;1;1;1;1;1;51493.2042;.0016083863;482.51589
"1000";2009;6;"2.14.12.09.00";"28433";"RGGS";51493.2042;1;1;1;1;1;1;1;1;51493.2042;.0016083863;804.19315
"1000";2009;6;"2.14.12.09.00";"28529";"RGGS";77239.8063;1;1;1;1;1;1;1;1;77239.8063;.0024125794;2412.5794
"1000";2009;6;"2.14.12.09.00";"28529";"RGGS";77239.8063;1;1;1;1;1;1;1;1;77239.8063;.0024125794;482.51588
"1000";2009;6;"2.14.12.09.00";"28529";"RGGS";77239.8063;1;1;1;1;1;1;1;1;77239.8063;.0024125794;723.77382
"1000";2009;6;"2.14.12.09.00";"28529";"RGGS";77239.8063;1;1;1;1;1;1;1;1;77239.8063;.0024125794;1206.2897
"1000";2009;6;"2.14.12.09.00";"28634";"RGGS";60075.4049;1;1;1;1;1;1;1;1;60075.4049;.0018764507;1876.4507
"1000";2009;6;"2.14.12.09.00";"28634";"RGGS";60075.4049;1;1;1;1;1;1;1;1;60075.4049;.0018764507;375.29014
"1000";2009;6;"2.14.12.09.00";"28634";"RGGS";60075.4049;1;1;1;1;1;1;1;1;60075.4049;.0018764507;562.93521
"1000";2009;6;"2.14.12.09.00";"28634";"RGGS";60075.4049;1;1;1;1;1;1;1;1;60075.4049;.0018764507;938.22535
"1000";2009;6;"2.14.12.09.00";"28722";"RGGS";60075.4049;1;1;1;1;1;1;1;1;60075.4049;.0018764507;1876.4507
"1000";2009;6;"2.14.12.09.00";"28722";"RGGS";60075.4049;1;1;1;1;1;1;1;1;60075.4049;.0018764507;375.29014
"1000";2009;6;"2.14.12.09.00";"28722";"RGGS";60075.4049;1;1;1;1;1;1;1;1;60075.4049;.0018764507;562.93521
"1000";2009;6;"2.14.12.09.00";"28722";"RGGS";60075.4049;1;1;1;1;1;1;1;1;60075.4049;.0018764507;938.22535
"1000";2009;6;"2.14.12.09.00";"28733";"RGGS";51493.2042;1;1;1;1;1;1;1;1;51493.2042;.0016083863;1608.3863
"1000";2009;6;"2.14.12.09.00";"28733";"RGGS";51493.2042;1;1;1;1;1;1;1;1;51493.2042;.0016083863;321.67726
"1000";2009;6;"2.14.12.09.00";"28733";"RGGS";51493.2042;1;1;1;1;1;1;1;1;51493.2042;.0016083863;482.51589
"1000";2009;6;"2.14.12.09.00";"28733";"RGGS";51493.2042;1;1;1;1;1;1;1;1;51493.2042;.0016083863;804.19315
"1000";2009;6;"2.14.12.09.00";"28746";"RGGS";111568.6091;1;1;1;1;1;1;1;1;111568.6091;.0034848369;3484.8369
"1000";2009;6;"2.14.12.09.00";"28746";"RGGS";111568.6091;1;1;1;1;1;1;1;1;111568.6091;.0034848369;696.96738
"1000";2009;6;"2.14.12.09.00";"28746";"RGGS";111568.6091;1;1;1;1;1;1;1;1;111568.6091;.0034848369;1045.45107
"1000";2009;6;"2.14.12.09.00";"28746";"RGGS";111568.6091;1;1;1;1;1;1;1;1;111568.6091;.0034848369;1742.41845
"1000";2009;6;"2.14.12.09.00";"28759";"RGGS";34328.8028;1;1;1;1;1;1;1;1;34328.8028;.0010722575;1072.2575
"1000";2009;6;"2.14.12.09.00";"28759";"RGGS";34328.8028;1;1;1;1;1;1;1;1;34328.8028;.0010722575;214.4515
"1000";2009;6;"2.14.12.09.00";"28759";"RGGS";34328.8028;1;1;1;1;1;1;1;1;34328.8028;.0010722575;321.67725
"1000";2009;6;"2.14.12.09.00";"28759";"RGGS";34328.8028;1;1;1;1;1;1;1;1;34328.8028;.0010722575;536.12875
"1000";2009;6;"2.14.12.09.00";"28872";"RGGS";85822.007;1;1;1;1;1;1;1;1;85822.007;.0026806438;2680.6438
"1000";2009;6;"2.14.12.09.00";"28872";"RGGS";85822.007;1;1;1;1;1;1;1;1;85822.007;.0026806438;536.12876
"1000";2009;6;"2.14.12.09.00";"28872";"RGGS";85822.007;1;1;1;1;1;1;1;1;85822.007;.0026806438;804.19314
"1000";2009;6;"2.14.12.09.00";"28872";"RGGS";85822.007;1;1;1;1;1;1;1;1;85822.007;.0026806438;1340.3219
"1000";2009;6;"2.14.12.09.00";"28902";"RGGS";111568.6091;1;1;1;1;1;1;1;1;111568.6091;.0034848369;3484.8369
"1000";2009;6;"2.14.12.09.00";"28902";"RGGS";111568.6091;1;1;1;1;1;1;1;1;111568.6091;.0034848369;696.96738
